link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes,VDF_alpha1,VDF_beta1
1,Vinegar Hill,20181025,1,2,1,"LINESTRING (-76.518574 42.448787, -76.5185362 42.4488168, -76.5185121 42.4488402, -76.518463 42.448888, -76.518405 42.448988, -76.518255 42.449336, -76.5182256 42.4493989, -76.518183 42.44949, -76.518125 42.449568, -76.51809 42.4496, -76.518033 42.449641, -76.5179756 42.4496777, -76.517811 42.449783)",1,130.39,residential,6,30,1,600,auto,,0.15,4.0
2,Vinegar Hill,20181025,2,1,1,"LINESTRING (-76.517811 42.449783, -76.5179756 42.4496777, -76.518033 42.449641, -76.51809 42.4496, -76.518125 42.449568, -76.518183 42.44949, -76.5182256 42.4493989, -76.518255 42.449336, -76.518405 42.448988, -76.518463 42.448888, -76.5185121 42.4488402, -76.5185362 42.4488168, -76.518574 42.448787)",1,130.39,residential,6,30,1,600,auto,,0.15,4.0
3,Lake Avenue,20181084,3,4,1,"LINESTRING (-76.5005138 42.4459622, -76.5012144 42.4468308, -76.50126 42.4468844)",1,119.43,unclassified,20,30,1,600,auto,,0.15,4.0
4,Lake Avenue,20181084,4,5,1,"LINESTRING (-76.50126 42.4468844, -76.5012925 42.4469346, -76.5019573 42.4477572, -76.501998 42.447808)",1,119.25,unclassified,20,30,1,600,auto,,0.15,4.0
5,Lake Avenue,20181084,4,3,1,"LINESTRING (-76.50126 42.4468844, -76.5012144 42.4468308, -76.5005138 42.4459622)",1,119.43,unclassified,20,30,1,600,auto,,0.15,4.0
6,Lake Avenue,20181084,5,4,1,"LINESTRING (-76.501998 42.447808, -76.5019573 42.4477572, -76.5012925 42.4469346, -76.50126 42.4468844)",1,119.25,unclassified,20,30,1,600,auto,,0.15,4.0
7,Sugarbush Lane,20181087,6,7,1,"LINESTRING (-76.4595374 42.4293598, -76.4594388 42.4294047, -76.4593818 42.4294483, -76.4593681 42.4294627, -76.4593244 42.4295086, -76.4592764 42.4295796, -76.4592462 42.4296401, -76.4591612 42.4298739, -76.4591452 42.4299575, -76.4591526 42.4300439)",1,86.36,residential,6,30,1,600,auto,,0.15,4.0
8,Sugarbush Lane,20181087,7,6,1,"LINESTRING (-76.4591526 42.4300439, -76.4591452 42.4299575, -76.4591612 42.4298739, -76.4592462 42.4296401, -76.4592764 42.4295796, -76.4593244 42.4295086, -76.4593681 42.4294627, -76.4593818 42.4294483, -76.4594388 42.4294047, -76.4595374 42.4293598)",1,86.36,residential,6,30,1,600,auto,,0.15,4.0
9,Pittman Lane,20181089,8,9,1,"LINESTRING (-76.510763 42.4233737, -76.5105079 42.4234754, -76.5102596 42.4235941, -76.5099262 42.423754, -76.5096029 42.4239212, -76.509261 42.4241737, -76.5091236 42.4242553, -76.5090264 42.4242997, -76.5089305 42.4243034)",1,184.55,residential,6,30,1,600,auto,,0.15,4.0
10,Pittman Lane,20181089,9,8,1,"LINESTRING (-76.5089305 42.4243034, -76.5090264 42.4242997, -76.5091236 42.4242553, -76.509261 42.4241737, -76.5096029 42.4239212, -76.5099262 42.423754, -76.5102596 42.4235941, -76.5105079 42.4234754, -76.510763 42.4233737)",1,184.55,residential,6,30,1,600,auto,,0.15,4.0
11,Grandview Place,20181090,10,11,1,"LINESTRING (-76.4951253 42.4313923, -76.495113 42.431002, -76.495108 42.430864)",1,58.76,residential,6,30,1,600,auto,,0.15,4.0
12,Grandview Place,20181090,11,10,1,"LINESTRING (-76.495108 42.430864, -76.495113 42.431002, -76.4951253 42.4313923)",1,58.76,residential,6,30,1,600,auto,,0.15,4.0
13,South Plain Street,20181137,12,13,1,"LINESTRING (-76.5034531 42.4306824, -76.5034798 42.4307214, -76.5034898 42.4307691, -76.5034911 42.4307937, -76.5035514 42.4317984)",1,124.79,tertiary,5,48,1,900,auto,,0.15,4.0
14,South Plain Street,20181137,13,12,1,"LINESTRING (-76.5035514 42.4317984, -76.5034911 42.4307937, -76.5034898 42.4307691, -76.5034798 42.4307214, -76.5034531 42.4306824)",1,124.79,tertiary,5,48,1,900,auto,,0.15,4.0
15,Brewery Lane,20181138,14,15,1,"LINESTRING (-76.533382 42.413648, -76.533528 42.413813, -76.533678 42.413995, -76.534343 42.414711, -76.534417 42.414805, -76.534425 42.414877)",1,162.26,residential,6,30,1,600,auto,,0.15,4.0
16,Brewery Lane,20181138,15,14,1,"LINESTRING (-76.534425 42.414877, -76.534417 42.414805, -76.534343 42.414711, -76.533678 42.413995, -76.533528 42.413813, -76.533382 42.413648)",1,162.26,residential,6,30,1,600,auto,,0.15,4.0
17,Burleigh Drive,20181146,16,17,1,"LINESTRING (-76.478747 42.4741363, -76.47859 42.4742256, -76.478289 42.474412, -76.4782298 42.4744479, -76.478068 42.474546, -76.477905 42.474655, -76.477812 42.474716, -76.477708 42.4747752, -76.477617 42.474827, -76.477444 42.47491, -76.477338 42.474947)",1,146.96,residential,6,30,1,600,auto,,0.15,4.0
18,Burleigh Drive,20181146,17,18,1,"LINESTRING (-76.477338 42.474947, -76.477257 42.474975, -76.4771449 42.4750042, -76.477057 42.475027, -76.476851 42.475057, -76.476641 42.475078, -76.4766119 42.4750779, -76.4763652 42.4750772, -76.476311 42.475077, -76.476214 42.475079, -76.4761774 42.4750782, -76.476072 42.475076)",1,106.00,residential,6,30,1,600,auto,,0.15,4.0
19,Burleigh Drive,20181146,18,19,1,"LINESTRING (-76.476072 42.475076, -76.4757684 42.4750666, -76.4757522 42.4750661, -76.475622 42.475062, -76.475562 42.47506, -76.475488 42.475061, -76.4753888 42.475057, -76.475063 42.475044, -76.4749569 42.4750438, -76.4748659 42.4750415, -76.4747357 42.4750381, -76.474654 42.475036)",1,116.40,residential,6,30,1,600,auto,,0.15,4.0
20,Burleigh Drive,20181146,20,21,1,"LINESTRING (-76.472586 42.475927, -76.4724271 42.4760546, -76.4724128 42.4760661, -76.472312 42.476147, -76.47222 42.476229, -76.472139 42.47632, -76.472072 42.47642, -76.4720558 42.4764511, -76.47202 42.47652, -76.471982 42.476628, -76.471959 42.476736, -76.4719535 42.476836, -76.471953 42.476845, -76.471965 42.4769619, -76.4720005 42.4773059, -76.4720212 42.4775072, -76.4720285 42.4775787, -76.4720555 42.4778409, -76.4720692 42.4779735, -76.4720946 42.4782198, -76.4721229 42.4783805, -76.472133 42.4784383)",1,295.97,residential,6,30,1,600,auto,,0.15,4.0
21,Burleigh Drive,20181146,19,20,1,"LINESTRING (-76.474654 42.475036, -76.474513 42.475038, -76.474356 42.475053, -76.4743267 42.4750586, -76.4742435 42.4750745, -76.474204 42.475082, -76.474055 42.47512, -76.473914 42.475171, -76.4738987 42.475178, -76.4738734 42.4751895, -76.4737752 42.4752342, -76.47369 42.475273, -76.4735263 42.4753545, -76.4734612 42.4753869, -76.4732309 42.4755016, -76.473206 42.475514, -76.4731694 42.4755359, -76.472953 42.475665, -76.4729005 42.475702, -76.4728421 42.475743, -76.472653 42.475876, -76.472586 42.475927)",1,201.31,residential,6,30,1,600,auto,,0.15,4.0
22,Burleigh Drive,20181146,21,20,1,"LINESTRING (-76.472133 42.4784383, -76.4721229 42.4783805, -76.4720946 42.4782198, -76.4720692 42.4779735, -76.4720555 42.4778409, -76.4720285 42.4775787, -76.4720212 42.4775072, -76.4720005 42.4773059, -76.471965 42.4769619, -76.471953 42.476845, -76.4719535 42.476836, -76.471959 42.476736, -76.471982 42.476628, -76.47202 42.47652, -76.4720558 42.4764511, -76.472072 42.47642, -76.472139 42.47632, -76.47222 42.476229, -76.472312 42.476147, -76.4724128 42.4760661, -76.4724271 42.4760546, -76.472586 42.475927)",1,295.97,residential,6,30,1,600,auto,,0.15,4.0
23,Burleigh Drive,20181146,20,19,1,"LINESTRING (-76.472586 42.475927, -76.472653 42.475876, -76.4728421 42.475743, -76.4729005 42.475702, -76.472953 42.475665, -76.4731694 42.4755359, -76.473206 42.475514, -76.4732309 42.4755016, -76.4734612 42.4753869, -76.4735263 42.4753545, -76.47369 42.475273, -76.4737752 42.4752342, -76.4738734 42.4751895, -76.4738987 42.475178, -76.473914 42.475171, -76.474055 42.47512, -76.474204 42.475082, -76.4742435 42.4750745, -76.4743267 42.4750586, -76.474356 42.475053, -76.474513 42.475038, -76.474654 42.475036)",1,201.31,residential,6,30,1,600,auto,,0.15,4.0
24,Burleigh Drive,20181146,19,18,1,"LINESTRING (-76.474654 42.475036, -76.4747357 42.4750381, -76.4748659 42.4750415, -76.4749569 42.4750438, -76.475063 42.475044, -76.4753888 42.475057, -76.475488 42.475061, -76.475562 42.47506, -76.475622 42.475062, -76.4757522 42.4750661, -76.4757684 42.4750666, -76.476072 42.475076)",1,116.40,residential,6,30,1,600,auto,,0.15,4.0
25,Burleigh Drive,20181146,18,17,1,"LINESTRING (-76.476072 42.475076, -76.4761774 42.4750782, -76.476214 42.475079, -76.476311 42.475077, -76.4763652 42.4750772, -76.4766119 42.4750779, -76.476641 42.475078, -76.476851 42.475057, -76.477057 42.475027, -76.4771449 42.4750042, -76.477257 42.474975, -76.477338 42.474947)",1,106.00,residential,6,30,1,600,auto,,0.15,4.0
26,Burleigh Drive,20181146,17,16,1,"LINESTRING (-76.477338 42.474947, -76.477444 42.47491, -76.477617 42.474827, -76.477708 42.4747752, -76.477812 42.474716, -76.477905 42.474655, -76.478068 42.474546, -76.4782298 42.4744479, -76.478289 42.474412, -76.47859 42.4742256, -76.478747 42.4741363)",1,146.96,residential,6,30,1,600,auto,,0.15,4.0
27,Dodge Road,20181162,22,23,1,"LINESTRING (-76.441667 42.432012, -76.441645 42.432116, -76.44164 42.432161, -76.441642 42.432517, -76.441654 42.432931, -76.4416622 42.4330825, -76.4417191 42.4341269, -76.441765 42.43497, -76.4418022 42.4356021, -76.4418513 42.4364382, -76.441863 42.436637, -76.441905 42.437345, -76.4419475 42.4384142, -76.441972 42.439029, -76.4420011 42.4396985, -76.442065 42.441171, -76.442072 42.441216, -76.442096 42.441274, -76.442135 42.441323, -76.442187 42.441367, -76.442251 42.441403, -76.4423096 42.441425, -76.4424 42.441441, -76.442579 42.441443, -76.443095 42.441446, -76.443169 42.441449, -76.44324 42.441462, -76.443306 42.441484, -76.443364 42.441519, -76.443411 42.441563, -76.443445 42.441613, -76.443465 42.441662, -76.443469 42.441716, -76.4432524 42.4427505, -76.443245 42.442786, -76.44324 42.442806, -76.4432341 42.442829)",1,1294.07,residential,6,30,1,600,auto,,0.15,4.0
28,Dodge Road,20181162,23,22,1,"LINESTRING (-76.4432341 42.442829, -76.44324 42.442806, -76.443245 42.442786, -76.4432524 42.4427505, -76.443469 42.441716, -76.443465 42.441662, -76.443445 42.441613, -76.443411 42.441563, -76.443364 42.441519, -76.443306 42.441484, -76.44324 42.441462, -76.443169 42.441449, -76.443095 42.441446, -76.442579 42.441443, -76.4424 42.441441, -76.4423096 42.441425, -76.442251 42.441403, -76.442187 42.441367, -76.442135 42.441323, -76.442096 42.441274, -76.442072 42.441216, -76.442065 42.441171, -76.4420011 42.4396985, -76.441972 42.439029, -76.4419475 42.4384142, -76.441905 42.437345, -76.441863 42.436637, -76.4418513 42.4364382, -76.4418022 42.4356021, -76.441765 42.43497, -76.4417191 42.4341269, -76.4416622 42.4330825, -76.441654 42.432931, -76.441642 42.432517, -76.44164 42.432161, -76.441645 42.432116, -76.441667 42.432012)",1,1294.07,residential,6,30,1,600,auto,,0.15,4.0
29,North Cascadilla Avenue,20181207,24,25,1,"LINESTRING (-76.497028 42.443888, -76.4971162 42.4439201, -76.497363 42.44401, -76.497527 42.444066, -76.497913 42.44421, -76.498124 42.444283, -76.4981397 42.4442888, -76.498481 42.444414, -76.498889 42.444566, -76.499081 42.44464, -76.499122 42.444671, -76.4991629 42.4447091, -76.49927 42.444809)",1,212.47,unclassified,20,16,1,600,auto,,0.15,4.0
30,Devon Road,20181222,26,27,1,"LINESTRING (-76.4922852 42.4625211, -76.4923049 42.4625234, -76.4923873 42.4625555, -76.492478 42.4625939, -76.492749 42.462731, -76.4928393 42.4627758, -76.4932851 42.4629967, -76.4933796 42.4630491, -76.4934405 42.4630943, -76.4935073 42.4631494, -76.493575 42.463223, -76.4938132 42.4634575, -76.4939532 42.463573, -76.4940206 42.4636217, -76.4940853 42.4636613, -76.494242 42.463737, -76.494343 42.463776, -76.494418 42.463793, -76.494493 42.4638003, -76.4945659 42.463797, -76.4946298 42.4637901, -76.4947027 42.4637762, -76.4947792 42.4637565, -76.4948368 42.4637384, -76.4948911 42.4637194)",1,268.67,residential,6,30,1,600,auto,,0.15,4.0
31,Devon Road,20181222,28,26,1,"LINESTRING (-76.490697 42.464224, -76.490798 42.464223, -76.490997 42.464207, -76.491159 42.464182, -76.491544 42.464092, -76.491649 42.46405, -76.49174 42.463994, -76.491814 42.463926, -76.491844 42.463885, -76.491885 42.463803, -76.491903 42.463718, -76.491901 42.463659, -76.491866 42.463511, -76.491853 42.463457, -76.49184 42.463358, -76.491841 42.463259, -76.491856 42.463155, -76.491885 42.46306, -76.491932 42.462952, -76.4921306 42.4626048, -76.4921634 42.4625658, -76.492204 42.4625395, -76.4922432 42.4625277, -76.4922852 42.4625211)",1,270.03,residential,6,30,1,600,auto,,0.15,4.0
32,Devon Road,20181222,27,26,1,"LINESTRING (-76.4948911 42.4637194, -76.4948368 42.4637384, -76.4947792 42.4637565, -76.4947027 42.4637762, -76.4946298 42.4637901, -76.4945659 42.463797, -76.494493 42.4638003, -76.494418 42.463793, -76.494343 42.463776, -76.494242 42.463737, -76.4940853 42.4636613, -76.4940206 42.4636217, -76.4939532 42.463573, -76.4938132 42.4634575, -76.493575 42.463223, -76.4935073 42.4631494, -76.4934405 42.4630943, -76.4933796 42.4630491, -76.4932851 42.4629967, -76.4928393 42.4627758, -76.492749 42.462731, -76.492478 42.4625939, -76.4923873 42.4625555, -76.4923049 42.4625234, -76.4922852 42.4625211)",1,268.67,residential,6,30,1,600,auto,,0.15,4.0
33,Devon Road,20181222,26,28,1,"LINESTRING (-76.4922852 42.4625211, -76.4922432 42.4625277, -76.492204 42.4625395, -76.4921634 42.4625658, -76.4921306 42.4626048, -76.491932 42.462952, -76.491885 42.46306, -76.491856 42.463155, -76.491841 42.463259, -76.49184 42.463358, -76.491853 42.463457, -76.491866 42.463511, -76.491901 42.463659, -76.491903 42.463718, -76.491885 42.463803, -76.491844 42.463885, -76.491814 42.463926, -76.49174 42.463994, -76.491649 42.46405, -76.491544 42.464092, -76.491159 42.464182, -76.490997 42.464207, -76.490798 42.464223, -76.490697 42.464224)",1,270.03,residential,6,30,1,600,auto,,0.15,4.0
34,Candlewyck Drive,20181296,29,30,1,"LINESTRING (-76.52874 42.459995, -76.52861 42.460086, -76.528573 42.4601087, -76.528512 42.460146, -76.5284882 42.4601562, -76.5284737 42.4601624, -76.5282981 42.4602371, -76.5282811 42.460245, -76.528176 42.46029, -76.5280826 42.4603215, -76.5280009 42.460349, -76.527829 42.460407, -76.527725 42.460431, -76.5276903 42.4604346, -76.527618 42.460442, -76.527509 42.460448, -76.5274 42.460445, -76.527267 42.460428, -76.527146 42.460407, -76.527025 42.460369, -76.526903 42.460307)",1,168.25,residential,6,30,1,600,auto,,0.15,4.0
35,Candlewyck Drive,20181296,30,31,1,"LINESTRING (-76.526903 42.460307, -76.526785 42.460219, -76.526705 42.460148, -76.52663 42.460063, -76.526578 42.459996, -76.526565 42.459956, -76.526579 42.45992, -76.526617 42.459892, -76.52667 42.459883, -76.5267632 42.4599457)",1,71.85,residential,6,30,1,600,auto,,0.15,4.0
36,Candlewyck Drive,20181296,30,29,1,"LINESTRING (-76.526903 42.460307, -76.527025 42.460369, -76.527146 42.460407, -76.527267 42.460428, -76.5274 42.460445, -76.527509 42.460448, -76.527618 42.460442, -76.5276903 42.4604346, -76.527725 42.460431, -76.527829 42.460407, -76.5280009 42.460349, -76.5280826 42.4603215, -76.528176 42.46029, -76.5282811 42.460245, -76.5282981 42.4602371, -76.5284737 42.4601624, -76.5284882 42.4601562, -76.528512 42.460146, -76.528573 42.4601087, -76.52861 42.460086, -76.52874 42.459995)",1,168.25,residential,6,30,1,600,auto,,0.15,4.0
37,Candlewyck Drive,20181296,31,30,1,"LINESTRING (-76.5267632 42.4599457, -76.52667 42.459883, -76.526617 42.459892, -76.526579 42.45992, -76.526565 42.459956, -76.526578 42.459996, -76.52663 42.460063, -76.526705 42.460148, -76.526785 42.460219, -76.526903 42.460307)",1,71.85,residential,6,30,1,600,auto,,0.15,4.0
38,Needham Place,20181298,32,33,1,"LINESTRING (-76.490718 42.455421, -76.49082 42.455424, -76.490909 42.455445, -76.491243 42.455581, -76.491458 42.455677, -76.491655 42.455778, -76.491807 42.45587, -76.491982 42.455985, -76.492104 42.456056)",1,135.74,residential,6,30,1,600,auto,,0.15,4.0
39,Needham Place,20181298,33,32,1,"LINESTRING (-76.492104 42.456056, -76.491982 42.455985, -76.491807 42.45587, -76.491655 42.455778, -76.491458 42.455677, -76.491243 42.455581, -76.490909 42.455445, -76.49082 42.455424, -76.490718 42.455421)",1,135.74,residential,6,30,1,600,auto,,0.15,4.0
40,,20181339,34,35,1,"LINESTRING (-76.479124 42.481521, -76.480459 42.48149, -76.481307 42.481483, -76.48186 42.481499, -76.4822597 42.4815147)",1,257.29,motorway,1,100,1,2000,auto,,0.15,4.0
41,,20181342,36,37,1,"LINESTRING (-76.484503 42.481969, -76.484494 42.481839, -76.4845 42.481771, -76.484516 42.481708, -76.484541 42.481644, -76.484575 42.481581, -76.484617 42.481522, -76.484666 42.481467, -76.484794 42.481375)",1,73.51,motorway,1,100,2,2000,auto,,0.15,4.0
42,,20181522,38,39,1,"LINESTRING (-76.511289 42.492394, -76.511443 42.49242, -76.5115 42.492392, -76.511555 42.492351, -76.511609 42.492296, -76.511672 42.492157, -76.5117009 42.4918191, -76.511744 42.491315, -76.5116973 42.4907424, -76.5116914 42.4903435)",1,250.78,residential,6,30,1,600,auto,,0.15,4.0
43,,20181522,39,38,1,"LINESTRING (-76.5116914 42.4903435, -76.5116973 42.4907424, -76.511744 42.491315, -76.5117009 42.4918191, -76.511672 42.492157, -76.511609 42.492296, -76.511555 42.492351, -76.5115 42.492392, -76.511443 42.49242, -76.511289 42.492394)",1,250.78,residential,6,30,1,600,auto,,0.15,4.0
44,Mann Drive,20181553,40,41,1,"LINESTRING (-76.4744608 42.4485437, -76.4743883 42.4485318)",1,6.09,residential,6,30,1,600,auto,,0.15,4.0
45,Mann Drive,20181553,42,40,1,"LINESTRING (-76.4745394 42.4485567, -76.4744608 42.4485437)",1,6.61,residential,6,30,1,600,auto,,0.15,4.0
46,Mann Drive,20181553,43,42,1,"LINESTRING (-76.47474 42.4485841, -76.4745394 42.4485567)",1,16.74,residential,6,30,1,600,auto,,0.15,4.0
47,Mann Drive,20181553,44,45,1,"LINESTRING (-76.4757251 42.4485107, -76.4753043 42.4485992, -76.475067 42.4485969)",1,55.37,residential,6,30,1,600,auto,,0.15,4.0
48,Mann Drive,20181553,46,43,1,"LINESTRING (-76.4749353 42.4485957, -76.47474 42.4485841)",1,16.08,residential,6,30,1,600,auto,,0.15,4.0
49,Mann Drive,20181553,45,46,1,"LINESTRING (-76.475067 42.4485969, -76.4749353 42.4485957)",1,10.81,residential,6,30,1,600,auto,,0.15,4.0
50,Mann Drive,20181553,41,40,1,"LINESTRING (-76.4743883 42.4485318, -76.4744608 42.4485437)",1,6.09,residential,6,30,1,600,auto,,0.15,4.0
51,Mann Drive,20181553,46,45,1,"LINESTRING (-76.4749353 42.4485957, -76.475067 42.4485969)",1,10.81,residential,6,30,1,600,auto,,0.15,4.0
52,Mann Drive,20181553,40,42,1,"LINESTRING (-76.4744608 42.4485437, -76.4745394 42.4485567)",1,6.61,residential,6,30,1,600,auto,,0.15,4.0
53,Mann Drive,20181553,43,46,1,"LINESTRING (-76.47474 42.4485841, -76.4749353 42.4485957)",1,16.08,residential,6,30,1,600,auto,,0.15,4.0
54,Mann Drive,20181553,42,43,1,"LINESTRING (-76.4745394 42.4485567, -76.47474 42.4485841)",1,16.74,residential,6,30,1,600,auto,,0.15,4.0
55,Mann Drive,20181553,45,44,1,"LINESTRING (-76.475067 42.4485969, -76.4753043 42.4485992, -76.4757251 42.4485107)",1,55.37,residential,6,30,1,600,auto,,0.15,4.0
56,Walnut Street,20181588,47,48,1,"LINESTRING (-76.4734627 42.4377397, -76.4734697 42.4377998, -76.4734722 42.4378089, -76.4734861 42.4378598, -76.4735075 42.4379057, -76.4738576 42.4383884, -76.473879 42.43843, -76.4738882 42.4384736, -76.4739025 42.4389071, -76.4739148 42.4389352, -76.473942 42.4389578, -76.4739789 42.4389767, -76.4740153 42.4389857, -76.4743293 42.4389754, -76.4743764 42.4389738)",1,181.00,residential,6,24,1,600,auto,,0.15,4.0
57,Walnut Street,20181588,48,47,1,"LINESTRING (-76.4743764 42.4389738, -76.4743293 42.4389754, -76.4740153 42.4389857, -76.4739789 42.4389767, -76.473942 42.4389578, -76.4739148 42.4389352, -76.4739025 42.4389071, -76.4738882 42.4384736, -76.473879 42.43843, -76.4738576 42.4383884, -76.4735075 42.4379057, -76.4734861 42.4378598, -76.4734722 42.4378089, -76.4734697 42.4377998, -76.4734627 42.4377397)",1,181.00,residential,6,24,1,600,auto,,0.15,4.0
58,,20181638,49,50,1,"LINESTRING (-76.536414 42.435987, -76.536477 42.437873)",1,209.78,residential,6,30,1,600,auto,,0.15,4.0
59,,20181638,50,49,1,"LINESTRING (-76.536477 42.437873, -76.536414 42.435987)",1,209.78,residential,6,30,1,600,auto,,0.15,4.0
60,,20181873,51,52,1,"LINESTRING (-76.5134744 42.4572319, -76.5131115 42.4574762, -76.5128447 42.4576559)",1,69.94,unclassified,20,30,1,600,auto,,0.15,4.0
61,,20181873,53,51,1,"LINESTRING (-76.516058 42.455539, -76.515969 42.455616, -76.5159235 42.4556458, -76.515891 42.455667, -76.5155462 42.4558734, -76.51546 42.455925, -76.514947 42.456247, -76.514698 42.456408, -76.5142271 42.4567233, -76.5134744 42.4572319)",1,283.66,unclassified,20,30,1,600,auto,,0.15,4.0
62,,20181873,54,53,1,"LINESTRING (-76.5178112 42.4546484, -76.517656 42.4546838, -76.5172434 42.454812, -76.516901 42.454915, -76.516782 42.454957, -76.51667 42.455004, -76.516566 42.455064, -76.516522 42.455096, -76.5164629 42.4551516, -76.516352 42.455256, -76.516194 42.45542, -76.5160986 42.4555035, -76.516058 42.455539)",1,179.97,unclassified,20,30,1,600,auto,,0.15,4.0
63,,20181873,52,51,1,"LINESTRING (-76.5128447 42.4576559, -76.5131115 42.4574762, -76.5134744 42.4572319)",1,69.94,unclassified,20,30,1,600,auto,,0.15,4.0
64,,20181873,53,54,1,"LINESTRING (-76.516058 42.455539, -76.5160986 42.4555035, -76.516194 42.45542, -76.516352 42.455256, -76.5164629 42.4551516, -76.516522 42.455096, -76.516566 42.455064, -76.51667 42.455004, -76.516782 42.454957, -76.516901 42.454915, -76.5172434 42.454812, -76.517656 42.4546838, -76.5178112 42.4546484)",1,179.97,unclassified,20,30,1,600,auto,,0.15,4.0
65,,20181873,51,53,1,"LINESTRING (-76.5134744 42.4572319, -76.5142271 42.4567233, -76.514698 42.456408, -76.514947 42.456247, -76.51546 42.455925, -76.5155462 42.4558734, -76.515891 42.455667, -76.5159235 42.4556458, -76.515969 42.455616, -76.516058 42.455539)",1,283.66,unclassified,20,30,1,600,auto,,0.15,4.0
66,,20181884,55,56,1,"LINESTRING (-76.488615 42.480646, -76.4872352 42.480653, -76.4865992 42.4806417, -76.4865284 42.4806397, -76.4857022 42.4806294, -76.4853786 42.4806212)",1,265.45,motorway,1,100,1,2000,auto,,0.15,4.0
67,,20181889,57,58,1,"LINESTRING (-76.499189 42.477685, -76.499046 42.477759, -76.49898 42.477773, -76.497826 42.477856, -76.497763 42.47787, -76.497645 42.477908, -76.49754 42.477963, -76.497454 42.478036, -76.496809 42.478896, -76.496654 42.479073, -76.496504 42.47921, -76.496334 42.479338, -76.496148 42.479449, -76.495948 42.479542, -76.495735 42.479625, -76.495603 42.479668, -76.495035 42.479824)",1,444.84,motorway,1,100,2,2000,auto,,0.15,4.0
68,,20181896,59,60,1,"LINESTRING (-76.49875 42.478429, -76.498462 42.478572, -76.498317 42.478633, -76.498098 42.478699, -76.498041 42.478708, -76.497927 42.47871, -76.497814 42.478698, -76.497759 42.478685, -76.497707 42.478668, -76.497657 42.478646, -76.497567 42.478593, -76.497529 42.478562, -76.497466 42.478491, -76.497442 42.478451, -76.497413 42.47837, -76.497406 42.478329, -76.497413 42.478244, -76.497443 42.478162, -76.49748 42.478103, -76.497511 42.478067, -76.497588 42.478003, -76.497632 42.477975, -76.49768 42.477952, -76.497731 42.477933, -76.497897 42.4779, -76.499052 42.477822, -76.49911 42.477825, -76.499167 42.477843, -76.499235 42.477873)",1,321.65,motorway,1,100,2,2000,auto,,0.15,4.0
69,Northcross Road,20182630,61,62,1,"LINESTRING (-76.4785239 42.45785, -76.478514 42.457704, -76.4784433 42.4573508, -76.4784342 42.4573069, -76.478354 42.4569167, -76.4783477 42.4568919, -76.4783296 42.4568134)",1,116.44,residential,6,30,1,600,auto,,0.15,4.0
70,Northcross Road,20182630,62,61,1,"LINESTRING (-76.4783296 42.4568134, -76.4783477 42.4568919, -76.478354 42.4569167, -76.4784342 42.4573069, -76.4784433 42.4573508, -76.478514 42.457704, -76.4785239 42.45785)",1,116.44,residential,6,30,1,600,auto,,0.15,4.0
71,Mary Street,20182660,63,64,1,"LINESTRING (-76.514151 42.433005, -76.51482 42.433009, -76.514919 42.433026)",1,63.25,residential,6,30,1,600,auto,,0.15,4.0
72,Mary Street,20182660,65,63,1,"LINESTRING (-76.514 42.433007, -76.514151 42.433005)",1,12.39,residential,6,30,1,600,auto,,0.15,4.0
73,Mary Street,20182660,64,66,1,"LINESTRING (-76.514919 42.433026, -76.515067 42.433047)",1,12.37,residential,6,30,1,600,auto,,0.15,4.0
74,Mary Street,20182660,66,64,1,"LINESTRING (-76.515067 42.433047, -76.514919 42.433026)",1,12.37,residential,6,30,1,600,auto,,0.15,4.0
75,Mary Street,20182660,64,63,1,"LINESTRING (-76.514919 42.433026, -76.51482 42.433009, -76.514151 42.433005)",1,63.25,residential,6,30,1,600,auto,,0.15,4.0
76,Mary Street,20182660,63,65,1,"LINESTRING (-76.514151 42.433005, -76.514 42.433007)",1,12.39,residential,6,30,1,600,auto,,0.15,4.0
77,,20182725,67,68,1,"LINESTRING (-76.5086287 42.4449539, -76.5085218 42.4450129, -76.5084935 42.4450285, -76.5084257 42.4450575, -76.5083349 42.4450922)",1,28.67,tertiary,5,40,1,900,auto,,0.15,4.0
78,Rueben Street,20182878,69,70,1,"LINESTRING (-76.514487 42.432289, -76.514148 42.432302, -76.513902 42.432306, -76.513463 42.432334, -76.513363 42.432353, -76.513259 42.432391)",1,102.22,residential,6,30,1,600,auto,,0.15,4.0
79,Rueben Street,20182878,70,71,1,"LINESTRING (-76.513259 42.432391, -76.513124 42.43246)",1,13.48,residential,6,30,1,600,auto,,0.15,4.0
80,Rueben Street,20182878,71,72,1,"LINESTRING (-76.513124 42.43246, -76.512405 42.432798)",1,69.96,residential,6,30,1,600,auto,,0.15,4.0
81,Rueben Street,20182878,70,69,1,"LINESTRING (-76.513259 42.432391, -76.513363 42.432353, -76.513463 42.432334, -76.513902 42.432306, -76.514148 42.432302, -76.514487 42.432289)",1,102.22,residential,6,30,1,600,auto,,0.15,4.0
82,Rueben Street,20182878,71,70,1,"LINESTRING (-76.513124 42.43246, -76.513259 42.432391)",1,13.48,residential,6,30,1,600,auto,,0.15,4.0
83,Rueben Street,20182878,72,71,1,"LINESTRING (-76.512405 42.432798, -76.513124 42.43246)",1,69.96,residential,6,30,1,600,auto,,0.15,4.0
