link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes,VDF_alpha1,VDF_beta1
1833,North Sunset Drive,20192118,1127,27,1,"LINESTRING (-76.498853 42.472034, -76.4984185 42.4711672, -76.4983098 42.4709501, -76.498223 42.470777, -76.4981797 42.4706875, -76.497978 42.470271, -76.497763 42.469778, -76.497612 42.469407, -76.497362 42.468847, -76.4970717 42.4683405, -76.4970109 42.4682345, -76.4968973 42.4680363, -76.496806 42.467877, -76.4967895 42.4678441, -76.4967018 42.4676689, -76.4966597 42.4675848, -76.496412 42.46709, -76.4963948 42.4670485, -76.4963765 42.4670046, -76.4963511 42.4669433, -76.4962688 42.4667452, -76.4961161 42.4663774, -76.496042 42.466199, -76.4960042 42.4661029, -76.495862 42.465742, -76.4956966 42.4653424, -76.4955941 42.4650945, -76.495545 42.464976, -76.495524 42.4649353, -76.495476 42.464842, -76.495401 42.464699, -76.4949948 42.4639903, -76.4949448 42.463903, -76.4949202 42.4638439, -76.4949023 42.4637847, -76.4948911 42.4637194)",1,980.99,residential,6,30,1,600,auto,,0.15,4.0
1834,Westfield Drive,20192120,892,700,1,"LINESTRING (-76.5187618 42.4435731, -76.5188001 42.4436132, -76.5188174 42.4436649, -76.5188608 42.444305)",1,82.64,residential,6,30,1,600,auto,,0.15,4.0
1835,Westfield Drive,20192120,700,892,1,"LINESTRING (-76.5188608 42.444305, -76.5188174 42.4436649, -76.5188001 42.4436132, -76.5187618 42.4435731)",1,82.64,residential,6,30,1,600,auto,,0.15,4.0
1836,Sheldon Road,20192121,1128,626,1,"LINESTRING (-76.479725 42.463632, -76.480423 42.463686)",1,57.57,residential,6,30,1,600,auto,,0.15,4.0
1837,Sheldon Road,20192121,626,1129,1,"LINESTRING (-76.480423 42.463686, -76.480902 42.463725, -76.4809443 42.4637364, -76.482111 42.463836, -76.4838708 42.4639767)",1,284.77,residential,6,30,1,600,auto,,0.15,4.0
1838,Sheldon Road,20192121,1129,626,1,"LINESTRING (-76.4838708 42.4639767, -76.482111 42.463836, -76.4809443 42.4637364, -76.480902 42.463725, -76.480423 42.463686)",1,284.77,residential,6,30,1,600,auto,,0.15,4.0
1839,Sheldon Road,20192121,626,1128,1,"LINESTRING (-76.480423 42.463686, -76.479725 42.463632)",1,57.57,residential,6,30,1,600,auto,,0.15,4.0
1840,Slim Street,20192128,123,1114,1,"LINESTRING (-76.4428871 42.4514111, -76.4426637 42.4514194, -76.442298 42.4513802, -76.4419406 42.4513164)",1,78.84,residential,6,30,1,600,auto,,0.15,4.0
1841,Slim Street,20192128,1114,123,1,"LINESTRING (-76.4419406 42.4513164, -76.442298 42.4513802, -76.4426637 42.4514194, -76.4428871 42.4514111)",1,78.84,residential,6,30,1,600,auto,,0.15,4.0
1842,Cinema Drive,20192132,1130,1078,1,"LINESTRING (-76.4784395 42.4783674, -76.4783968 42.4784109, -76.4783691 42.478454, -76.4783487 42.4785361, -76.4783493 42.4786441, -76.4783467 42.4787346, -76.4783535 42.478965, -76.4784124 42.4798349, -76.4784174 42.4799441, -76.4784401 42.4802048, -76.4784704 42.4807193, -76.4784848 42.4809633, -76.4785031 42.4810965)",1,305.61,tertiary,5,48,1,900,auto,,0.15,4.0
1843,Cinema Drive,20192132,1078,1130,1,"LINESTRING (-76.4785031 42.4810965, -76.4784848 42.4809633, -76.4784704 42.4807193, -76.4784401 42.4802048, -76.4784174 42.4799441, -76.4784124 42.4798349, -76.4783535 42.478965, -76.4783467 42.4787346, -76.4783493 42.4786441, -76.4783487 42.4785361, -76.4783691 42.478454, -76.4783968 42.4784109, -76.4784395 42.4783674)",1,305.61,tertiary,5,48,1,900,auto,,0.15,4.0
1844,East Lewis Street,20192202,724,1131,1,"LINESTRING (-76.499563 42.449519, -76.4994311 42.4495217, -76.499414 42.4495221, -76.498886 42.449533, -76.4985636 42.4495438, -76.498467 42.449547)",1,89.98,unclassified,20,40,1,600,auto,,0.15,4.0
1845,East Lewis Street,20192202,1131,1132,1,"LINESTRING (-76.498467 42.449547, -76.4983577 42.4495502, -76.4975117 42.4495752, -76.4974836 42.449576, -76.497383 42.449579)",1,89.01,unclassified,20,40,1,600,auto,,0.15,4.0
1846,East Lewis Street,20192202,1132,1131,1,"LINESTRING (-76.497383 42.449579, -76.4974836 42.449576, -76.4975117 42.4495752, -76.4983577 42.4495502, -76.498467 42.449547)",1,89.01,unclassified,20,40,1,600,auto,,0.15,4.0
1847,East Lewis Street,20192202,1131,724,1,"LINESTRING (-76.498467 42.449547, -76.4985636 42.4495438, -76.498886 42.449533, -76.499414 42.4495221, -76.4994311 42.4495217, -76.499563 42.449519)",1,89.98,unclassified,20,40,1,600,auto,,0.15,4.0
1848,McGraw Place,20192205,199,1133,1,"LINESTRING (-76.4877308 42.4496017, -76.4877932 42.4496451, -76.487873 42.4497639, -76.4879376 42.449892, -76.4879891 42.4500261, -76.488015 42.4501342, -76.4880312 42.4502009, -76.4880559 42.4502499, -76.4881074 42.4502909, -76.4881586 42.4503157, -76.4882279 42.4503365, -76.4883271 42.4503434, -76.4884621 42.4503481, -76.4885917 42.4503645, -76.4886988 42.4503929, -76.4887926 42.450426, -76.4888755 42.4504656, -76.4889475 42.4505075, -76.4890095 42.4505594, -76.4890478 42.4506043, -76.4890795 42.4506579, -76.4891021 42.4507184, -76.489111 42.4507848, -76.4890971 42.4508793, -76.4891027 42.4509658, -76.4891359 42.4510727)",1,225.84,residential,6,30,1,600,auto,,0.15,4.0
1849,McGraw Place,20192205,1133,199,1,"LINESTRING (-76.4891359 42.4510727, -76.4891027 42.4509658, -76.4890971 42.4508793, -76.489111 42.4507848, -76.4891021 42.4507184, -76.4890795 42.4506579, -76.4890478 42.4506043, -76.4890095 42.4505594, -76.4889475 42.4505075, -76.4888755 42.4504656, -76.4887926 42.450426, -76.4886988 42.4503929, -76.4885917 42.4503645, -76.4884621 42.4503481, -76.4883271 42.4503434, -76.4882279 42.4503365, -76.4881586 42.4503157, -76.4881074 42.4502909, -76.4880559 42.4502499, -76.4880312 42.4502009, -76.488015 42.4501342, -76.4879891 42.4500261, -76.4879376 42.449892, -76.487873 42.4497639, -76.4877932 42.4496451, -76.4877308 42.4496017)",1,225.84,residential,6,30,1,600,auto,,0.15,4.0
1850,Valentine Place,20192211,233,1134,1,"LINESTRING (-76.4851315 42.4366625, -76.4851847 42.4366223, -76.4854929 42.4363784, -76.4856265 42.4362695, -76.4857143 42.4361904, -76.4857921 42.4361209, -76.4858672 42.4360345, -76.4861131 42.4358056)",1,124.96,residential,6,30,1,600,auto,,0.15,4.0
1851,Valentine Place,20192211,1134,233,1,"LINESTRING (-76.4861131 42.4358056, -76.4858672 42.4360345, -76.4857921 42.4361209, -76.4857143 42.4361904, -76.4856265 42.4362695, -76.4854929 42.4363784, -76.4851847 42.4366223, -76.4851315 42.4366625)",1,124.96,residential,6,30,1,600,auto,,0.15,4.0
1852,Stone Quarry Road,20192243,438,9,1,"LINESTRING (-76.50722 42.410051, -76.507217 42.410114, -76.507235 42.410195, -76.507252 42.410235, -76.50731 42.410333, -76.507381 42.410427, -76.507451 42.410502, -76.507689 42.410715, -76.507816 42.410858, -76.507926 42.411019, -76.508002 42.411153, -76.508349 42.411852, -76.508393 42.41194, -76.508666 42.412346, -76.50886 42.412605, -76.508968 42.412761, -76.509069 42.412949, -76.509199 42.413295, -76.50922 42.413352, -76.509392 42.413764, -76.509512 42.413984, -76.509694 42.414318, -76.509872 42.414658, -76.510001 42.414918, -76.510174 42.415307, -76.510233 42.41545, -76.510467 42.416114, -76.510527 42.416365, -76.510531 42.41641, -76.510535 42.416442, -76.5105479 42.4165818, -76.510552 42.416626, -76.510541 42.416887, -76.510393 42.418128, -76.510323 42.418762, -76.5102393 42.4195222, -76.510222 42.419679, -76.510179 42.420364, -76.510205 42.420796, -76.510234 42.421061, -76.510276 42.421362, -76.510275 42.42152, -76.510252 42.421673, -76.510197 42.421854, -76.510031 42.422221, -76.509747 42.422688, -76.50965 42.42291, -76.509632 42.422965, -76.509538 42.42334, -76.509504 42.423439, -76.509432 42.423607, -76.509202 42.423997, -76.509144 42.4240889, -76.5089305 42.4243034)",1,1664.39,tertiary,5,40,1,900,auto,,0.15,4.0
1853,Stone Quarry Road,20192243,9,1135,1,"LINESTRING (-76.5089305 42.4243034, -76.50877 42.424426, -76.508513 42.424635, -76.508097 42.424975, -76.5078419 42.4251758, -76.5077505 42.4252808, -76.5076341 42.4254552, -76.507419 42.4256802, -76.5071548 42.4259303, -76.5069227 42.4261148, -76.506834 42.4261929, -76.5067456 42.42629, -76.5066849 42.4263693, -76.5065313 42.4266111, -76.5063643 42.4268631, -76.5062024 42.4270627, -76.5059456 42.4273229, -76.5058469 42.4274306)",1,432.76,tertiary,5,40,1,900,auto,,0.15,4.0
1854,Stone Quarry Road,20192243,9,438,1,"LINESTRING (-76.5089305 42.4243034, -76.509144 42.4240889, -76.509202 42.423997, -76.509432 42.423607, -76.509504 42.423439, -76.509538 42.42334, -76.509632 42.422965, -76.50965 42.42291, -76.509747 42.422688, -76.510031 42.422221, -76.510197 42.421854, -76.510252 42.421673, -76.510275 42.42152, -76.510276 42.421362, -76.510234 42.421061, -76.510205 42.420796, -76.510179 42.420364, -76.510222 42.419679, -76.5102393 42.4195222, -76.510323 42.418762, -76.510393 42.418128, -76.510541 42.416887, -76.510552 42.416626, -76.5105479 42.4165818, -76.510535 42.416442, -76.510531 42.41641, -76.510527 42.416365, -76.510467 42.416114, -76.510233 42.41545, -76.510174 42.415307, -76.510001 42.414918, -76.509872 42.414658, -76.509694 42.414318, -76.509512 42.413984, -76.509392 42.413764, -76.50922 42.413352, -76.509199 42.413295, -76.509069 42.412949, -76.508968 42.412761, -76.50886 42.412605, -76.508666 42.412346, -76.508393 42.41194, -76.508349 42.411852, -76.508002 42.411153, -76.507926 42.411019, -76.507816 42.410858, -76.507689 42.410715, -76.507451 42.410502, -76.507381 42.410427, -76.50731 42.410333, -76.507252 42.410235, -76.507235 42.410195, -76.507217 42.410114, -76.50722 42.410051)",1,1664.39,tertiary,5,40,1,900,auto,,0.15,4.0
1855,Stone Quarry Road,20192243,1135,9,1,"LINESTRING (-76.5058469 42.4274306, -76.5059456 42.4273229, -76.5062024 42.4270627, -76.5063643 42.4268631, -76.5065313 42.4266111, -76.5066849 42.4263693, -76.5067456 42.42629, -76.506834 42.4261929, -76.5069227 42.4261148, -76.5071548 42.4259303, -76.507419 42.4256802, -76.5076341 42.4254552, -76.5077505 42.4252808, -76.5078419 42.4251758, -76.508097 42.424975, -76.508513 42.424635, -76.50877 42.424426, -76.5089305 42.4243034)",1,432.76,tertiary,5,40,1,900,auto,,0.15,4.0
1856,Hasbrouck Circle,20192304,494,225,1,"LINESTRING (-76.4741523 42.456839, -76.473379 42.456789, -76.473276 42.456786, -76.473135 42.456792, -76.472941 42.456817, -76.472576 42.45688, -76.47249 42.456886, -76.472318 42.456875, -76.472234 42.456862, -76.472152 42.456841, -76.4720997 42.4568236, -76.472074 42.456815, -76.472001 42.456784, -76.471932 42.456744, -76.4718612 42.4567013, -76.4717991 42.4566523, -76.4716927 42.4565563, -76.4716055 42.4564043, -76.4715793 42.4563347, -76.4715603 42.4562663, -76.4715584 42.4562547, -76.4715502 42.456204, -76.471553 42.456137, -76.471558 42.456069, -76.471572 42.456002, -76.471595 42.455938, -76.471667 42.455816, -76.471703 42.4557756, -76.471716 42.455761, -76.471773 42.455711, -76.4718382 42.4556659, -76.471906 42.455619, -76.472061 42.455554, -76.472145 42.45553, -76.472229 42.455516, -76.472592 42.455471, -76.4726074 42.4554704, -76.472666 42.455465, -76.472941 42.455462, -76.473129 42.455446, -76.473314 42.455416, -76.4733719 42.4554013, -76.4734255 42.4553878, -76.4735569 42.4553636)",1,471.12,residential,6,24,1,600,auto,,0.15,4.0
1857,Hasbrouck Circle,20192304,225,494,1,"LINESTRING (-76.4735569 42.4553636, -76.4734255 42.4553878, -76.4733719 42.4554013, -76.473314 42.455416, -76.473129 42.455446, -76.472941 42.455462, -76.472666 42.455465, -76.4726074 42.4554704, -76.472592 42.455471, -76.472229 42.455516, -76.472145 42.45553, -76.472061 42.455554, -76.471906 42.455619, -76.4718382 42.4556659, -76.471773 42.455711, -76.471716 42.455761, -76.471703 42.4557756, -76.471667 42.455816, -76.471595 42.455938, -76.471572 42.456002, -76.471558 42.456069, -76.471553 42.456137, -76.4715502 42.456204, -76.4715584 42.4562547, -76.4715603 42.4562663, -76.4715793 42.4563347, -76.4716055 42.4564043, -76.4716927 42.4565563, -76.4717991 42.4566523, -76.4718612 42.4567013, -76.471932 42.456744, -76.472001 42.456784, -76.472074 42.456815, -76.4720997 42.4568236, -76.472152 42.456841, -76.472234 42.456862, -76.472318 42.456875, -76.47249 42.456886, -76.472576 42.45688, -76.472941 42.456817, -76.473135 42.456792, -76.473276 42.456786, -76.473379 42.456789, -76.4741523 42.456839)",1,471.12,residential,6,24,1,600,auto,,0.15,4.0
1858,Salem Drive,20192356,1136,210,1,"LINESTRING (-76.4586761 42.4672975, -76.4586805 42.4673595, -76.4586808 42.4673832, -76.4587214 42.468229, -76.4587264 42.4684685)",1,130.28,residential,6,30,1,600,auto,,0.15,4.0
1859,Salem Drive,20192356,824,378,1,"LINESTRING (-76.4587409 42.4703515, -76.4587184 42.4704274, -76.4586935 42.4705068, -76.4586313 42.4706886, -76.458612 42.4707871, -76.4586057 42.4709054, -76.458593 42.4710957, -76.4585777 42.4711568, -76.4585633 42.4712034, -76.4585192 42.4712384, -76.4584791 42.471268, -76.4584228 42.4712889, -76.4583548 42.4713072, -76.458306 42.4713108, -76.4571478 42.4713174, -76.457023 42.4713261, -76.4568847 42.471371)",1,238.96,residential,6,30,1,600,auto,,0.15,4.0
1860,Salem Drive,20192356,1137,824,1,"LINESTRING (-76.4587617 42.4694147, -76.4587821 42.4700738, -76.4587755 42.4702241, -76.4587409 42.4703515)",1,104.48,residential,6,30,1,600,auto,,0.15,4.0
1861,Salem Drive,20192356,210,1137,1,"LINESTRING (-76.4587264 42.4684685, -76.4587617 42.4694147)",1,105.25,residential,6,30,1,600,auto,,0.15,4.0
1862,Salem Drive,20192356,1137,210,1,"LINESTRING (-76.4587617 42.4694147, -76.4587264 42.4684685)",1,105.25,residential,6,30,1,600,auto,,0.15,4.0
1863,Salem Drive,20192356,378,824,1,"LINESTRING (-76.4568847 42.471371, -76.457023 42.4713261, -76.4571478 42.4713174, -76.458306 42.4713108, -76.4583548 42.4713072, -76.4584228 42.4712889, -76.4584791 42.471268, -76.4585192 42.4712384, -76.4585633 42.4712034, -76.4585777 42.4711568, -76.458593 42.4710957, -76.4586057 42.4709054, -76.458612 42.4707871, -76.4586313 42.4706886, -76.4586935 42.4705068, -76.4587184 42.4704274, -76.4587409 42.4703515)",1,238.96,residential,6,30,1,600,auto,,0.15,4.0
1864,Salem Drive,20192356,824,1137,1,"LINESTRING (-76.4587409 42.4703515, -76.4587755 42.4702241, -76.4587821 42.4700738, -76.4587617 42.4694147)",1,104.48,residential,6,30,1,600,auto,,0.15,4.0
1865,Salem Drive,20192356,210,1136,1,"LINESTRING (-76.4587264 42.4684685, -76.4587214 42.468229, -76.4586808 42.4673832, -76.4586805 42.4673595, -76.4586761 42.4672975)",1,130.28,residential,6,30,1,600,auto,,0.15,4.0
1866,Salem Drive,20192361,408,1138,1,"LINESTRING (-76.456934 42.4749435, -76.456906 42.47511, -76.4568839 42.475439, -76.4568758 42.4755453)",1,67.12,residential,6,30,1,600,auto,,0.15,4.0
1867,Salem Drive,20192361,418,408,1,"LINESTRING (-76.4568324 42.4723002, -76.4569183 42.4739577, -76.4569389 42.4745457, -76.456934 42.4749435)",1,294.08,residential,6,30,1,600,auto,,0.15,4.0
1868,Salem Drive,20192361,378,418,1,"LINESTRING (-76.4568847 42.471371, -76.4568382 42.4714198, -76.4568067 42.4714686, -76.4567962 42.4715397, -76.4568324 42.4723002)",1,105.21,residential,6,30,1,600,auto,,0.15,4.0
1869,Salem Drive,20192361,408,418,1,"LINESTRING (-76.456934 42.4749435, -76.4569389 42.4745457, -76.4569183 42.4739577, -76.4568324 42.4723002)",1,294.08,residential,6,30,1,600,auto,,0.15,4.0
1870,Salem Drive,20192361,418,378,1,"LINESTRING (-76.4568324 42.4723002, -76.4567962 42.4715397, -76.4568067 42.4714686, -76.4568382 42.4714198, -76.4568847 42.471371)",1,105.21,residential,6,30,1,600,auto,,0.15,4.0
1871,Salem Drive,20192361,1138,408,1,"LINESTRING (-76.4568758 42.4755453, -76.4568839 42.475439, -76.456906 42.47511, -76.456934 42.4749435)",1,67.12,residential,6,30,1,600,auto,,0.15,4.0
1872,King Street,20192405,1139,1140,1,"LINESTRING (-76.497425 42.450241, -76.4973226 42.450245, -76.4972903 42.4502463, -76.4963286 42.4502839, -76.496224 42.450288)",1,98.68,unclassified,20,30,1,600,auto,,0.15,4.0
1873,King Street,20192405,1140,1141,1,"LINESTRING (-76.496224 42.450288, -76.4961161 42.4502894, -76.496065 42.45029, -76.4951131 42.450318, -76.4950846 42.4503189, -76.494979 42.450322)",1,102.22,unclassified,20,30,1,600,auto,,0.15,4.0
1874,King Street,20192405,1140,1139,1,"LINESTRING (-76.496224 42.450288, -76.4963286 42.4502839, -76.4972903 42.4502463, -76.4973226 42.450245, -76.497425 42.450241)",1,98.68,unclassified,20,30,1,600,auto,,0.15,4.0
1875,King Street,20192405,1141,1140,1,"LINESTRING (-76.494979 42.450322, -76.4950846 42.4503189, -76.4951131 42.450318, -76.496065 42.45029, -76.4961161 42.4502894, -76.496224 42.450288)",1,102.22,unclassified,20,30,1,600,auto,,0.15,4.0
1876,Rachel Carson Way,20192413,1142,1143,1,"LINESTRING (-76.5408819 42.443525, -76.5409964 42.4432713, -76.5412341 42.4429922, -76.5415392 42.4427328, -76.5418917 42.4425655, -76.5422023 42.4424625, -76.5424175 42.442419, -76.5424442 42.442399, -76.5425634 42.4423097, -76.5426431 42.4422859, -76.5427715 42.4422476)",1,220.70,residential,6,30,1,600,auto,,0.15,4.0
1877,Rachel Carson Way,20192413,1144,1142,1,"LINESTRING (-76.5393769 42.4447035, -76.5398187 42.444505, -76.5401612 42.4443785, -76.5404466 42.4441897, -76.5406461 42.4439906, -76.5407969 42.4437131, -76.5408819 42.443525)",1,188.15,residential,6,30,1,600,auto,,0.15,4.0
1878,Rachel Carson Way,20192413,1143,1143,1,"LINESTRING (-76.5427715 42.4422476, -76.5429244 42.4422151, -76.5430639 42.4421122, -76.5431068 42.442033, -76.5430961 42.4419697, -76.5429995 42.441938, -76.5429137 42.441938, -76.5428386 42.4419776, -76.5427956 42.4420805, -76.5427742 42.4421518, -76.5427715 42.4422476)",1,99.86,residential,6,30,1,600,auto,,0.15,4.0
1879,Rachel Carson Way,20192413,1143,1142,1,"LINESTRING (-76.5427715 42.4422476, -76.5426431 42.4422859, -76.5425634 42.4423097, -76.5424442 42.442399, -76.5424175 42.442419, -76.5422023 42.4424625, -76.5418917 42.4425655, -76.5415392 42.4427328, -76.5412341 42.4429922, -76.5409964 42.4432713, -76.5408819 42.443525)",1,220.70,residential,6,30,1,600,auto,,0.15,4.0
1880,Rachel Carson Way,20192413,1142,1144,1,"LINESTRING (-76.5408819 42.443525, -76.5407969 42.4437131, -76.5406461 42.4439906, -76.5404466 42.4441897, -76.5401612 42.4443785, -76.5398187 42.444505, -76.5393769 42.4447035)",1,188.15,residential,6,30,1,600,auto,,0.15,4.0
1881,Rachel Carson Way,20192413,1143,1143,1,"LINESTRING (-76.5427715 42.4422476, -76.5427742 42.4421518, -76.5427956 42.4420805, -76.5428386 42.4419776, -76.5429137 42.441938, -76.5429995 42.441938, -76.5430961 42.4419697, -76.5431068 42.442033, -76.5430639 42.4421122, -76.5429244 42.4422151, -76.5427715 42.4422476)",1,99.86,residential,6,30,1,600,auto,,0.15,4.0
1882,Willets Place,20192423,734,1145,1,"LINESTRING (-76.492834 42.441489, -76.492839 42.4415685, -76.492886 42.442321)",1,92.61,residential,6,30,1,600,auto,,0.15,4.0
1883,Willets Place,20192423,1145,734,1,"LINESTRING (-76.492886 42.442321, -76.492839 42.4415685, -76.492834 42.441489)",1,92.61,residential,6,30,1,600,auto,,0.15,4.0
1884,Dearborn Place,20192425,215,1146,1,"LINESTRING (-76.4812938 42.4563063, -76.4813788 42.4562912, -76.481471 42.456279, -76.482165 42.456194, -76.482338 42.456165, -76.48259 42.456107, -76.482649 42.456088, -76.482709 42.456074, -76.482826 42.456032, -76.4829093 42.4560094)",1,137.18,residential,6,30,1,600,auto,,0.15,4.0
1885,Dearborn Place,20192425,1146,1147,1,"LINESTRING (-76.4829093 42.4560094, -76.482978 42.455976, -76.483031 42.455948, -76.483295 42.455778, -76.483663 42.455512, -76.483755 42.455439, -76.483833 42.455366, -76.483866 42.455321, -76.483885 42.455266, -76.483916 42.45523)",1,121.27,residential,6,30,1,600,auto,,0.15,4.0
1886,Tareyton Drive,20192426,1148,1149,1,"LINESTRING (-76.459846 42.47052, -76.459991 42.470302, -76.460023 42.47027, -76.46007 42.470256, -76.460121 42.47026, -76.460162 42.470286, -76.460175 42.470358, -76.460125 42.470395)",1,58.11,residential,6,30,1,600,auto,,0.15,4.0
1887,Tareyton Drive,20192426,1149,1148,1,"LINESTRING (-76.460125 42.470395, -76.459846 42.47052)",1,26.77,residential,6,30,1,600,auto,,0.15,4.0
1888,Tareyton Drive,20192426,1149,1148,1,"LINESTRING (-76.460125 42.470395, -76.460175 42.470358, -76.460162 42.470286, -76.460121 42.47026, -76.46007 42.470256, -76.460023 42.47027, -76.459991 42.470302, -76.459846 42.47052)",1,58.11,residential,6,30,1,600,auto,,0.15,4.0
1889,Tareyton Drive,20192426,1148,1149,1,"LINESTRING (-76.459846 42.47052, -76.460125 42.470395)",1,26.77,residential,6,30,1,600,auto,,0.15,4.0
1890,Tareyton Drive,20192428,525,1150,1,"LINESTRING (-76.4598798 42.4739769, -76.4599028 42.4745995, -76.4599292 42.4747305)",1,83.98,residential,6,30,1,600,auto,,0.15,4.0
1891,Tareyton Drive,20192428,1148,525,1,"LINESTRING (-76.459846 42.47052, -76.459776 42.470629, -76.459755 42.470697, -76.4597521 42.4708262, -76.4597507 42.470887, -76.459744 42.471183, -76.459774 42.471825, -76.4598798 42.4739769)",1,386.08,residential,6,30,1,600,auto,,0.15,4.0
1892,Tareyton Drive,20192428,525,1148,1,"LINESTRING (-76.4598798 42.4739769, -76.459774 42.471825, -76.459744 42.471183, -76.4597507 42.470887, -76.4597521 42.4708262, -76.459755 42.470697, -76.459776 42.470629, -76.459846 42.47052)",1,386.08,residential,6,30,1,600,auto,,0.15,4.0
1893,Tareyton Drive,20192428,1150,525,1,"LINESTRING (-76.4599292 42.4747305, -76.4599028 42.4745995, -76.4598798 42.4739769)",1,83.98,residential,6,30,1,600,auto,,0.15,4.0
1894,Edgewood Place,20192431,567,1151,1,"LINESTRING (-76.490505 42.442086, -76.490526 42.442418)",1,36.96,residential,6,30,1,600,auto,,0.15,4.0
1895,Edgewood Place,20192431,1151,566,1,"LINESTRING (-76.490526 42.442418, -76.4905858 42.4424493, -76.490676 42.4424657, -76.4907677 42.4424682, -76.4908702 42.4424595, -76.4909374 42.4424314, -76.4909528 42.4424154, -76.490933 42.4421269, -76.4909167 42.4420992, -76.4908817 42.4420819, -76.4908233 42.4420811)",1,81.88,residential,6,30,1,600,auto,,0.15,4.0
1896,Edgewood Place,20192431,566,1151,1,"LINESTRING (-76.4908233 42.4420811, -76.4908817 42.4420819, -76.4909167 42.4420992, -76.490933 42.4421269, -76.4909528 42.4424154, -76.4909374 42.4424314, -76.4908702 42.4424595, -76.4907677 42.4424682, -76.490676 42.4424657, -76.4905858 42.4424493, -76.490526 42.442418)",1,81.88,residential,6,30,1,600,auto,,0.15,4.0
1897,Edgewood Place,20192431,1151,567,1,"LINESTRING (-76.490526 42.442418, -76.490505 42.442086)",1,36.96,residential,6,30,1,600,auto,,0.15,4.0
1898,Edgewood Place,20192432,1151,1152,1,"LINESTRING (-76.490526 42.442418, -76.4905435 42.4427032)",1,31.75,residential,6,30,1,600,auto,,0.15,4.0
1899,Edgewood Place,20192432,1152,1151,1,"LINESTRING (-76.4905435 42.4427032, -76.490526 42.442418)",1,31.75,residential,6,30,1,600,auto,,0.15,4.0
1900,East Court Street,20192433,1153,426,1,"LINESTRING (-76.499167 42.44259, -76.4990634 42.442591, -76.498929 42.442593, -76.498855 42.442599, -76.4983339 42.4426143, -76.49804 42.442623)",1,92.57,tertiary,5,48,1,900,auto,,0.15,4.0
1901,East Court Street,20192433,426,1154,1,"LINESTRING (-76.49804 42.442623, -76.4979435 42.4426278, -76.4975522 42.4426371, -76.4970689 42.4426526, -76.4969623 42.4426536)",1,88.51,tertiary,5,48,1,900,auto,,0.15,4.0
1902,East Court Street,20192433,1154,426,1,"LINESTRING (-76.4969623 42.4426536, -76.4970689 42.4426526, -76.4975522 42.4426371, -76.4979435 42.4426278, -76.49804 42.442623)",1,88.51,tertiary,5,48,1,900,auto,,0.15,4.0
1903,East Court Street,20192433,426,1153,1,"LINESTRING (-76.49804 42.442623, -76.4983339 42.4426143, -76.498855 42.442599, -76.498929 42.442593, -76.4990634 42.442591, -76.499167 42.44259)",1,92.57,tertiary,5,48,1,900,auto,,0.15,4.0
1904,Irving Place Loop,20192437,371,779,1,"LINESTRING (-76.481153 42.438727, -76.481158 42.438781, -76.481152 42.438844, -76.481133 42.438903, -76.481102 42.438966, -76.480983 42.439152)",1,50.11,residential,6,30,1,600,auto,,0.15,4.0
1905,Irving Place Loop,20192437,779,371,1,"LINESTRING (-76.480983 42.439152, -76.481102 42.438966, -76.481133 42.438903, -76.481152 42.438844, -76.481158 42.438781, -76.481153 42.438727)",1,50.11,residential,6,30,1,600,auto,,0.15,4.0
1906,Sunset Drive,20192448,1101,980,1,"LINESTRING (-76.4918861 42.4595729, -76.4919654 42.4595687, -76.4920213 42.4595684, -76.4920582 42.4595698, -76.4921172 42.4595754, -76.4923471 42.4596066)",1,38.20,residential,6,30,1,600,auto,,0.15,4.0
1907,Sunset Drive,20192448,965,964,1,"LINESTRING (-76.4929203 42.4597147, -76.4929608 42.4597226, -76.4930027 42.4597344, -76.493076 42.4597599, -76.493115 42.4597765, -76.4931541 42.459796)",1,21.33,residential,6,30,1,600,auto,,0.15,4.0
1908,Sunset Drive,20192448,964,1155,1,"LINESTRING (-76.4931541 42.459796, -76.493192 42.459828, -76.4932209 42.4598583, -76.4932497 42.4598905, -76.4933245 42.4599891, -76.49344 42.460176, -76.4937534 42.4607572, -76.4938063 42.4608585, -76.4940058 42.4613781)",1,190.21,residential,6,30,1,600,auto,,0.15,4.0
1909,Sunset Drive,20192448,980,965,1,"LINESTRING (-76.4923471 42.4596066, -76.492855 42.459702, -76.4929203 42.4597147)",1,48.53,residential,6,30,1,600,auto,,0.15,4.0
1910,Sunset Drive,20192448,1155,964,1,"LINESTRING (-76.4940058 42.4613781, -76.4938063 42.4608585, -76.4937534 42.4607572, -76.49344 42.460176, -76.4933245 42.4599891, -76.4932497 42.4598905, -76.4932209 42.4598583, -76.493192 42.459828, -76.4931541 42.459796)",1,190.21,residential,6,30,1,600,auto,,0.15,4.0
1911,Sunset Drive,20192448,980,1101,1,"LINESTRING (-76.4923471 42.4596066, -76.4921172 42.4595754, -76.4920582 42.4595698, -76.4920213 42.4595684, -76.4919654 42.4595687, -76.4918861 42.4595729)",1,38.20,residential,6,30,1,600,auto,,0.15,4.0
1912,Sunset Drive,20192448,965,980,1,"LINESTRING (-76.4929203 42.4597147, -76.492855 42.459702, -76.4923471 42.4596066)",1,48.53,residential,6,30,1,600,auto,,0.15,4.0
