name,node_id,osm_node_id,ctrl_type,x_coord,y_coord,is_boundary,activity_type,poi_id,zone_id,notes
,524,213469826,,-76.4708907,42.4304601,,,,,
,525,213470027,,-76.4598798,42.4739769,,,,,
,526,213470038,,-76.4467916,42.4208877,,,,,
,527,213470059,,-76.4468060,42.4211731,,,,,
,528,213470032,,-76.4467280,42.4199462,,,,,
,529,213470179,,-76.5094891,42.4887009,,,,,
,530,213470213,,-76.5051010,42.4882036,,,,,
,531,213470257,,-76.5204089,42.4516764,,,,,
,532,213470299,,-76.5218511,42.4529296,,,,,
,533,213470747,,-76.5375030,42.4359540,,,,,
,534,213470766,,-76.5260350,42.4362420,,,,,
,535,213470593,,-76.5537480,42.4354200,,,,,
,536,213472328,,-76.4942902,42.4820867,,,,,
,537,213472329,,-76.4944360,42.4831545,,,,,
,538,213472412,signal,-76.5086020,42.4443176,,,,,
,539,213469000,,-76.5068860,42.4443760,,,,,
,540,213472420,,-76.5064550,42.4443957,,,,,
,541,213411306,,-76.5388700,42.4670450,,,,,
,542,213472459,signal,-76.5394650,42.4665010,,,,,
,543,213472558,,-76.5407240,42.4738110,,,,,
,544,213425499,,-76.5390934,42.4684367,,,,,
,545,213472724,,-76.4764430,42.4389304,,,,,
,546,213472727,,-76.4764780,42.4398670,,,,,
,547,213437452,,-76.4764030,42.4377930,,,,,
,548,829673655,,-76.4813666,42.4950279,,,,,
,549,213472762,,-76.4786740,42.4952420,,,,,
,550,213472742,,-76.4848720,42.4948780,,,,,
,551,213472740,,-76.4901765,42.4946988,,,,,
,552,213472895,,-76.5261820,42.4394380,,,,,
,553,3641519691,,-76.4837921,42.4247446,,,,,
,554,213473267,,-76.4847899,42.4261544,,,,,
,555,213473403,,-76.4860070,42.4043890,,,,,
,556,213473442,,-76.4851240,42.4025000,,,,,
,557,213473500,,-76.4852280,42.3998550,,,,,
,558,213473508,,-76.4879790,42.4965900,,,,,
,559,213473516,,-76.4854750,42.4966530,,,,,
,560,213473671,,-76.4749710,42.4859690,,,,,
,561,213473681,,-76.4749600,42.4864460,,,,,
,562,213473689,,-76.5305969,42.4484661,,,,,
,563,213473697,,-76.5305914,42.4495187,,,,,
,564,213473705,,-76.5285917,42.4495993,,,,,
,565,213473702,,-76.5286186,42.4500909,,,,,
,566,213473792,,-76.4908233,42.4420811,,,,,
,567,213473796,,-76.4905050,42.4420860,,,,,
,568,213473799,,-76.4898480,42.4421040,,,,,
,569,213473804,,-76.4907950,42.4415420,,,,,
,570,213473820,,-76.4911127,42.4715220,,,,,
,571,213473823,,-76.4914830,42.4726274,,,,,
,572,213473861,,-76.4951108,42.4769818,,,,,
,573,213473875,,-76.4967840,42.4766940,,,,,
,574,213474064,,-76.4964442,42.4620672,,,,,
,575,213474360,,-76.4610870,42.4051510,,,,,
,576,213474254,,-76.4555735,42.4099240,,,,,
,577,213474458,,-76.4507797,42.4134925,,,,,
,578,213474552,,-76.4498719,42.4151657,,,,,
,579,10268662953,,-76.4967223,42.4336105,,,,,
,580,213475265,,-76.4967030,42.4347920,,,,,
,581,213475268,,-76.4967350,42.4356340,,,,,
,582,213475270,,-76.4967400,42.4357460,,,,,
,583,213443111,,-76.4967790,42.4366190,,,,,
,584,213472432,,-76.5021720,42.4445100,,,,,
,585,213476600,,-76.5026020,42.4450440,,,,,
,586,213469012,,-76.5033360,42.4459530,,,,,
,587,213476603,,-76.5040850,42.4468800,,,,,
,588,213476606,,-76.5048290,42.4478020,,,,,
,589,213442098,,-76.4935352,42.4394205,,,,,
,590,213477376,,-76.4942291,42.4399316,,,,,
,591,213440807,,-76.4943731,42.4391908,,,,,
,592,213442100,signal,-76.4942465,42.4394920,,,,,
,593,213478290,,-76.4975390,42.4347860,,,,,
,594,213478264,,-76.4987790,42.4333568,,,,,
,595,7579074951,,-76.4890006,42.4376622,,,,,
,596,213442072,,-76.4892270,42.4390720,,,,,
,597,213478504,,-76.4874250,42.4407260,,,,,
,598,213478507,,-76.4874670,42.4416390,,,,,
,599,213478502,,-76.4873791,42.4395354,,,,,
,600,213442067,,-76.4874359,42.4380508,,,,,
,601,213432562,,-76.4982644,42.4281284,,,,,
,602,213479284,signal,-76.4994910,42.4483680,,,,,
,603,213479644,signal,-76.4873033,42.4861586,,,,,
,604,4896174259,,-76.4868685,42.4862237,,,,,
,605,213479704,,-76.4962966,42.4513845,,,,,
,606,213466336,,-76.4950912,42.4514234,,,,,
,607,213462792,,-76.4974980,42.4513290,,,,,
,608,213479979,,-76.5537050,42.4908090,,,,,
,609,213480037,,-76.5395390,42.4910990,,,,,
,610,213480047,,-76.5002441,42.4460553,,,,,
,611,213480084,signal,-76.5039090,42.4516550,,,,,
,612,213480101,,-76.5043753,42.4512482,,,,,
,614,8665571699,,-76.5094147,42.4524370,,,,,
,615,3605588216,,-76.5094283,42.4524373,,,,,
,616,213508010,,-76.5033720,42.4036666,,,,,
,617,213480664,,-76.5033410,42.4045840,,,,,
,618,213480758,,-76.5251660,42.4414500,,,,,
,619,213480775,,-76.5240680,42.4418520,,,,,
,620,213472910,,-76.5261975,42.4412328,,,,,
,621,213480840,,-76.5206390,42.4406950,,,,,
,622,213472913,,-76.5262360,42.4418430,,,,,
,623,213480854,,-76.5262240,42.4420890,,,,,
,624,213480883,,-76.4907380,42.4361940,,,,,
,625,213480892,,-76.4912100,42.4373540,,,,,
,626,213481170,,-76.4804230,42.4636860,,,,,
,627,213481187,,-76.4807080,42.4652450,,,,,
,628,213481574,,-76.4551507,42.4208537,,,,,
,629,213481597,,-76.4507932,42.4206665,,,,,
,630,213481643,,-76.5131310,42.4358240,,,,,
,631,213481650,,-76.5133990,42.4353250,,,,,
,632,213481682,,-76.5130620,42.4357430,,,,,
,633,213481640,,-76.5130750,42.4359010,,,,,
,634,213481676,,-76.5132580,42.4352900,,,,,
,635,213481675,,-76.5133760,42.4351490,,,,,
,636,213481900,,-76.4981050,42.4668730,,,,,
,637,213482023,,-76.4865140,42.4598970,,,,,
,638,213482049,,-76.4864360,42.4626000,,,,,
,639,837158246,,-76.4867826,42.4653312,,,,,
,640,213482128,,-76.4868460,42.4592940,,,,,
,641,213482163,,-76.4707790,42.4491810,,,,,
,642,213482174,,-76.4703650,42.4491050,,,,,
,643,213482285,,-76.4705370,42.4490130,,,,,
,644,213482185,,-76.4650694,42.4500443,,,,,
,645,213482840,,-76.4730057,42.4507848,,,,,
,646,213482829,,-76.4711970,42.4505800,,,,,
,647,213483185,,-76.4944010,42.4414410,,,,,
,648,213483452,,-76.4973955,42.4241219,,,,,
,649,5954567445,,-76.4983013,42.4225524,,,,,
,650,5954567444,,-76.4984716,42.4224922,,,,,
,651,5954567447,,-76.4996362,42.4216545,,,,,
,652,5954567446,,-76.4981964,42.4224529,,,,,
,653,5954567443,,-76.4984592,42.4223614,,,,,
,654,213483536,,-76.4994559,42.4216185,,,,,
,655,213483721,,-76.4996266,42.4213827,,,,,
,656,213478606,,-76.4886030,42.4265270,,,,,
,657,213437173,,-76.4842230,42.4416370,,,,,
,658,213483870,,-76.4841550,42.4393360,,,,,
,659,213484943,,-76.4696852,42.4453111,,,,,
,660,1319459475,,-76.4687081,42.4438481,,,,,
,661,213485036,,-76.4839116,42.4064742,,,,,
,662,213485070,,-76.4850885,42.4082125,,,,,
,663,213422449,,-76.5004440,42.4625438,,,,,
,664,213485629,,-76.4849032,42.4622897,,,,,
,665,213441396,,-76.4835345,42.4630738,,,,,
,666,213485787,,-76.4886236,42.4821788,,,,,
,667,829661053,,-76.4871490,42.4823970,,,,,
,668,213468213,,-76.4990239,42.4639580,,,,,
,669,213422490,,-76.5002667,42.4627108,,,,,
,670,213462774,,-76.4973050,42.4484320,,,,,
,671,213485887,,-76.4961050,42.4484660,,,,,
,672,213485878,,-76.4983820,42.4484000,,,,,
,673,213485895,,-76.4683120,42.4531300,,,,,
,674,213485925,,-76.4672202,42.4523240,,,,,
,675,213486004,,-76.5210952,42.4489627,,,,,
,676,213486010,,-76.5219119,42.4502742,,,,,
,677,213486025,,-76.5227060,42.4512760,,,,,
,678,213486349,,-76.4746343,42.4412832,,,,,
,679,5216420284,,-76.4668086,42.4399506,,,,,
,680,213486666,,-76.4799630,42.4537550,,,,,
,681,213486669,,-76.4800500,42.4536990,,,,,
,682,213486711,,-76.4808966,42.4532567,,,,,
,683,213486911,,-76.4877452,42.4423286,,,,,
,684,213486843,,-76.4887370,42.4423039,,,,,
,685,213466341,,-76.4951261,42.4521484,,,,,
,686,213486947,,-76.4963460,42.4521010,,,,,
,687,213486967,,-76.4754094,42.4715246,,,,,
,688,213486982,,-76.4754550,42.4702070,,,,,
,689,213486991,,-76.4754600,42.4698110,,,,,
,690,213454697,,-76.5304780,42.4184060,,,,,
,691,213487362,,-76.5326740,42.4183180,,,,,
,692,213487370,,-76.4659269,42.4509467,,,,,
,693,213487379,,-76.4662372,42.4511666,,,,,
,694,213436730,,-76.4446506,42.4530566,,,,,
,695,9491355102,,-76.4593001,42.4530299,,,,,
,696,213487824,,-76.5236530,42.4345490,,,,,
,697,6325413915,,-76.5221787,42.4360572,,,,,
,698,213488101,,-76.5250510,42.4576530,,,,,
,699,213488137,,-76.5262796,42.4597848,,,,,
,700,213428451,,-76.5188608,42.4443050,,,,,
,701,213467056,,-76.5168450,42.4444894,,,,,
,702,213488770,,-76.4403277,42.4531873,,,,,
,703,5271018208,,-76.4426581,42.4530224,,,,,
,704,213487526,,-76.4720180,42.4527360,,,,,
,705,213487509,,-76.4708989,42.4530086,,,,,
,706,213489152,,-76.4737796,42.4866218,,,,,
,707,213489231,,-76.4891100,42.4592470,,,,,
,708,213489310,,-76.4895680,42.4613750,,,,,
,709,213489160,,-76.4881240,42.4572110,,,,,
,710,213490699,,-76.4764562,42.4432221,,,,,
,711,213490989,,-76.4876269,42.4861153,,,,,
,712,213490978,,-76.4886723,42.4859649,,,,,
,713,213490966,,-76.4891536,42.4859236,,,,,
,714,213491341,,-76.5099712,42.4482609,,,,,
,715,213425591,,-76.5078550,42.4495712,,,,,
,716,213491421,,-76.5105321,42.4471763,,,,,
,717,213491507,,-76.5185565,42.4195809,,,,,
,718,213460313,signal,-76.5194357,42.4201130,,,,,
,719,12351021985,,-76.5078982,42.4392688,,,,,
,720,5297489447,,-76.5060341,42.4393269,,,,,
,721,213492177,,-76.5033549,42.4484754,,,,,
,722,213492164,,-76.5037690,42.4495510,,,,,
,723,213443164,,-76.5008140,42.4494943,,,,,
,724,213492365,,-76.4995630,42.4495190,,,,,
,725,213492396,,-76.4852913,42.4424840,,,,,
,726,213437176,signal,-76.4852496,42.4416168,,,,,
,727,213435793,signal,-76.5080950,42.4337470,,,,,
,728,213492437,,-76.5058410,42.4338030,,,,,
,729,213492589,,-76.4898150,42.4415730,,,,,
,730,213492571,,-76.4942340,42.4414480,,,,,
,731,213492586,,-76.4914370,42.4415250,,,,,
,732,213492574,,-76.4935300,42.4414700,,,,,
,733,213492583,,-76.4920420,42.4415080,,,,,
,734,213492580,,-76.4928340,42.4414890,,,,,
,735,213492568,signal,-76.4957286,42.4414065,,,,,
,736,213462740,signal,-76.4968947,42.4413758,,,,,
,737,213468628,signal,-76.4991060,42.4413120,,,,,
,738,213492674,,-76.4752950,42.4389561,,,,,
,739,213492677,,-76.4753408,42.4398961,,,,,
,740,213437442,,-76.4752494,42.4377825,,,,,
,741,213492748,,-76.5238820,42.4394950,,,,,
,742,213492840,,-76.4888170,42.4617410,,,,,
,743,213492795,,-76.4843250,42.4620010,,,,,
,744,213441381,,-76.4829618,42.4617711,,,,,
,745,6446383808,,-76.4740948,42.4860097,,,,,
,746,6446383802,,-76.4733278,42.4860367,,,,,
,747,6424418441,,-76.4731881,42.4860416,,,,,
,748,829673626,,-76.4706311,42.4861020,,,,,
,749,213492848,,-76.4763010,42.4859700,,,,,
,750,6424418440,,-76.4753543,42.4859654,,,,,
,751,213492944,,-76.4806353,42.4323292,,,,,
,752,213469590,,-76.4801720,42.4327730,,,,,
,753,213493839,,-76.4786088,42.4363055,,,,,
,754,213493837,,-76.4774809,42.4360835,,,,,
,755,4849811302,,-76.5044314,42.4424391,,,,,
,756,5251042738,,-76.5067843,42.4423721,,,,,
,757,213493951,signal,-76.5085040,42.4423230,,,,,
,758,213493943,signal,-76.5107120,42.4422590,,,,,
,759,10232014255,,-76.5136395,42.4020685,,,,,
,760,213494024,,-76.5110306,42.4026424,,,,,
,761,213494284,,-76.4905886,42.4859207,,,,,
,762,213494740,,-76.4935244,42.4707015,,,,,
,763,213494745,,-76.4940699,42.4714630,,,,,
,764,213448302,,-76.4901600,42.4652460,,,,,
,765,213494726,,-76.4910999,42.4661888,,,,,
,766,213494802,,-76.4953212,42.4781262,,,,,
,767,213494774,,-76.4945201,42.4727039,,,,,
,768,213494780,,-76.4944502,42.4731076,,,,,
,769,213410362,,-76.5037950,42.4367250,,,,,
,770,213494975,,-76.5059990,42.4366560,,,,,
,771,213494967,,-76.5078235,42.4365785,,,,,
,772,1315762595,,-76.5082048,42.4363792,,,,,
,773,213495023,,-76.5235840,42.4487307,,,,,
,774,213495076,,-76.5223178,42.4498790,,,,,
,775,213441271,,-76.4814895,42.4545321,,,,,
,776,213467533,,-76.4811257,42.4531237,,,,,
,777,213496166,,-76.4845640,42.4185100,,,,,
,778,213496236,,-76.4707530,42.4335970,,,,,
,779,213496259,,-76.4809830,42.4391520,,,,,
,780,213496274,,-76.4832910,42.4406670,,,,,
,781,213437162,,-76.4836400,42.4415540,,,,,
,782,213496273,,-76.4831050,42.4405430,,,,,
,783,213496246,,-76.4797530,42.4390330,,,,,
,784,213496248,,-76.4799750,42.4390120,,,,,
,785,213496323,,-76.5244434,42.4438360,,,,,
,786,213496350,,-76.5255060,42.4456870,,,,,
,787,213496471,,-76.4739990,42.4345100,,,,,
,788,213496474,,-76.4740150,42.4346360,,,,,
,789,213437175,,-76.4845070,42.4416330,,,,,
,790,213496544,,-76.4845260,42.4420510,,,,,
,791,213496578,,-76.4647200,42.4242270,,,,,
,792,213496609,,-76.4659280,42.4243250,,,,,
,793,213496631,,-76.4667030,42.4235490,,,,,
,794,213496639,,-76.4667910,42.4233990,,,,,
,795,213496669,,-76.4642310,42.4242700,,,,,
,796,213454725,,-76.5291659,42.4224372,,,,,
,797,213496822,,-76.5348480,42.4222920,,,,,
,798,213496843,,-76.5378160,42.4224500,,,,,
,799,213497312,,-76.6098270,42.4220150,,,,,
,800,213497622,,-76.5230710,42.4341070,,,,,
,801,213494904,,-76.4887470,42.4615120,,,,,
,802,213448264,,-76.4909160,42.4617040,,,,,
,803,213498711,,-76.4708520,42.4025440,,,,,
,804,213498728,,-76.4731770,42.4024560,,,,,
,805,213498738,,-76.4945497,42.4313951,,,,,
,806,213498762,,-76.4932657,42.4318718,,,,,
,807,213468624,signal,-76.5040160,42.4411620,,,,,
,808,213493964,,-76.5040820,42.4424490,,,,,
,809,213499130,,-76.5041317,42.4433624,,,,,
,810,213472424,,-76.5041870,42.4444520,,,,,
,811,213437679,,-76.5039690,42.4402490,,,,,
,812,213410370,signal,-76.5039260,42.4393890,,,,,
,813,213499312,,-76.4888810,42.4318882,,,,,
,814,213499275,,-76.4911928,42.4313863,,,,,
,815,213495910,,-76.4845951,42.4540269,,,,,
,816,213499695,,-76.4853810,42.4550400,,,,,
,817,213499721,,-76.4776270,42.4398422,,,,,
,818,213491392,,-76.5051280,42.4464210,,,,,
,819,213500079,,-76.5072390,42.4454880,,,,,
,820,11079293957,,-76.4838734,42.4042504,,,,,
,821,213500138,,-76.4839942,42.4044718,,,,,
,822,213500383,,-76.5257770,42.4437740,,,,,
,823,213500344,,-76.5251041,42.4404896,,,,,
,824,213500416,,-76.4587409,42.4703515,,,,,
,825,213500555,,-76.4815970,42.4405220,,,,,
,826,213500818,,-76.5375820,42.4376910,,,,,
,827,213460274,,-76.5250220,42.4170520,,,,,
,828,213500912,,-76.5234690,42.4147530,,,,,
,829,11296427191,,-76.4887965,42.4861948,,,,,
,830,213500981,,-76.4707880,42.3872400,,,,,
,831,213501039,,-76.4777250,42.4031990,,,,,
,832,213501043,,-76.4777740,42.4047110,,,,,
,833,213478648,,-76.4781130,42.4157660,,,,,
,834,213501171,,-76.4917807,42.4581900,,,,,
,835,213501169,,-76.4912325,42.4583058,,,,,
,836,213501166,,-76.4904620,42.4584910,,,,,
,837,213501346,,-76.5415540,42.4956470,,,,,
,838,213501352,,-76.5419200,42.4970380,,,,,
,839,213501514,,-76.5472924,42.5098135,,,,,
,840,213458755,,-76.4917010,42.4337590,,,,,
,841,213502148,,-76.4913760,42.4503470,,,,,
,842,213450733,,-76.4874980,42.4423330,,,,,
,843,213502226,,-76.4898634,42.4422819,,,,,
,844,213502412,,-76.4790600,42.4775590,,,,,
,845,213502458,,-76.4804640,42.4748030,,,,,
,846,213429518,,-76.4685280,42.4567280,,,,,
,847,213448477,,-76.4660434,42.4671184,,,,,
,848,213503260,,-76.4776161,42.4776421,,,,,
,849,213503264,,-76.4921851,42.4708397,,,,,
,850,213482074,,-76.4869440,42.4688930,,,,,
,851,213469584,,-76.4860670,42.4697240,,,,,
,852,213438175,,-76.4920722,42.4420551,,,,,
,853,213442105,signal,-76.4956414,42.4396480,,,,,
,854,6880066866,,-76.4956734,42.4404249,,,,,
,855,213486951,,-76.4965810,42.4520930,,,,,
,856,213503890,,-76.4966240,42.4528130,,,,,
,857,213504249,,-76.4841430,42.4332130,,,,,
,858,213504252,,-76.4845653,42.4332236,,,,,
,859,213415285,,-76.5018360,42.4073120,,,,,
,860,213504453,,-76.5005160,42.4074730,,,,,
,861,213504487,,-76.4801510,42.4031900,,,,,
,862,10989446669,,-76.4868013,42.4046783,,,,,
,863,213478679,,-76.4643560,42.4040100,,,,,
,864,213504472,,-76.4712190,42.4033500,,,,,
,865,213437673,,-76.5007840,42.4403490,,,,,
,866,213491918,signal,-76.5007390,42.4394900,,,,,
,867,213504943,,-76.4910950,42.4461760,,,,,
,868,213504945,,-76.4925929,42.4461489,,,,,
,869,213504941,,-76.4901538,42.4462105,,,,,
,870,213505023,,-76.4946620,42.4730889,,,,,
,871,213505087,,-76.4989350,42.4766300,,,,,
,872,1326505731,,-76.4619962,42.4901386,,,,,
,873,213461401,,-76.4620647,42.4875679,,,,,
,874,213437519,,-76.4832245,42.4375791,,,,,
,875,213505263,,-76.4721710,42.4743380,,,,,
,876,213505283,,-76.4718713,42.4752756,,,,,
,877,213505804,,-76.4908122,42.4504690,,,,,
,878,213454690,,-76.5308290,42.4164870,,,,,
,879,213506888,,-76.5367458,42.4602534,,,,,
,880,213506917,,-76.5373151,42.4576669,,,,,
,881,4873078893,,-76.4813203,42.4751841,,,,,
,882,5219884106,,-76.4704985,42.4739646,,,,,
,883,213437131,,-76.4806286,42.4410995,,,,,
,884,213507233,,-76.4806451,42.4416594,,,,,
,885,213507407,,-76.5400890,42.4200975,,,,,
,886,213507379,,-76.5420750,42.4175110,,,,,
,887,213460172,,-76.5416122,42.4084492,,,,,
,888,213507455,,-76.4845320,42.4614270,,,,,
,889,213507449,,-76.4847730,42.4611630,,,,,
,890,213507619,,-76.4894830,42.4438543,,,,,
,891,213507645,,-76.4769270,42.4701660,,,,,
,892,213507867,,-76.5187618,42.4435731,,,,,
,893,213507890,,-76.5207814,42.4425713,,,,,
,894,213467068,,-76.5166170,42.4436930,,,,,
,895,213456893,,-76.5177009,42.4436521,,,,,
,896,213507991,,-76.4733927,42.4360145,,,,,
,897,213443669,,-76.5019220,42.4036810,,,,,
,898,6325428685,,-76.5035367,42.4036623,,,,,
,899,213508157,,-76.4638100,42.4278860,,,,,
,900,213508098,,-76.4683694,42.4295493,,,,,
,901,213508306,,-76.4439212,42.4527453,,,,,
,902,213508346,,-76.5015410,42.4455080,,,,,
,903,213469015,,-76.5022810,42.4464220,,,,,
,904,213500081,,-76.5030330,42.4473490,,,,,
,905,213508349,,-76.5037810,42.4482710,,,,,
,906,213508353,,-76.5045390,42.4492030,,,,,
,907,213472435,,-76.5007660,42.4445500,,,,,
,908,1244429556,,-76.4631662,42.4900604,,,,,
,909,1244429558,,-76.4641169,42.4879151,,,,,
,910,213491395,,-76.5036430,42.4445890,,,,,
,911,213508602,,-76.4482863,42.4232161,,,,,
,912,10633061420,,-76.4483730,42.4223079,,,,,
,913,213508612,,-76.4993430,42.4460780,,,,,
,914,213479672,,-76.4814240,42.4857822,,,,,
,915,213508629,,-76.4807831,42.4860846,,,,,
,916,213508672,,-76.4546670,42.4244090,,,,,
,917,213508693,,-76.4565672,42.4249473,,,,,
,918,213508900,,-76.4863040,42.4527270,,,,,
,919,213508921,,-76.4881640,42.4527660,,,,,
,920,213508791,,-76.4835920,42.4529470,,,,,
,921,213509404,,-76.4560080,42.4232580,,,,,
,922,213509783,,-76.5380610,42.4161460,,,,,
,923,213509798,,-76.5398779,42.4167445,,,,,
,924,213509969,,-76.4469480,42.4328730,,,,,
,925,213509972,,-76.4466250,42.4339540,,,,,
,926,1043343509,,-76.4917036,42.4431464,,,,,
,927,213510786,,-76.4917041,42.4431970,,,,,
,928,213510753,,-76.4899910,42.4457436,,,,,
,929,213510764,,-76.4914917,42.4425760,,,,,
,930,213511130,,-76.5073495,42.4861064,,,,,
,931,213511238,,-76.5438071,42.4984004,,,,,
,932,213511168,,-76.5393354,42.4955330,,,,,
,933,213511254,,-76.4897650,42.4406690,,,,,
,934,213442077,signal,-76.4896927,42.4392756,,,,,
,935,213508958,,-76.4897685,42.4527948,,,,,
,936,213511446,,-76.4907110,42.4547140,,,,,
,937,213467661,,-76.4906760,42.4547780,,,,,
,938,213443700,,-76.5028820,42.4130390,,,,,
,939,1045328301,,-76.5042738,42.4121903,,,,,
,940,213511738,,-76.4812137,42.4883611,,,,,
,941,213511712,,-76.4810382,42.4916564,,,,,
,942,213511745,,-76.4818529,42.4916647,,,,,
,943,213502604,,-76.4645820,42.4699510,,,,,
,944,213511823,,-76.4655500,42.4699650,,,,,
,945,213511966,,-76.4565830,42.4259405,,,,,
,946,213511992,,-76.4552336,42.4262276,,,,,
,947,213512125,,-76.4858470,42.4550560,,,,,
,948,213502550,,-76.4684726,42.4551654,,,,,
,949,213512136,,-76.4655962,42.4552678,,,,,
,950,213512336,,-76.4830353,42.4916464,,,,,
,951,213512286,,-76.4897176,42.4904862,,,,,
,952,213512514,,-76.4864673,42.4016783,,,,,
,953,213512516,,-76.4864679,42.4017276,,,,,
,954,213512591,,-76.4961257,42.4313668,,,,,
,955,213512614,signal,-76.4946190,42.4348780,,,,,
,956,10276201782,,-76.4964550,42.4308759,,,,,
,957,3007889049,,-76.4606973,42.4383355,,,,,
,958,3007889053,,-76.4607148,42.4387423,,,,,
,959,213512912,,-76.4613685,42.4367027,,,,,
,960,977010248,,-76.4609231,42.4375056,,,,,
,961,213512909,,-76.4618550,42.4357010,,,,,
,962,213512996,,-76.4843520,42.4612900,,,,,
,963,213513071,,-76.4931326,42.4596035,,,,,
,964,213513078,,-76.4931541,42.4597960,,,,,
,965,213513088,,-76.4929203,42.4597147,,,,,
,966,213513546,,-76.5004850,42.4349270,,,,,
,967,213494984,,-76.5006040,42.4368334,,,,,
,968,213513562,,-76.5004640,42.4329060,,,,,
,969,213513580,,-76.5004910,42.4344860,,,,,
,970,213472410,signal,-76.5099614,42.4442817,,,,,
,971,213513654,,-76.5107413,42.4431595,,,,,
,972,213513769,,-76.4599870,42.4523400,,,,,
,973,213513847,,-76.4541159,42.4518781,,,,,
,974,213513971,,-76.4515660,42.4521730,,,,,
,975,213513949,,-76.4527690,42.4531350,,,,,
,976,213463784,,-76.4947749,42.4376131,,,,,
,977,8786856324,,-76.4950023,42.4375805,,,,,
,978,213514450,,-76.4978720,42.4369191,,,,,
,979,213512616,,-76.4946800,42.4358050,,,,,
,980,213515636,,-76.4923471,42.4596066,,,,,
,981,213515670,,-76.4916200,42.4588580,,,,,
,982,213515399,,-76.4911940,42.4359130,,,,,
,983,213515704,,-76.4910097,42.4352389,,,,,
,984,213515843,,-76.4992690,42.4445970,,,,,
,985,213462751,,-76.4970210,42.4437570,,,,,
,986,213516342,,-76.5019420,42.4809130,,,,,
,987,213517172,,-76.5293140,42.4292460,,,,,
,988,213454748,,-76.5269670,42.4276340,,,,,
,989,213517161,,-76.5279010,42.4282650,,,,,
,990,2982081689,,-76.4502962,42.4728246,,,,,
,991,1319459476,,-76.4534465,42.4728449,,,,,
,992,7581419288,,-76.4899151,42.4392773,,,,,
,993,213517534,,-76.4900090,42.4385670,,,,,
,994,213517595,,-76.4859028,42.4386290,,,,,
,995,213517600,,-76.4859423,42.4395734,,,,,
,996,213517744,,-76.4899493,42.4914093,,,,,
,997,213517760,,-76.4883250,42.4918890,,,,,
,998,213517782,,-76.4863560,42.4935890,,,,,
,999,213518184,,-76.4704820,42.4646110,,,,,
,1000,213448460,,-76.4706290,42.4669761,,,,,
,1001,213518192,,-76.4706528,42.4680297,,,,,
,1002,213518231,,-76.4700060,42.4718940,,,,,
,1003,213518511,,-76.4985520,42.4506900,,,,,
,1004,213462789,,-76.4974580,42.4507180,,,,,
,1005,213518502,,-76.4996366,42.4506552,,,,,
,1006,213518518,,-76.5025040,42.4355580,,,,,
,1007,213494981,,-76.5025657,42.4367709,,,,,
,1008,213518519,,-76.5026550,42.4385190,,,,,
,1009,213518875,,-76.4615643,42.4476004,,,,,
,1010,213519449,,-76.4719280,42.4455366,,,,,
,1011,213519467,,-76.4719920,42.4475572,,,,,
,1012,213473347,,-76.4813360,42.4262650,,,,,
,1013,10726107178,,-76.4896075,42.4288177,,,,,
,1014,213448475,,-76.4681610,42.4670640,,,,,
,1015,213519777,,-76.4681480,42.4681040,,,,,
,1016,213519807,,-76.4661420,42.4690530,,,,,
,1017,213519810,,-76.4670470,42.4681143,,,,,
,1018,213426823,,-76.5152349,42.4388858,,,,,
,1019,12407159201,,-76.5132849,42.4385632,,,,,
,1020,213519904,,-76.4567034,42.4239829,,,,,
,1021,213410344,,-76.5036230,42.4334500,,,,,
,1022,213520152,,-76.4773180,42.4340480,,,,,
,1023,213437456,,-76.4775519,42.4378339,,,,,
,1024,213520140,,-76.4774580,42.4333670,,,,,
,1025,213520408,,-76.4484579,42.4232611,,,,,
,1026,213520434,,-76.4485290,42.4242530,,,,,
,1027,213520486,,-76.4506293,42.4248582,,,,,
,1028,213520497,,-76.4509926,42.4239110,,,,,
,1029,213466856,,-76.4880330,42.4977860,,,,,
,1030,12032616588,,-76.4798399,42.4831463,,,,,
,1031,213502675,,-76.4673310,42.4834100,,,,,
,1032,213521727,,-76.4896750,42.4353250,,,,,
,1033,3281285764,,-76.4963578,42.4239006,,,,,
,1034,213522578,,-76.4686270,42.3999930,,,,,
,1035,213522581,,-76.4686890,42.4015050,,,,,
,1036,213522681,,-76.5049093,42.4908992,,,,,
,1037,213502266,,-76.5462121,42.4735983,,,,,
,1038,213522756,,-76.5368640,42.4739120,,,,,
,1039,213522894,,-76.4824588,42.4215824,,,,,
,1040,213522917,,-76.5060890,42.4384110,,,,,
,1041,213441490,,-76.5060420,42.4375060,,,,,
,1042,213466994,,-76.5214610,42.4517390,,,,,
,1043,213437122,signal,-76.4776933,42.4411505,,,,,
,1044,213523139,,-76.4850627,42.4425844,,,,,
,1045,213436025,,-76.4852530,42.4427080,,,,,
,1046,213467589,,-76.4864624,42.4537209,,,,,
,1047,213523222,,-76.4858910,42.4556680,,,,,
,1048,213467587,,-76.4862329,42.4536747,,,,,
,1049,213520168,,-76.4775928,42.4388868,,,,,
,1050,213523302,,-76.4788084,42.4391112,,,,,
,1051,213523835,,-76.4727413,42.4297735,,,,,
,1052,213523865,,-76.4743262,42.4295115,,,,,
,1053,213524374,,-76.4787450,42.4708900,,,,,
,1054,213524377,,-76.4788790,42.4711760,,,,,
