name,node_id,osm_node_id,ctrl_type,x_coord,y_coord,is_boundary,activity_type,poi_id,zone_id,notes
,442,213463834,,-76.4804620,42.4178610,,,,,
,443,213463846,,-76.5018310,42.4318070,,,,,
,444,213463980,,-76.4819875,42.4781794,,,,,
,445,213463982,,-76.4816438,42.4781884,,,,,
,446,213464033,,-76.4705520,42.4655970,,,,,
,447,213464041,,-76.4721240,42.4655540,,,,,
,448,213464029,,-76.4688940,42.4656580,,,,,
,449,213464020,,-76.4666570,42.4657190,,,,,
,450,213464049,,-76.4615765,42.4223833,,,,,
,451,213464082,,-76.4624914,42.4297008,,,,,
,452,213427118,,-76.4690494,42.4418861,,,,,
,453,9491355003,,-76.4666315,42.4405027,,,,,
,454,213464139,,-76.4699029,42.4428917,,,,,
,455,213464459,,-76.5028129,42.4765304,,,,,
,456,213464484,,-76.5005275,42.4774488,,,,,
,457,213464492,,-76.5028552,42.4764149,,,,,
,458,213464578,,-76.5337850,42.4360670,,,,,
,459,5483045343,,-76.5339622,42.4391856,,,,,
,460,213464609,,-76.5342835,42.4483754,,,,,
,461,213464808,,-76.4678300,42.4281180,,,,,
,462,213464819,,-76.4652109,42.4285307,,,,,
,463,213464823,,-76.5039080,42.4506380,,,,,
,464,213464834,,-76.5029480,42.4511410,,,,,
,465,213465405,,-76.4759500,42.4775960,,,,,
,466,213466277,,-76.4894791,42.4872580,,,,,
,467,213466284,,-76.4881402,42.4874068,,,,,
,468,213466295,,-76.4959140,42.4450370,,,,,
,469,213466297,,-76.4946870,42.4450760,,,,,
,470,213462759,,-76.4970880,42.4450040,,,,,
,471,213466291,,-76.4981620,42.4449720,,,,,
,472,213466289,,-76.4992720,42.4449390,,,,,
,473,213466304,,-76.4945726,42.4427280,,,,,
,474,10077606285,,-76.4945361,42.4431682,,,,,
,475,213466463,,-76.4747090,42.4332220,,,,,
,476,213466541,,-76.4851836,42.4403088,,,,,
,477,213466544,,-76.4874087,42.4402563,,,,,
,478,213466733,,-76.4863010,42.4531820,,,,,
