name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,intersection_id,poi_id,notes
,107,213533138,,,,,tertiary,0,-76.4884008,42.4453186,,,
,108,213429689,,,,,residential,2,-76.4896457,42.4462368,,,
,109,213429760,,,,,trunk,0,-76.5086262,42.4452416,,,
,110,213431769,,,,,motorway,0,-76.499827,42.461709,,,
,111,213431753,,,,,tertiary,0,-76.498416,42.462872,,,
,112,213431774,,,,,primary,0,-76.4984674,42.4629791,,,
,113,213431802,,,,,motorway,0,-76.4984482,42.4661986,,,
,114,213431813,,,,,tertiary,0,-76.4832403,42.4801713,,,
,115,213415439,,,,,motorway,0,-76.483179,42.480739,,,
,116,213442784,,,,,unclassified,0,-76.5063343,42.4534821,,,
,117,1320832083,,,,,unclassified,0,-76.5048798,42.4539676,,,
,118,10076888952,,,,,unclassified,2,-76.5038811,42.4565507,,,
,119,213432136,,,,,primary,0,-76.4703845,42.4437163,,,
,120,213432138,,,,,residential,0,-76.470431,42.4441646,,,
,121,213432224,,,,,primary,0,-76.527245,42.426599,,,
,122,213432248,,,,,residential,0,-76.5235934,42.4266494,,,
,123,213432249,,,,,residential,2,-76.5233231,42.4266339,,,
,124,213432349,,,,,residential,0,-76.4424224,42.450353,,,
,125,213432374,,,,,residential,0,-76.4428871,42.4514111,,,
,126,213432446,,,,,residential,0,-76.4414967,42.4515285,,,
,127,13413548617,,,,,service,1,-76.4970079,42.433115,,,
,128,13555981275,,,,,service,0,-76.501288,42.4292369,,,
,129,213432627,,,,,unclassified,0,-76.508183,42.435686,,,
,130,213431215,,,,,unclassified,0,-76.5094848,42.4360712,,,
,131,12335145727,,,,,residential,0,-76.4785892,42.4555379,,,
,132,213432818,,,,,residential,0,-76.474764,42.434559,,,
,133,213432823,,,,,residential,2,-76.474801,42.435121,,,
,134,213433227,,,,,tertiary,0,-76.4835586,42.4867475,,,
,135,213433233,,,,,residential,0,-76.4836249,42.487629,,,
,136,213433235,,,,,residential,2,-76.4836484,42.4880645,,,
,137,213433310,,,,,residential,0,-76.490159,42.4651151,,,
,138,213433351,,,,,residential,0,-76.486621,42.463732,,,
,139,213433382,,,,,residential,0,-76.4840954,42.4645889,,,
,140,213433435,,,,,tertiary,0,-76.4798935,42.4697808,,,
,141,213433775,,,,,residential,0,-76.485812,42.491151,,,
,142,213433791,,25,,,residential,2,-76.485623,42.489843,,,
,143,213433803,,,,,residential,0,-76.466193,42.42709,,,
,144,213433805,,,,,trunk,0,-76.4672206,42.4261947,,,
,145,213434894,,,,,motorway,0,-76.502231,42.452742,,,
,146,213434908,,,,,motorway,0,-76.500842,42.454483,,,
,147,213435583,,,,,residential,0,-76.484182,42.436815,,,
,148,213435581,,,,,trunk,0,-76.484868,42.436477,,,
,149,213435680,,,,,residential,0,-76.48834,42.437549,,,
,150,213435693,,,,,trunk,0,-76.488512,42.438677,,,
,151,213435745,,,,,unclassified,0,-76.5076624,42.4264539,,,
,152,213435749,,,,,tertiary,0,-76.5078014,42.4283755,,,
,153,213435754,,,,,trunk,0,-76.5082667,42.428216,,,
,154,213435759,,,,,trunk,0,-76.5081261,42.4284429,,,
,155,213435839,,,,,tertiary,0,-76.4695696,42.4294931,,,
,156,5423555291,,,,,residential,0,-76.4696261,42.4300935,,,
,157,213435850,,,,,residential,0,-76.4700014,42.4308692,,,
,158,213435851,,,,,residential,0,-76.4709472,42.4322657,,,
,159,213435893,,,,,tertiary,0,-76.474319,42.4377674,,,
,160,213435964,,,,,residential,0,-76.480228,42.474698,,,
,161,213435972,,,,,residential,2,-76.48005,42.473633,,,
,162,213436277,,,,,residential,2,-76.4633421,42.4696454,,,
,163,213436285,,,,,tertiary,0,-76.464604,42.469815,,,
,164,213436357,,,,,tertiary,0,-76.4952694,42.4292277,,,
,165,213436370,,,,,unclassified,0,-76.495497,42.429634,,,
,166,213436422,,,,,tertiary,0,-76.4924205,42.4304675,,,
,167,213436621,,,,,primary,0,-76.475785,42.443335,,,
,168,213437111,,,,,primary,0,-76.4762785,42.4432509,,,
,169,213437215,,,,,residential,0,-76.4422468,42.4503236,,,
,170,213437223,,,,,residential,0,-76.4421137,42.4492028,,,
,171,213437239,,,,,residential,0,-76.4403604,42.4490112,,,
,172,213437246,,,,,residential,2,-76.44093,42.4499815,,,
,173,213437248,,,,,residential,0,-76.4404135,42.4500103,,,
,174,213437250,,,,,residential,2,-76.440113,42.450025,,,
,175,213437404,,,,,tertiary,0,-76.465048,42.436462,,,
,176,213437430,,,,,tertiary,0,-76.4725263,42.4377,,,
,177,213437439,,,,,tertiary,0,-76.4744552,42.4377684,,,
,178,213437503,,,,,primary,0,-76.485039,42.4376511,,,
,179,213420855,,,,,primary,0,-76.4858492,42.4373944,,,
,180,213437491,,,,,trunk,0,-76.4860903,42.4372732,,,
,181,213437571,,,,,residential,0,-76.521999,42.440862,,,
,182,213437584,,,,,residential,2,-76.5226863,42.4407142,,,
,183,213437593,,,,,tertiary,0,-76.4681386,42.4587821,,,
,184,213437654,,,,,unclassified,2,-76.458322,42.461484,,,
,185,213437758,,,,,unclassified,0,-76.4334108,42.454654,,,
,186,213437778,,,,,unclassified,0,-76.432212,42.4542189,,,
,187,213437814,,,,,unclassified,0,-76.4956168,42.4198171,,,
,188,2035040160,,,,,unclassified,0,-76.4956158,42.4199656,,,
,189,213439237,,,,,tertiary,0,-76.505737,42.441108,,,
,190,5251072135,,,,,unclassified,0,-76.505805,42.4424,,,
,191,213439241,,,,,unclassified,0,-76.505852,42.443309,,,
,192,213439243,,,,,tertiary,0,-76.505908,42.4444015,,,
,193,213439372,,,,,residential,0,-76.4916716,42.473158,,,
,194,213439418,,,,,residential,0,-76.4945816,42.4742371,,,
,195,213439579,,,,,residential,0,-76.480909,42.419183,,,
,196,213439581,,,,,residential,0,-76.480975,42.419169,,,
,197,213439699,,,,,residential,0,-76.481456,42.41873,,,
,198,213440020,,,,,unclassified,0,-76.488608,42.440702,,,
,199,213440021,,,,,tertiary,0,-76.488652,42.441602,,,
,200,213440382,,,,,residential,0,-76.4838584,42.4234401,,,
,201,213440400,,,,,residential,0,-76.4824818,42.4226443,,,
,202,213440505,,,,,tertiary,0,-76.4876681,42.4491205,,,
,203,5285957653,,,,,tertiary,0,-76.4873598,42.4463634,,,
,204,213440523,,,,,tertiary,0,-76.4877308,42.4496017,,,
,205,5286485294,,,,,tertiary,0,-76.4876755,42.4491774,,,
,206,213440542,,,,,residential,0,-76.4875958,42.4446998,,,
,207,213440534,,,,,residential,0,-76.4875776,42.4439153,,,
,208,213440840,,,,,tertiary,0,-76.4989731,42.4386355,,,
,209,6903081262,,,,,trunk,0,-76.4976434,42.438671,,,
,210,213440872,,,,,secondary,0,-76.4967967,42.4369407,,,
,211,213440846,,,,,tertiary,0,-76.4988218,42.4352106,,,
,212,213440879,,,,,residential,0,-76.483357,42.460434,,,
,213,213440884,,,,,residential,0,-76.483215,42.459823,,,
,214,213440890,,,,,residential,0,-76.48324,42.459724,,,
,215,213440995,,,,,residential,0,-76.4587264,42.4684685,,,
,216,213441018,,,,,residential,0,-76.455447,42.468482,,,
,217,213441301,,,,,tertiary,0,-76.4812938,42.4563063,,,
,218,213441336,,,,,tertiary,0,-76.4821028,42.4586423,,,
,219,213441364,,,,,tertiary,0,-76.4820103,42.4605316,,,
,220,213441373,,,,,tertiary,0,-76.4826891,42.4613044,,,
,221,213421003,,,,,tertiary,0,-76.4621263,42.4480851,,,
,222,213441658,,,,,residential,0,-76.4649929,42.4484553,,,
,223,213441809,,,,,tertiary,0,-76.4827574,42.4475771,,,
,224,213441806,,,,,tertiary,0,-76.482621,42.4451691,,,
,225,213449627,,,,,tertiary,0,-76.4735569,42.4553636,,,
,226,767579671,,,,,tertiary,0,-76.4811105,42.4525796,,,
,227,213442000,,,,,trunk,0,-76.4750824,42.431289,,,
,228,213442010,,,,,trunk,0,-76.477202,42.432231,,,
,229,213442012,,,,,trunk,0,-76.4783196,42.4327321,,,
,230,213442020,,,,,trunk,0,-76.47955,42.433353,,,
,231,213442050,,,,,trunk,0,-76.482049,42.434766,,,
,232,213442060,,,,,trunk,0,-76.4844818,42.4362246,,,
,233,213442062,,,,,trunk,0,-76.4851315,42.4366625,,,
,234,213442426,,,,,residential,2,-76.493769,42.482377,,,
,235,213442429,,,,,residential,0,-76.493784,42.482834,,,
,236,213442432,,,,,residential,2,-76.49393,42.48323,,,
,237,213442440,,,,,residential,0,-76.494341,42.482773,,,
,238,213442453,,,,,unclassified,2,-76.501951,42.452649,,,
,239,213442462,,,,,unclassified,0,-76.499777,42.452709,,,
,240,213442468,,,,,residential,0,-76.486626,42.456383,,,
,241,213442475,,45,,,residential,0,-76.487002,42.456536,,,
,242,213442477,,,,,residential,0,-76.487219,42.456678,,,
,243,213442485,,,,,residential,0,-76.486039,42.456229,,,
,244,213450709,,,,,residential,0,-76.486411,42.458323,,,
,245,213442496,,,,,residential,0,-76.483684,42.4536414,,,
,246,213442503,,,,,residential,0,-76.4838014,42.4545741,,,
,247,213442507,,,,,residential,0,-76.483855,42.455087,,,
,248,213442728,,,,,residential,2,-76.5020395,42.4788196,,,
,249,213442759,,,,,residential,0,-76.503493,42.480429,,,
,250,213442763,,,,,residential,0,-76.48318,42.439137,,,
,251,213442782,,,,,residential,0,-76.48164,42.43945,,,
,252,213443102,,,,,tertiary,0,-76.492259,42.43675,,,
,253,213443108,,,,,secondary,0,-76.494736,42.436682,,,
,254,213443145,,,,,unclassified,0,-76.500605,42.447169,,,
,255,213443155,,,,,tertiary,0,-76.5007395,42.448339,,,
,256,213443780,,,,,unclassified,0,-76.5057804,42.445466,,,
,257,213443791,,,,,unclassified,0,-76.504749,42.445953,,,
,258,213444425,,,,,residential,0,-76.4698923,42.4692156,,,
,259,213444455,,,,,residential,0,-76.473708,42.471005,,,
,260,213444558,,,,,unclassified,0,-76.490517,42.4320454,,,
,261,213444561,,,,,residential,2,-76.4906057,42.4325329,,,
,262,1312150757,,,,,unclassified,0,-76.5071829,42.4489744,,,
,263,11225658185,,,,,unclassified,2,-76.5103408,42.4459484,,,
,264,213437676,,,,,tertiary,0,-76.501766,42.440318,,,
,265,213444982,,,,,tertiary,0,-76.501721,42.439459,,,
,266,213445524,,,,,residential,2,-76.5369966,42.4698603,,,
,267,213420664,,,,,residential,2,-76.537506,42.4714076,,,
,268,213445955,,,,,unclassified,0,-76.506134,42.439324,,,
,269,213437683,,,,,unclassified,0,-76.5061787,42.4401835,,,
,270,213445957,,,,,tertiary,0,-76.506224,42.441097,,,
,271,213446111,,,,,tertiary,0,-76.4920841,42.4497094,,,
,272,213446171,,,,,tertiary,0,-76.494629,42.4521645,,,
,273,213447279,,,,,primary,0,-76.5152661,42.4416865,,,
,274,563077561,,,,,residential,2,-76.5146121,42.443991,,,
,275,213447726,,,,,tertiary,0,-76.4902525,42.4671771,,,
,276,213447758,,,,,residential,0,-76.4889324,42.4686025,,,
,277,213447782,,,,,residential,0,-76.488125,42.470386,,,
,278,213447816,,,,,residential,0,-76.484459,42.470825,,,
,279,213448132,,,,,residential,0,-76.483093,42.442538,,,
,280,213448134,,,,,residential,2,-76.483061,42.4417501,,,
,281,213448148,,,,,residential,0,-76.4907735,42.4703255,,,
,282,213448154,,,,,residential,0,-76.4907119,42.4699856,,,
,283,213448181,,,,,tertiary,0,-76.431372,42.486558,,,
,284,213439443,,,,,tertiary,2,-76.433099,42.516426,,,
,285,213448314,,,,,tertiary,0,-76.4905107,42.4683719,,,
,286,213448339,,,,,tertiary,0,-76.4891707,42.4713869,,,
,287,213448373,,,,,tertiary,0,-76.484192,42.47131,,,
,288,213448390,,,,,tertiary,0,-76.4803311,42.4701187,,,
,289,213448624,,,,,residential,2,-76.4933193,42.4211378,,,
,290,3281285789,,,,,unclassified,0,-76.4892804,42.4261347,,,
,291,213483688,,,,,unclassified,0,-76.4989007,42.4195986,,,
,292,3572200196,,,,,residential,0,-76.4963521,42.4204418,,,
,293,213447327,,,,,secondary,0,-76.5139699,42.4454225,,,
,294,213447349,,,,,secondary,0,-76.5128346,42.4487723,,,
,295,213447394,,,,,secondary,0,-76.5133056,42.4519733,,,
,296,213449576,,,,,tertiary,0,-76.4701282,42.4532779,,,
,297,213450064,,,,,residential,0,-76.455495,42.469436,,,
,298,213450068,,,,,residential,0,-76.455536,42.470395,,,
,299,213450070,,,,,residential,0,-76.455582,42.471358,,,
,300,213450117,,,,,unclassified,0,-76.495387,42.425205,,,
,301,213450218,,,,,tertiary,0,-76.4970198,42.4285412,,,
,302,213450231,,,,,residential,0,-76.4994115,42.4214779,,,
,303,213450245,,,,,residential,0,-76.4985242,42.4215128,,,
,304,213450385,,,,,tertiary,0,-76.487873,42.445723,,,
,305,213450402,,,,,residential,2,-76.4885377,42.446719,,,
,306,213450430,,,,,residential,0,-76.486725,42.459624,,,
,307,213450557,,,,,residential,0,-76.4632884,42.4805118,,,
,308,213450549,,,,,residential,0,-76.4632189,42.478703,,,
,309,213450714,,,,,residential,2,-76.484947,42.458468,,,
,310,213451315,,,,,residential,0,-76.471257,42.471878,,,
,311,213451317,,,,,residential,0,-76.471292,42.473066,,,
,312,213451321,,,,,residential,0,-76.471327,42.474065,,,
,313,213451340,,,,,residential,0,-76.4786154,42.4740335,,,
,314,213452157,,,,,unclassified,2,-76.484957,42.383923,,,
,315,213452229,,,,,tertiary,0,-76.482999,42.403333,,,
,316,213452335,,,,,tertiary,0,-76.496558,42.459015,,,
,317,213452370,,,,,residential,0,-76.496258,42.45996,,,
,318,213452409,,,,,residential,0,-76.495217,42.458559,,,
,319,213452457,,,,,residential,0,-76.4948621,42.4627289,,,
,320,213452938,,,,,residential,0,-76.468579,42.471917,,,
,321,213452983,,,,,residential,0,-76.466531,42.471956,,,
,322,213453065,,,,,tertiary,0,-76.4851749,42.4230861,,,
,323,213453086,,,,,residential,0,-76.4825252,42.4235193,,,
,324,213453088,,,,,residential,2,-76.482062,42.423559,,,
,325,213453206,,,,,primary,0,-76.5248518,42.4299078,,,
,326,5403556660,,,,,primary,0,-76.5183046,42.4361363,,,
,327,213453267,,,,,primary,0,-76.5153837,42.4410302,,,
,328,213449469,,,,,primary,0,-76.51517,42.4412,,,
,329,213453447,,,,,tertiary,0,-76.552945,42.489081,,,
,330,213453365,,22,,,residential,2,-76.560456,42.489078,,,
,331,213454283,,,,,tertiary,0,-76.504963,42.4444393,,,
,332,213454284,,,,,unclassified,0,-76.505429,42.445021,,,
,333,213454294,,,,,tertiary,0,-76.506185,42.445952,,,
,334,213454297,,,,,unclassified,2,-76.506916,42.446856,,,
,335,213454371,,,,,residential,0,-76.456976,42.477204,,,
,336,213454380,,,,,residential,0,-76.457627,42.477253,,,
,337,213454360,,,,,residential,0,-76.457536,42.475525,,,
,338,5195347677,,,,,residential,0,-76.4798035,42.4454943,,,
,339,213454438,,,,,residential,0,-76.4797653,42.4476071,,,
,340,213454449,,,,,unclassified,0,-76.5048659,42.460441,,,
,341,213454512,,,,,unclassified,0,-76.501203,42.4621523,,,
,342,213454513,,,,,unclassified,0,-76.5012103,42.46227,,,
,343,213422445,,,,,unclassified,0,-76.5016201,42.4631869,,,
,344,213454618,,,,,primary,0,-76.480814,42.438439,,,
,345,213454633,,,,,residential,0,-76.481153,42.438727,,,
,346,213454656,,,,,residential,0,-76.483213,42.438286,,,
,347,213455021,,57,,,residential,2,-76.429027,42.444891,,,
,348,213410579,,,,,residential,0,-76.442902,42.444114,,,
,349,213455047,,,,,tertiary,0,-76.448941,42.4446996,,,
,350,213455169,,,,,residential,2,-76.453439,42.471583,,,
,351,213455185,,,,,residential,0,-76.454279,42.471406,,,
,352,213455191,,,,,residential,0,-76.4568847,42.471371,,,
,353,213456390,,,,,residential,0,-76.4530788,42.4219759,,,
,354,213456405,,,,,residential,0,-76.4527096,42.4232958,,,
,355,213456408,,,,,unclassified,0,-76.452191,42.4242275,,,
,356,213456441,,,,,residential,0,-76.4619192,42.4739403,,,
,357,213448486,,,,,tertiary,0,-76.4616303,42.4672255,,,
,358,213456463,,,,,residential,0,-76.4895547,42.4792816,,,
,359,213456466,,,,,residential,2,-76.4893618,42.4796113,,,
,360,213456686,,,,,unclassified,0,-76.500999,42.4469955,,,
,361,213456694,,,,,unclassified,0,-76.499417,42.447225,,,
,362,213456828,,,,,residential,2,-76.522647,42.433649,,,
,363,213456842,,,,,residential,0,-76.520619,42.435477,,,
,364,213456865,,,,,unclassified,0,-76.519386,42.438019,,,
,365,213449564,,,,,residential,0,-76.521507,42.454503,,,
,366,213456916,,,,,residential,0,-76.522695,42.454658,,,
,367,213456944,,,,,residential,0,-76.5241787,42.4553345,,,
,368,213456974,,,,,residential,0,-76.5256528,42.4557084,,,
,369,213456995,,,,,residential,2,-76.526467,42.456247,,,
,370,213457012,,,,,tertiary,0,-76.4670121,42.4786294,,,
,371,4890502027,,,,,residential,0,-76.4665576,42.4786332,,,
,372,213457676,,,,,residential,0,-76.5044292,42.487455,,,
,373,7767877955,,,,,tertiary,0,-76.4886062,42.4881093,,,
,374,213457960,,,,,residential,0,-76.454166,42.468453,,,
,375,213457969,,,,,residential,2,-76.453296,42.468424,,,
,376,6925787446,,,,,tertiary,0,-76.5013882,42.4320444,,,
,377,213457990,,,,,tertiary,0,-76.5013983,42.4328254,,,
,378,213457993,,,,,tertiary,0,-76.5014175,42.433518,,,
,379,213457996,,,,,tertiary,0,-76.501457,42.434181,,,
,380,268081465,,,,,tertiary,0,-76.5014583,42.4342533,,,
,381,213458258,,,,,residential,0,-76.458243,42.4749235,,,
,382,213458260,,,,,residential,0,-76.456934,42.4749435,,,
,383,213458283,,,,,residential,2,-76.4803914,42.4348253,,,
,384,213458320,,,,,residential,0,-76.4784213,42.4362698,,,
,385,213458334,,,,,residential,0,-76.4825453,42.4361512,,,
,386,213458350,,,,,residential,0,-76.481623,42.43665,,,
,387,213458366,,,,,residential,0,-76.4786729,42.4370985,,,
,388,6279599501,,,,,residential,2,-76.4908641,42.4301819,,,
,389,213458709,,,,,tertiary,0,-76.4923332,42.4303044,,,
,390,213458688,,,,,tertiary,0,-76.491192,42.429141,,,
,391,213458695,,,,,tertiary,0,-76.4915726,42.429545,,,
,392,213458835,,,,,residential,0,-76.4568324,42.4723002,,,
,393,213458867,,,,,residential,0,-76.458204,42.4740185,,,
,394,213442091,,,,,trunk,0,-76.492109,42.439274,,,
,395,213458971,,,,,unclassified,0,-76.492176,42.440601,,,
,396,213458976,,,,,tertiary,0,-76.492206,42.441506,,,
,397,3425350414,,,,,tertiary,0,-76.5055531,42.4294981,,,
,398,213460433,,,,,residential,2,-76.445799,42.472207,,,
,399,213460435,,,,,tertiary,0,-76.4502651,42.4721449,,,
,400,213460811,,,,,tertiary,0,-76.49804,42.442623,,,
,401,213460814,,,,,unclassified,0,-76.498121,42.444162,,,
,402,213435230,,,,,tertiary,0,-76.4548175,42.4828423,,,
,403,826215234,,,,,tertiary,0,-76.4572482,42.4853572,,,
,404,213462430,,,,,tertiary,0,-76.499877,42.454189,,,
,405,213462442,,,,,residential,2,-76.5006596,42.4543313,,,
,406,213462505,,,,,residential,2,-76.4774787,42.4494375,,,
,407,213454388,,,,,residential,0,-76.4796424,42.4495159,,,
,408,213462720,,,,,unclassified,0,-76.4978379,42.4527879,,,
,409,213462725,,,,,unclassified,0,-76.497886,42.453504,,,
,410,213463044,,,,,unclassified,0,-76.5246628,42.4566255,,,
,411,213463060,,,,,primary,0,-76.5241948,42.4568528,,,
,412,213463244,,,,,tertiary,0,-76.50722,42.410051,,,
,413,213463304,,,,,unclassified,0,-76.5135811,42.4102908,,,
,414,5834492248,,,,,unclassified,0,-76.5138327,42.4102395,,,
,415,213463825,,,,,residential,2,-76.483489,42.414976,,,
,416,213463834,,,,,tertiary,0,-76.480462,42.417861,,,
,417,213463846,,,,,unclassified,0,-76.501831,42.431807,,,
,418,213463980,,,,,tertiary,0,-76.4819875,42.4781794,,,
,419,213463982,,,,,tertiary,0,-76.4816438,42.4781884,,,
,420,213464020,,,,,tertiary,0,-76.466657,42.465719,,,
,421,213464029,,,,,residential,0,-76.468894,42.465658,,,
,422,213464033,,,,,residential,0,-76.470552,42.465597,,,
,423,213464041,,,,,residential,2,-76.472124,42.465554,,,
,424,213464049,,66,,,trunk,0,-76.4615765,42.4223833,,,
,425,213464082,,,,,tertiary,0,-76.4624914,42.4297008,,,
,426,213464139,,,,,tertiary,0,-76.4699029,42.4428917,,,
,427,213427118,,,,,tertiary,0,-76.4690494,42.4418861,,,
,428,9491355003,,,,,tertiary,0,-76.4666315,42.4405027,,,
,429,213464459,,,,,residential,0,-76.5028129,42.4765304,,,
,430,213464484,,,,,residential,0,-76.5005275,42.4774488,,,
,431,213464492,,,,,residential,0,-76.5028552,42.4764149,,,
,432,213464578,,,,,unclassified,0,-76.533785,42.436067,,,
