o_zone_id,o_zone_name,d_zone_id,d_zone_name,dist_km,geometry
71,H1,5,A5,15.445292104036207,"LINESTRING (-76.595992515 42.408155975, -76.486859755 42.521349265000005)"
71,H1,6,A6,16.841432861601007,"LINESTRING (-76.595992515 42.408155975, -76.45957656499998 42.521349265000005)"
71,H1,7,A7,18.404557410437945,"LINESTRING (-76.595992515 42.408155975, -76.43229337500001 42.52134926500001)"
71,H1,8,A8,20.09573736921627,"LINESTRING (-76.595992515 42.408155975, -76.40501018500001 42.52134926500001)"
71,H1,9,A9,21.885306370222672,"LINESTRING (-76.595992515 42.408155975, -76.37772699500002 42.521349265000005)"
71,H1,10,B0,11.018184277638216,"LINESTRING (-76.595992515 42.408155975, -76.623275705 42.505178795000006)"
71,H1,11,B1,10.788445352339497,"LINESTRING (-76.595992515 42.408155975, -76.595992515 42.50517879500001)"
71,H1,12,B2,11.018184277229224,"LINESTRING (-76.595992515 42.408155975, -76.56870932499999 42.50517879500001)"
71,H1,13,B3,11.68032016716351,"LINESTRING (-76.595992515 42.408155975, -76.541426135 42.505178795000006)"
71,H1,14,B4,12.707440138084577,"LINESTRING (-76.595992515 42.408155975, -76.514142945 42.505178795000006)"
71,H1,15,B5,14.0195523878752,"LINESTRING (-76.595992515 42.408155975, -76.486859755 42.50517879500001)"
71,H1,16,B6,15.544655623936046,"LINESTRING (-76.595992515 42.408155975, -76.45957656499998 42.50517879500001)"
71,H1,17,B7,17.226271742540842,"LINESTRING (-76.595992515 42.408155975, -76.43229337500001 42.505178795000006)"
71,H1,18,B8,19.02293884978808,"LINESTRING (-76.595992515 42.408155975, -76.40501018500001 42.505178795000006)"
71,H1,19,B9,20.905013866226906,"LINESTRING (-76.595992515 42.408155975, -76.37772699500002 42.50517879500001)"
71,H1,20,C0,9.264874504035982,"LINESTRING (-76.595992515 42.408155975, -76.623275705 42.489008325)"
71,H1,21,C1,8.990371127535242,"LINESTRING (-76.595992515 42.408155975, -76.595992515 42.489008325)"
71,H1,22,C2,9.264874504035982,"LINESTRING (-76.595992515 42.408155975, -76.568709325 42.489008325)"
71,H1,23,C3,10.043469457948733,"LINESTRING (-76.595992515 42.408155975, -76.541426135 42.489008325)"
71,H1,24,C4,11.221715956558189,"LINESTRING (-76.595992515 42.408155975, -76.514142945 42.489008325)"
71,H1,25,C5,12.688766201864132,"LINESTRING (-76.595992515 42.408155975, -76.486859755 42.489008325)"
