od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,path_FF_travel_time_min,distance_km,distance_mile,
451,54,22,15,0,0,0,auto,AM,0.38,1,5.4312,7.2793,4.5241,
452,54,24,15,1,0,0,auto,AM,4.69,1,4.2208,7.1790,4.4618,
453,54,25,15,2,0,0,auto,AM,23.47,1,4.8352,8.2476,5.1259,
454,54,26,15,3,0,0,auto,AM,2.29,1,4.9566,9.2254,5.7336,
455,54,33,15,4,0,0,auto,AM,7.60,1,3.3879,4.5890,2.8521,
456,54,34,15,5,0,0,auto,AM,6.48,1,2.8465,4.8763,3.0306,
457,54,35,15,6,0,0,auto,AM,37.46,1,4.3401,7.7526,4.8183,
458,54,36,15,7,0,0,auto,AM,26.00,1,6.6613,10.3367,6.4243,
459,54,37,15,8,0,0,auto,AM,1.77,1,6.8896,12.1752,7.5670,
460,54,43,15,9,0,0,auto,AM,9.06,1,2.9248,3.5626,2.2141,
461,54,44,15,10,0,0,auto,AM,13.42,1,2.2983,2.6799,1.6656,
462,54,45,15,11,0,0,auto,AM,57.59,1,3.6340,4.1287,2.5660,
463,54,46,15,12,0,0,auto,AM,7.55,1,4.2538,6.3871,3.9696,
464,54,47,15,13,0,0,auto,AM,10.78,1,4.6493,7.6185,4.7349,
465,54,53,15,14,0,0,auto,AM,5.62,1,3.0712,4.0206,2.4988,
466,54,55,15,16,0,0,auto,AM,138.48,1,1.7640,2.6602,1.6533,
467,54,56,15,17,0,0,auto,AM,10.53,1,3.4361,5.0041,3.1101,
468,54,57,15,18,0,0,auto,AM,2.78,1,6.2844,8.4786,5.2695,
469,54,63,15,19,0,0,auto,AM,3.88,1,2.4541,3.2153,1.9983,
470,54,64,15,20,0,0,auto,AM,7.45,1,1.7084,2.2611,1.4053,
471,54,65,15,21,0,0,auto,AM,21.35,1,2.9961,3.8194,2.3738,
472,54,66,15,22,0,0,auto,AM,19.64,1,3.2335,5.1701,3.2132,
473,54,67,15,23,0,0,auto,AM,1.54,1,5.2568,7.9396,4.9345,
474,54,72,15,24,0,0,auto,AM,0.45,1,4.9148,6.3138,3.9241,
475,54,73,15,25,0,0,auto,AM,3.80,1,2.8196,4.4927,2.7922,
476,54,74,15,26,0,0,auto,AM,5.30,1,4.5827,6.2765,3.9008,
477,54,75,15,27,0,0,auto,AM,7.60,1,6.0495,7.2532,4.5079,
478,54,76,15,28,0,0,auto,AM,2.24,1,4.6991,6.9977,4.3491,
479,54,77,15,29,0,0,auto,AM,0.35,1,4.9211,8.4285,5.2384,
480,54,85,15,30,0,0,auto,AM,0.44,1,5.5811,7.3424,4.5634,
481,55,22,16,0,0,0,auto,AM,1.70,1,6.9720,9.5616,5.9426,
482,55,24,16,1,0,0,auto,AM,24.09,1,4.6433,7.5304,4.6802,
483,55,25,16,2,0,0,auto,AM,135.06,1,5.2578,8.5990,5.3443,
484,55,26,16,3,0,0,auto,AM,14.45,1,5.3792,9.5768,5.9520,
485,55,33,16,4,0,0,auto,AM,34.14,1,4.9287,6.8713,4.2705,
486,55,34,16,5,0,0,auto,AM,32.48,1,3.2691,5.2277,3.2490,
487,55,35,16,6,0,0,auto,AM,221.15,1,4.0209,4.5838,2.8489,
488,55,36,16,7,0,0,auto,AM,171.26,1,5.5088,6.5768,4.0875,
489,55,37,16,8,0,0,auto,AM,12.19,1,5.7371,8.4153,5.2301,
490,55,43,16,9,0,0,auto,AM,38.35,1,4.4656,5.8448,3.6326,
491,55,44,16,10,0,0,auto,AM,63.35,1,3.5572,4.4924,2.7920,
492,55,45,16,11,0,0,auto,AM,360.82,1,2.4171,2.4760,1.5388,
493,55,46,16,12,0,0,auto,AM,52.80,1,2.9498,4.2204,2.6230,
494,55,47,16,13,0,0,auto,AM,76.70,1,3.3454,5.4518,3.3883,
495,55,53,16,14,0,0,auto,AM,22.90,1,4.7174,6.3316,3.9351,
496,55,54,16,15,0,0,auto,AM,168.23,1,1.6462,2.3110,1.4363,
497,55,56,16,17,0,0,auto,AM,76.47,1,2.1321,2.8374,1.7635,
498,55,57,16,18,0,0,auto,AM,20.04,1,4.9805,6.3119,3.9229,
499,55,63,16,19,0,0,auto,AM,16.43,1,4.1003,5.5263,3.4346,
500,55,64,16,20,0,0,auto,AM,35.19,1,2.7119,3.4991,2.1747,
501,55,65,16,21,0,0,auto,AM,133.79,1,2.4850,3.1829,1.9782,
502,55,66,16,22,0,0,auto,AM,137.26,1,1.9296,3.0034,1.8666,
503,55,67,16,23,0,0,auto,AM,10.96,1,3.9529,5.7729,3.5879,
504,55,72,16,24,0,0,auto,AM,1.92,1,6.5610,8.6248,5.3604,
505,55,73,16,25,0,0,auto,AM,17.07,1,4.4658,6.8037,4.2285,
506,55,74,16,26,0,0,auto,AM,26.57,1,4.0716,5.6399,3.5052,
507,55,75,16,27,0,0,auto,AM,44.87,1,5.5384,6.6167,4.1123,
508,55,76,16,28,0,0,auto,AM,14.76,1,3.8104,5.8918,3.6618,
509,55,77,16,29,0,0,auto,AM,2.44,1,3.6172,6.2618,3.8917,
510,55,85,16,30,0,0,auto,AM,2.55,1,5.0700,6.7059,4.1677,
511,56,22,17,0,0,0,auto,AM,0.11,1,8.6777,12.1950,7.5792,
512,56,24,17,1,0,0,auto,AM,1.65,1,6.3490,10.1638,6.3168,
513,56,25,17,2,0,0,auto,AM,10.11,1,6.9634,11.2324,6.9810,
514,56,26,17,3,0,0,auto,AM,1.21,1,7.0848,12.2101,7.5887,
515,56,33,17,4,0,0,auto,AM,2.13,1,6.6344,9.5046,5.9072,
516,56,34,17,5,0,0,auto,AM,2.12,1,4.9747,7.8611,4.8857,
517,56,35,17,6,0,0,auto,AM,16.13,1,5.0388,5.6288,3.4983,
518,56,36,17,7,0,0,auto,AM,14.72,1,5.8624,6.1242,3.8062,
519,56,37,17,8,0,0,auto,AM,1.17,1,6.0906,7.9627,4.9488,
520,56,43,17,9,0,0,auto,AM,2.32,1,6.1713,8.4782,5.2692,
521,56,44,17,10,0,0,auto,AM,3.90,1,5.2628,7.1258,4.4287,
522,56,45,17,11,0,0,auto,AM,24.81,1,4.1314,4.7109,2.9278,
523,56,46,17,12,0,0,auto,AM,4.82,1,3.3034,3.7678,2.3417,
524,56,47,17,13,0,0,auto,AM,7.80,1,3.6989,4.9992,3.1070,
525,56,53,17,14,0,0,auto,AM,1.37,1,6.4230,8.9649,5.5717,
526,56,54,17,15,0,0,auto,AM,9.98,1,3.3518,4.9444,3.0729,
527,56,55,17,16,0,0,auto,AM,59.65,1,2.1321,2.8374,1.7635,
528,56,57,17,18,0,0,auto,AM,2.12,1,4.3709,4.4695,2.7778,
529,56,63,17,19,0,0,auto,AM,0.99,1,5.8059,8.1597,5.0713,
530,56,64,17,20,0,0,auto,AM,2.17,1,4.3839,5.8431,3.6315,
531,56,65,17,21,0,0,auto,AM,9.20,1,4.1570,5.5268,3.4349,
532,56,66,17,22,0,0,auto,AM,12.52,1,1.6987,2.2112,1.3743,
533,56,67,17,23,0,0,auto,AM,1.11,1,2.7955,3.7197,2.3118,
534,56,72,17,24,0,0,auto,AM,0.12,1,8.2667,11.2582,6.9970,
535,56,73,17,25,0,0,auto,AM,1.07,1,6.1714,9.4370,5.8652,
536,56,74,17,26,0,0,auto,AM,1.74,1,5.7437,7.9838,4.9620,
537,56,75,17,27,0,0,auto,AM,3.27,1,5.9533,7.5586,4.6977,
538,56,76,17,28,0,0,auto,AM,1.27,1,3.5795,5.0997,3.1695,
539,56,77,17,29,0,0,auto,AM,0.23,1,3.3863,5.4696,3.3994,
540,56,85,17,30,0,0,auto,AM,0.19,1,6.2284,7.9075,4.9145,
541,57,22,18,0,0,0,auto,AM,0.03,1,11.5328,15.6840,9.7477,
542,57,24,18,1,0,0,auto,AM,0.56,1,9.2041,13.6529,8.4853,
543,57,25,18,2,0,0,auto,AM,3.64,1,8.6206,9.5843,5.9567,
544,57,26,18,3,0,0,auto,AM,0.48,1,8.4220,9.0538,5.6270,
545,57,33,18,4,0,0,auto,AM,0.69,1,9.4895,12.9937,8.0756,
546,57,34,18,5,0,0,auto,AM,0.70,1,7.8298,11.3501,7.0542,
547,57,35,18,6,0,0,auto,AM,5.57,1,6.6523,7.1929,4.4704,
548,57,36,18,7,0,0,auto,AM,5.67,1,7.0974,7.2824,4.5260,
549,57,37,18,8,0,0,auto,AM,0.53,1,7.3257,9.1209,5.6687,
550,57,43,18,9,0,0,auto,AM,0.74,1,9.0264,11.9672,7.4377,
551,57,44,18,10,0,0,auto,AM,1.25,1,8.1179,10.6148,6.5972,
552,57,45,18,11,0,0,auto,AM,8.06,1,5.9773,6.2338,3.8743,
553,57,46,18,12,0,0,auto,AM,1.75,1,4.1616,4.0876,2.5405,
554,57,47,18,13,0,0,auto,AM,3.75,1,3.7600,3.8269,2.3784,
555,57,53,18,14,0,0,auto,AM,0.43,1,9.2782,12.4540,7.7402,
556,57,54,18,15,0,0,auto,AM,3.14,1,6.2070,8.4334,5.2414,
557,57,55,18,16,0,0,auto,AM,18.66,1,4.9872,6.3265,3.9319,
558,57,56,18,17,0,0,auto,AM,2.53,1,4.3709,4.4695,2.7778,
559,57,63,18,19,0,0,auto,AM,0.32,1,8.6611,11.6487,7.2397,
560,57,64,18,20,0,0,auto,AM,0.69,1,7.2391,9.3321,5.8000,
561,57,65,18,21,0,0,auto,AM,2.99,1,7.0122,9.0159,5.6034,
562,57,66,18,22,0,0,auto,AM,4.54,1,5.0949,5.8966,3.6648,
563,57,67,18,23,0,0,auto,AM,0.54,1,4.5946,4.2041,2.6128,
564,57,72,18,24,0,0,auto,AM,0.04,1,11.1218,14.7473,9.1655,
565,57,73,18,25,0,0,auto,AM,0.35,1,9.0266,12.9261,8.0336,
566,57,74,18,26,0,0,auto,AM,0.57,1,8.5988,11.4729,7.1305,
567,57,75,18,27,0,0,auto,AM,1.13,1,9.3495,11.2440,6.9882,
568,57,76,18,28,0,0,auto,AM,0.49,1,6.9757,8.7851,5.4599,
569,57,77,18,29,0,0,auto,AM,0.11,1,6.7826,9.1550,5.6899,
570,57,85,18,30,0,0,auto,AM,0.07,1,9.5972,12.5389,7.7930,
571,63,22,19,0,0,0,auto,AM,0.06,1,7.8125,10.3384,6.4254,
572,63,24,19,1,0,0,auto,AM,0.59,1,6.6748,10.3944,6.4601,
573,63,25,19,2,0,0,auto,AM,2.79,1,7.2893,11.4630,7.1243,
574,63,26,19,3,0,0,auto,AM,0.27,1,7.4107,12.4407,7.7320,
575,63,33,19,4,0,0,auto,AM,1.08,1,5.7692,7.6481,4.7533,
576,63,34,19,5,0,0,auto,AM,0.80,1,5.3006,8.0916,5.0290,
577,63,35,19,6,0,0,auto,AM,4.36,1,6.7942,10.9680,6.8166,
578,63,36,19,7,0,0,auto,AM,2.99,1,9.1154,13.5521,8.4227,
579,63,37,19,8,0,0,auto,AM,0.21,1,9.3437,15.3906,9.5653,
580,63,43,19,9,0,0,auto,AM,1.36,1,5.3061,6.6217,4.1154,
581,63,44,19,10,0,0,auto,AM,1.61,1,4.7524,5.8953,3.6639,
582,63,45,19,11,0,0,auto,AM,6.59,1,6.0881,7.3440,4.5644,
583,63,46,19,12,0,0,auto,AM,0.88,1,6.7078,9.6025,5.9680,
584,63,47,19,13,0,0,auto,AM,1.27,1,7.1034,10.8338,6.7332,
585,63,53,19,14,0,0,auto,AM,0.99,1,5.3892,5.1553,3.2040,
586,63,54,19,15,0,0,auto,AM,4.70,1,2.4541,3.2153,1.9983,
587,63,55,19,16,0,0,auto,AM,16.39,1,4.2181,5.8755,3.6517,
588,63,56,19,17,0,0,auto,AM,1.27,1,5.8901,8.2194,5.1084,
589,63,57,19,18,0,0,auto,AM,0.34,1,8.7385,11.6939,7.2678,
590,63,64,19,20,0,0,auto,AM,1.16,1,2.4524,3.4965,2.1731,
591,63,65,19,21,0,0,auto,AM,2.87,1,5.4502,7.0347,4.3721,
592,63,66,19,22,0,0,auto,AM,2.55,1,5.6876,8.3854,5.2116,
593,63,67,19,23,0,0,auto,AM,0.20,1,7.7109,11.1550,6.9329,
594,63,72,19,24,0,0,auto,AM,0.11,1,2.9647,3.4998,2.1752,
595,63,73,19,25,0,0,auto,AM,0.86,1,0.8694,1.6787,1.0433,
596,63,74,19,26,0,0,auto,AM,0.96,1,6.7729,8.0371,4.9951,
597,63,75,19,27,0,0,auto,AM,1.16,1,8.5036,10.4685,6.5062,
598,63,76,19,28,0,0,auto,AM,0.32,1,7.1532,10.2130,6.3474,
599,63,77,19,29,0,0,auto,AM,0.05,1,7.3752,11.6439,7.2367,
600,63,85,19,30,0,0,auto,AM,0.07,1,8.0352,10.5578,6.5617,
601,64,22,20,0,0,0,auto,AM,0.07,1,7.1482,9.7043,6.0312,
602,64,24,20,1,0,0,auto,AM,0.85,1,5.2542,8.4472,5.2500,
603,64,25,20,2,0,0,auto,AM,4.34,1,5.8686,9.5158,5.9141,
604,64,26,20,3,0,0,auto,AM,0.44,1,5.9900,10.4936,6.5218,
605,64,33,20,4,0,0,auto,AM,1.42,1,5.1049,7.0139,4.3592,
606,64,34,20,5,0,0,auto,AM,1.18,1,3.8799,6.1445,3.8188,
607,64,35,20,6,0,0,auto,AM,6.99,1,5.3736,9.0208,5.6065,
608,64,36,20,7,0,0,auto,AM,5.07,1,7.6424,9.4846,5.8947,
609,64,37,20,8,0,0,auto,AM,0.36,1,7.8707,11.3231,7.0374,
610,64,43,20,9,0,0,auto,AM,1.74,1,4.6418,5.9875,3.7212,
611,64,44,20,10,0,0,auto,AM,2.43,1,3.7333,4.6351,2.8807,
612,64,45,20,11,0,0,auto,AM,11.06,1,4.5057,5.0671,3.1492,
613,64,46,20,12,0,0,auto,AM,1.54,1,5.0834,7.1283,4.4303,
614,64,47,20,13,0,0,auto,AM,2.27,1,5.4790,8.3596,5.1955,
615,64,53,20,14,0,0,auto,AM,1.18,1,4.8731,6.4021,3.9789,
616,64,54,20,15,0,0,auto,AM,7.50,1,1.8019,2.3815,1.4801,
617,64,55,20,16,0,0,auto,AM,29.17,1,2.5937,3.4013,2.1139,
618,64,56,20,17,0,0,auto,AM,2.30,1,4.2657,5.7453,3.5707,
619,64,57,20,18,0,0,auto,AM,0.62,1,7.1141,9.2198,5.7301,
620,64,63,20,19,0,0,auto,AM,0.97,1,2.4524,3.4965,2.1731,
621,64,65,20,21,0,0,auto,AM,5.31,1,3.6450,4.2758,2.6574,
622,64,66,20,22,0,0,auto,AM,4.70,1,4.0632,5.9113,3.6739,
623,64,67,20,23,0,0,auto,AM,0.36,1,6.0865,8.6808,5.3951,
624,64,72,20,24,0,0,auto,AM,0.12,1,3.9715,4.7769,2.9689,
625,64,73,20,25,0,0,auto,AM,1.04,1,1.8763,2.9557,1.8370,
626,64,74,20,26,0,0,auto,AM,1.54,1,4.3205,4.5406,2.8220,
627,64,75,20,27,0,0,auto,AM,2.07,1,6.6985,7.7096,4.7915,
628,64,76,20,28,0,0,auto,AM,0.58,1,5.3481,7.4541,4.6327,
629,64,77,20,29,0,0,auto,AM,0.09,1,5.7508,9.1697,5.6990,
630,64,85,20,30,0,0,auto,AM,0.12,1,6.1018,6.4464,4.0064,
631,65,22,21,0,0,0,auto,AM,0.18,1,8.3892,11.1398,6.9234,
632,65,24,21,1,0,0,auto,AM,2.45,1,6.0605,9.1086,5.6611,
633,65,25,21,2,0,0,auto,AM,13.54,1,6.6749,10.1772,6.3252,
634,65,26,21,3,0,0,auto,AM,1.47,1,6.7963,11.1550,6.9329,
635,65,33,21,4,0,0,auto,AM,3.66,1,6.3459,8.4495,5.2514,
636,65,34,21,5,0,0,auto,AM,3.33,1,4.6862,6.8059,4.2299,
637,65,35,21,6,0,0,auto,AM,22.11,1,6.1799,9.6822,6.0175,
638,65,36,21,7,0,0,auto,AM,17.57,1,7.5141,9.2371,5.7409,
639,65,37,21,8,0,0,auto,AM,1.31,1,7.7423,11.0756,6.8835,
640,65,43,21,9,0,0,auto,AM,4.29,1,5.8828,7.4230,4.6134,
641,65,44,21,10,0,0,auto,AM,6.68,1,4.9743,6.0706,3.7729,
642,65,45,21,11,0,0,auto,AM,35.87,1,4.2740,4.7394,2.9455,
643,65,46,21,12,0,0,auto,AM,5.57,1,4.9550,6.8808,4.2764,
644,65,47,21,13,0,0,auto,AM,8.59,1,5.3506,8.1121,5.0417,
645,65,53,21,14,0,0,auto,AM,2.76,1,6.1345,7.9098,4.9160,
646,65,54,21,15,0,0,auto,AM,19.47,1,3.0633,3.8892,2.4171,
647,65,55,21,16,0,0,auto,AM,100.43,1,2.4653,3.1538,1.9601,
648,65,56,21,17,0,0,auto,AM,8.85,1,4.1373,5.4977,3.4169,
649,65,57,21,18,0,0,auto,AM,2.41,1,6.9857,8.9722,5.5763,
650,65,63,21,19,0,0,auto,AM,2.16,1,5.5174,7.1045,4.4155,
651,65,64,21,20,0,0,auto,AM,4.81,1,3.6452,4.2759,2.6575,
652,65,66,21,22,0,0,auto,AM,18.75,1,3.6183,4.8314,3.0027,
653,65,67,21,23,0,0,auto,AM,1.44,1,5.9581,8.4333,5.2413,
654,65,72,21,24,0,0,auto,AM,0.26,1,7.6167,9.0528,5.6264,
655,65,73,21,25,0,0,auto,AM,2.41,1,5.5215,7.2317,4.4945,
656,65,74,21,26,0,0,auto,AM,3.98,1,3.8035,4.7118,2.9284,
657,65,75,21,27,0,0,auto,AM,7.14,1,3.1853,3.5398,2.2000,
658,65,76,21,28,0,0,auto,AM,2.21,1,1.8349,3.2843,2.0412,
659,65,77,21,29,0,0,auto,AM,0.34,1,3.9759,6.6752,4.1487,
660,65,85,21,30,0,0,auto,AM,0.40,1,3.4604,3.8887,2.4168,
661,66,22,22,0,0,0,auto,AM,0.19,1,8.4752,12.3609,7.6824,
662,66,24,22,1,0,0,auto,AM,2.76,1,6.1465,10.3298,6.4200,
663,66,25,22,2,0,0,auto,AM,16.44,1,6.7609,11.3984,7.0841,
664,66,26,22,3,0,0,auto,AM,1.94,1,6.8823,12.3761,7.6918,
665,66,33,22,4,0,0,auto,AM,3.79,1,6.4319,9.6706,6.0103,
666,66,34,22,5,0,0,auto,AM,3.64,1,4.7722,8.0270,4.9888,
667,66,35,22,6,0,0,auto,AM,26.48,1,5.4535,6.5913,4.0965,
668,66,36,22,7,0,0,auto,AM,23.55,1,6.2770,7.0867,4.4044,
669,66,37,22,8,0,0,auto,AM,1.92,1,6.5053,8.9252,5.5470,
670,66,43,22,9,0,0,auto,AM,4.29,1,5.9688,8.6442,5.3724,
671,66,44,22,10,0,0,auto,AM,6.99,1,5.0603,7.2918,4.5319,
672,66,45,22,11,0,0,auto,AM,41.88,1,4.1489,5.3737,3.3398,
673,66,46,22,12,0,0,auto,AM,7.66,1,3.7180,4.7303,2.9399,
674,66,47,22,13,0,0,auto,AM,13.18,1,4.1136,5.9616,3.7052,
675,66,53,22,14,0,0,auto,AM,2.67,1,6.2205,9.1309,5.6749,
676,66,54,22,15,0,0,auto,AM,19.21,1,3.1493,5.1103,3.1761,
677,66,55,22,16,0,0,auto,AM,110.49,1,1.9296,3.0034,1.8666,
678,66,56,22,17,0,0,auto,AM,12.92,1,1.6987,2.2112,1.3743,
679,66,57,22,18,0,0,auto,AM,3.93,1,5.0949,5.8966,3.6648,
680,66,63,22,19,0,0,auto,AM,2.06,1,5.6034,8.3257,5.1744,
681,66,64,22,20,0,0,auto,AM,4.56,1,4.1814,6.0090,3.7346,
682,66,65,22,21,0,0,auto,AM,20.11,1,3.6183,4.8314,3.0027,
683,66,67,22,23,0,0,auto,AM,2.44,1,3.5195,5.1468,3.1987,
684,66,72,22,24,0,0,auto,AM,0.25,1,8.0642,11.4242,7.1002,
685,66,73,22,25,0,0,auto,AM,2.33,1,5.9689,9.6030,5.9683,
686,66,74,22,26,0,0,auto,AM,3.93,1,5.5412,8.1498,5.0652,
687,66,75,22,27,0,0,auto,AM,7.85,1,4.2545,5.3474,3.3234,
688,66,76,22,28,0,0,auto,AM,3.23,1,1.8808,2.8884,1.7952,
689,66,77,22,29,0,0,auto,AM,0.56,1,1.6876,3.2584,2.0251,
690,66,85,22,30,0,0,auto,AM,0.47,1,4.5296,5.6963,3.5402,
691,67,22,23,0,0,0,auto,AM,0.02,1,10.4984,15.1305,9.4037,
692,67,24,23,1,0,0,auto,AM,0.29,1,8.1698,13.0993,8.1413,
693,67,25,23,2,0,0,auto,AM,1.84,1,8.7842,14.1679,8.8054,
694,67,26,23,3,0,0,auto,AM,0.23,1,8.9056,15.1457,9.4131,
695,67,33,23,4,0,0,auto,AM,0.38,1,8.4551,12.4401,7.7316,
696,67,34,23,5,0,0,auto,AM,0.37,1,6.7955,10.7966,6.7101,
697,67,35,23,6,0,0,auto,AM,2.87,1,6.8596,8.5643,5.3228,
698,67,36,23,7,0,0,auto,AM,2.80,1,7.6831,9.0597,5.6306,
699,67,37,23,8,0,0,auto,AM,0.26,1,7.9114,10.8982,6.7733,
700,67,43,23,9,0,0,auto,AM,0.42,1,7.9920,11.4137,7.0937,
701,67,44,23,10,0,0,auto,AM,0.69,1,7.0836,10.0613,6.2531,
702,67,45,23,11,0,0,auto,AM,4.35,1,5.9521,7.6464,4.7523,
703,67,46,23,12,0,0,auto,AM,0.89,1,4.9806,5.9063,3.6708,
704,67,47,23,13,0,0,auto,AM,1.80,1,4.5790,5.6455,3.5087,
705,67,53,23,14,0,0,auto,AM,0.26,1,8.2438,11.9005,7.3962,
706,67,54,23,15,0,0,auto,AM,1.85,1,5.1726,7.8799,4.8974,
707,67,55,23,16,0,0,auto,AM,10.82,1,3.9529,5.7729,3.5879,
708,67,56,23,17,0,0,auto,AM,1.41,1,2.7955,3.7197,2.3118,
709,67,57,23,18,0,0,auto,AM,0.57,1,4.5946,4.2041,2.6128,
710,67,63,23,19,0,0,auto,AM,0.20,1,7.6267,11.0952,6.8957,
711,67,64,23,20,0,0,auto,AM,0.43,1,6.2047,8.7786,5.4559,
712,67,65,23,21,0,0,auto,AM,1.89,1,5.9778,8.4623,5.2594,
713,67,66,23,22,0,0,auto,AM,2.99,1,3.5195,5.1468,3.1987,
714,67,72,23,24,0,0,auto,AM,0.02,1,10.0874,14.1937,8.8215,
715,67,73,23,25,0,0,auto,AM,0.22,1,7.9922,12.3726,7.6896,
716,67,74,23,26,0,0,auto,AM,0.38,1,7.5645,10.9194,6.7864,
717,67,75,23,27,0,0,auto,AM,0.77,1,7.7740,10.4942,6.5222,
718,67,76,23,28,0,0,auto,AM,0.35,1,5.4003,8.0352,4.9939,
719,67,77,23,29,0,0,auto,AM,0.08,1,5.2071,8.4052,5.2239,
720,67,85,23,30,0,0,auto,AM,0.05,1,8.0491,10.8430,6.7390,
721,72,22,24,0,0,0,auto,AM,0.01,1,10.2733,13.4369,8.3511,
722,72,24,24,1,0,0,auto,AM,0.10,1,9.1356,13.4929,8.3859,
723,72,25,24,2,0,0,auto,AM,0.46,1,9.7500,14.5615,9.0500,
724,72,26,24,3,0,0,auto,AM,0.04,1,9.8714,15.5392,9.6577,
725,72,33,24,4,0,0,auto,AM,0.19,1,8.2300,10.7466,6.6791,
726,72,34,24,5,0,0,auto,AM,0.14,1,7.7613,11.1901,6.9547,
727,72,35,24,6,0,0,auto,AM,0.72,1,9.2550,14.0665,8.7424,
728,72,36,24,7,0,0,auto,AM,0.49,1,11.5761,16.6506,10.3484,
729,72,37,24,8,0,0,auto,AM,0.03,1,11.8044,18.4891,11.4910,
730,72,43,24,9,0,0,auto,AM,0.24,1,7.7669,9.7202,6.0411,
731,72,44,24,10,0,0,auto,AM,0.27,1,7.2131,8.9938,5.5897,
732,72,45,24,11,0,0,auto,AM,1.08,1,8.4772,9.8439,6.1180,
733,72,46,24,12,0,0,auto,AM,0.14,1,9.0549,11.9052,7.3991,
734,72,47,24,13,0,0,auto,AM,0.21,1,9.4505,13.1365,8.1644,
735,72,53,24,14,0,0,auto,AM,0.17,1,7.8500,8.2538,5.1298,
736,72,54,24,15,0,0,auto,AM,0.76,1,4.9148,6.3138,3.9241,
737,72,55,24,16,0,0,auto,AM,2.70,1,6.5652,8.1782,5.0828,
738,72,56,24,17,0,0,auto,AM,0.21,1,8.2372,10.5221,6.5396,
739,72,57,24,18,0,0,auto,AM,0.06,1,11.0856,13.9966,8.6990,
740,72,63,24,19,0,0,auto,AM,0.15,1,2.9647,3.4998,2.1752,
741,72,64,24,20,0,0,auto,AM,0.19,1,3.9715,4.7769,2.9688,
742,72,65,24,21,0,0,auto,AM,0.49,1,7.6165,9.0527,5.6263,
743,72,66,24,22,0,0,auto,AM,0.44,1,8.0347,10.6881,6.6427,
744,72,67,24,23,0,0,auto,AM,0.03,1,10.0580,13.4577,8.3640,
745,72,73,24,25,0,0,auto,AM,0.19,1,2.0952,1.8211,1.1319,
746,72,74,24,26,0,0,auto,AM,0.18,1,8.2920,9.3175,5.7909,
747,72,75,24,27,0,0,auto,AM,0.21,1,10.6700,12.4865,7.7604,
748,72,76,24,28,0,0,auto,AM,0.06,1,9.3196,12.2309,7.6016,
749,72,77,24,29,0,0,auto,AM,0.01,1,9.7223,13.9465,8.6678,
750,72,85,24,30,0,0,auto,AM,0.01,1,10.0733,11.2232,6.9753,
751,73,22,25,0,0,0,auto,AM,0.06,1,8.1780,11.6158,7.2193,
752,73,24,25,1,0,0,auto,AM,0.64,1,7.0404,11.6717,7.2540,
753,73,25,25,2,0,0,auto,AM,3.10,1,7.6548,12.7403,7.9182,
754,73,26,25,3,0,0,auto,AM,0.30,1,7.7762,13.7181,8.5258,
755,73,33,25,4,0,0,auto,AM,1.17,1,6.1347,8.9255,5.5472,
756,73,34,25,5,0,0,auto,AM,0.88,1,5.6661,9.3690,5.8229,
757,73,35,25,6,0,0,auto,AM,4.91,1,7.1597,12.2453,7.6105,
758,73,36,25,7,0,0,auto,AM,3.47,1,9.4809,14.8294,9.2165,
759,73,37,25,8,0,0,auto,AM,0.24,1,9.7092,16.6679,10.3592,
760,73,43,25,9,0,0,auto,AM,1.47,1,5.6716,7.8990,4.9093,
761,73,44,25,10,0,0,auto,AM,1.78,1,5.1179,7.1726,4.4578,
762,73,45,25,11,0,0,auto,AM,7.60,1,6.3820,8.0228,4.9862,
763,73,46,25,12,0,0,auto,AM,1.05,1,6.9597,10.0840,6.2673,
764,73,47,25,13,0,0,auto,AM,1.55,1,7.3553,11.3153,7.0325,
765,73,53,25,14,0,0,auto,AM,1.05,1,5.7547,6.4327,3.9979,
766,73,54,25,15,0,0,auto,AM,5.34,1,2.8196,4.4927,2.7922,
767,73,55,25,16,0,0,auto,AM,19.74,1,4.4700,6.3571,3.9509,
768,73,56,25,17,0,0,auto,AM,1.58,1,6.1420,8.7010,5.4077,
769,73,57,25,18,0,0,auto,AM,0.43,1,8.9904,12.1755,7.5671,
770,73,63,25,19,0,0,auto,AM,1.00,1,0.8694,1.6787,1.0433,
771,73,64,25,20,0,0,auto,AM,1.45,1,1.8763,2.9557,1.8370,
772,73,65,25,21,0,0,auto,AM,3.72,1,5.5213,7.2315,4.4944,
773,73,66,25,22,0,0,auto,AM,3.35,1,5.9395,8.8670,5.5109,
774,73,67,25,23,0,0,auto,AM,0.26,1,7.9628,11.6365,7.2321,
775,73,72,25,24,0,0,auto,AM,0.16,1,2.0952,1.8212,1.1319,
776,73,74,25,26,0,0,auto,AM,1.41,1,6.1968,7.4964,4.6590,
777,73,75,25,27,0,0,auto,AM,1.65,1,8.5748,10.6653,6.6285,
778,73,76,25,28,0,0,auto,AM,0.44,1,7.2244,10.4098,6.4697,
779,73,77,25,29,0,0,auto,AM,0.07,1,7.6271,12.1254,7.5360,
780,73,85,25,30,0,0,auto,AM,0.11,1,7.9781,9.4021,5.8434,
781,74,22,26,0,0,0,auto,AM,0.06,1,9.9758,13.5968,8.4505,
