link_id,link_no,layer_no,from_node_id,to_node_id,from_gate_flag,to_gate_flag,link_type,link_type_name,lanes,link_distance_VDF,free_speed,cutoff_speed,fftt,capacity,allow_uses,BPR_plf,BPR_alpha,BPR_beta,QVDF_qdf,QVDF_alpha,QVDF_beta,QVDF_cd,QVDF_n,geometry
4279,4279,0,1629,1465,-1,-1,5,tertiary,0,0.010404,48.000000,40.799999,0.013005,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4768149 42.4431571, -76.4766172 42.4431928)",
4280,4280,0,167,1451,-1,-1,3,primary,0,0.056053,48.000000,40.799999,0.070067,1800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4757850 42.4433350, -76.4753581 42.4434171, -76.4750664 42.4434817, -76.4748280 42.4435434, -76.4747364 42.4435705)",
4281,4281,0,1451,167,-1,-1,3,primary,0,0.056053,48.000000,40.799999,0.070067,1800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4747364 42.4435705, -76.4748280 42.4435434, -76.4750664 42.4434817, -76.4753581 42.4434171, -76.4757850 42.4433350)",
4282,4282,0,620,469,-1,-1,15,unclassified,0,0.002902,30.000000,25.500000,0.005805,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4996362 42.4216545, -76.4996902 42.4216416)",
4283,4283,0,1413,475,-1,-1,5,tertiary,0,0.023493,40.000000,34.000000,0.035239,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4969098 42.4560487, -76.4969690 42.4561070, -76.4971820 42.4563230)",
4284,4284,0,475,1413,-1,-1,5,tertiary,0,0.023493,40.000000,34.000000,0.035239,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4971820 42.4563230, -76.4969690 42.4561070, -76.4969098 42.4560487)",
4285,4285,0,1342,1820,-1,-1,6,residential,0,0.036159,30.000000,25.500000,0.072318,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5274709 42.4256348, -76.5268979 42.4255776, -76.5267702 42.4255640)",
4286,4286,0,1820,1342,-1,-1,6,residential,0,0.036159,30.000000,25.500000,0.072318,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5267702 42.4255640, -76.5268979 42.4255776, -76.5274709 42.4256348)",
4287,4287,0,1820,122,-1,-1,6,residential,0,0.226731,30.000000,25.500000,0.453462,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5267702 42.4255640, -76.5265988 42.4255020, -76.5263737 42.4253609, -76.5262925 42.4253270, -76.5261942 42.4253189, -76.5247956 42.4253422, -76.5246534 42.4253593, -76.5245353 42.4254119, -76.5239961 42.4258487, -76.5236080 42.4261512, -76.5235386 42.4262342, -76.5235057 42.4263319, -76.5235053 42.4264481, -76.5235279 42.4265547, -76.5235934 42.4266494)",
4288,4288,0,122,1820,-1,-1,6,residential,0,0.226731,30.000000,25.500000,0.453462,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5235934 42.4266494, -76.5235279 42.4265547, -76.5235053 42.4264481, -76.5235057 42.4263319, -76.5235386 42.4262342, -76.5236080 42.4261512, -76.5239961 42.4258487, -76.5245353 42.4254119, -76.5246534 42.4253593, -76.5247956 42.4253422, -76.5261942 42.4253189, -76.5262925 42.4253270, -76.5263737 42.4253609, -76.5265988 42.4255020, -76.5267702 42.4255640)",
4289,4289,0,1821,1820,-1,-1,6,residential,0,0.032971,30.000000,25.500000,0.065942,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5265750 42.4260194, -76.5267702 42.4255640)",
4290,4290,0,1820,1821,-1,-1,6,residential,0,0.032971,30.000000,25.500000,0.065942,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5267702 42.4255640, -76.5265750 42.4260194)",
4291,4291,0,798,1822,-1,-1,15,unclassified,0,0.009422,30.000000,25.500000,0.018844,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4887965 42.4861948, -76.4886255 42.4862459)",
4292,4292,0,1822,798,-1,-1,15,unclassified,0,0.009422,30.000000,25.500000,0.018844,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4886255 42.4862459, -76.4887965 42.4861948)",
4293,4293,0,1823,1512,-1,-1,6,residential,0,0.023207,30.000000,25.500000,0.046414,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4785908 42.4891957, -76.4785998 42.4888595)",
4294,4294,0,1512,1823,-1,-1,6,residential,0,0.023207,30.000000,25.500000,0.046414,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4785998 42.4888595, -76.4785908 42.4891957)",
4295,4295,0,1512,1089,-1,-1,6,residential,0,0.029155,30.000000,25.500000,0.058310,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4785998 42.4888595, -76.4786080 42.4885238, -76.4786164 42.4884373)",
4296,4296,0,1089,1512,-1,-1,6,residential,0,0.029155,30.000000,25.500000,0.058310,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4786164 42.4884373, -76.4786080 42.4885238, -76.4785998 42.4888595)",
4297,4297,0,1818,1119,-1,-1,6,residential,0,0.010454,30.000000,25.500000,0.020907,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5392367 42.4448138, -76.5393769 42.4447035)",
4298,4298,0,1119,1818,-1,-1,6,residential,0,0.010454,30.000000,25.500000,0.020907,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5393769 42.4447035, -76.5392367 42.4448138)",
4299,4299,0,1290,1824,-1,-1,4,secondary,0,0.345538,72.000000,61.200001,0.287948,1600.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5196272 42.4577512, -76.5198650 42.4580410, -76.5200260 42.4582070, -76.5201420 42.4583270, -76.5201760 42.4583630, -76.5203830 42.4585750, -76.5206990 42.4589080, -76.5209140 42.4591580, -76.5217950 42.4603120, -76.5222310 42.4608920, -76.5225430 42.4612970, -76.5228820 42.4617240, -76.5231210 42.4620330)",
4300,4300,0,1824,1290,-1,-1,4,secondary,0,0.345538,72.000000,61.200001,0.287948,1600.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5231210 42.4620330, -76.5228820 42.4617240, -76.5225430 42.4612970, -76.5222310 42.4608920, -76.5217950 42.4603120, -76.5209140 42.4591580, -76.5206990 42.4589080, -76.5203830 42.4585750, -76.5201760 42.4583630, -76.5201420 42.4583270, -76.5200260 42.4582070, -76.5198650 42.4580410, -76.5196272 42.4577512)",
4301,4301,0,1824,1722,-1,-1,4,secondary,0,0.539273,72.000000,61.200001,0.449394,1600.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5231210 42.4620330, -76.5236830 42.4627370, -76.5243080 42.4635750, -76.5250500 42.4646950, -76.5254030 42.4652080, -76.5262170 42.4663320, -76.5266610 42.4669840, -76.5277870 42.4687650, -76.5279282 42.4689855)",
4302,4302,0,1722,1824,-1,-1,4,secondary,0,0.539273,72.000000,61.200001,0.449394,1600.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5279282 42.4689855, -76.5277870 42.4687650, -76.5266610 42.4669840, -76.5262170 42.4663320, -76.5254030 42.4652080, -76.5250500 42.4646950, -76.5243080 42.4635750, -76.5236830 42.4627370, -76.5231210 42.4620330)",
4303,4303,0,1599,856,-1,-1,6,residential,0,0.348701,30.000000,25.500000,0.697402,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4646620 42.4728310, -76.4654560 42.4728120, -76.4655290 42.4728070, -76.4660695 42.4727942, -76.4663330 42.4727880, -76.4663900 42.4727910, -76.4664690 42.4728080, -76.4665410 42.4728390, -76.4666380 42.4729050, -76.4666776 42.4729687, -76.4668255 42.4732015, -76.4668313 42.4732162, -76.4668784 42.4732919, -76.4671354 42.4737055, -76.4672320 42.4738610, -76.4672677 42.4739144, -76.4672953 42.4739458, -76.4673310 42.4739821, -76.4673795 42.4740057, -76.4674427 42.4740261, -76.4675222 42.4740345, -76.4676312 42.4740346, -76.4679490 42.4740296, -76.4681462 42.4740232, -76.4684429 42.4740167, -76.4685861 42.4740129, -76.4690704 42.4739982, -76.4692680 42.4739865, -76.4693589 42.4739845, -76.4695670 42.4739800, -76.4696898 42.4739783, -76.4697090 42.4739780, -76.4699875 42.4739733, -76.4701545 42.4739705, -76.4704656 42.4739652, -76.4704985 42.4739646)",
4304,4304,0,856,1599,-1,-1,6,residential,0,0.348701,30.000000,25.500000,0.697402,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4704985 42.4739646, -76.4704656 42.4739652, -76.4701545 42.4739705, -76.4699875 42.4739733, -76.4697090 42.4739780, -76.4696898 42.4739783, -76.4695670 42.4739800, -76.4693589 42.4739845, -76.4692680 42.4739865, -76.4690704 42.4739982, -76.4685861 42.4740129, -76.4684429 42.4740167, -76.4681462 42.4740232, -76.4679490 42.4740296, -76.4676312 42.4740346, -76.4675222 42.4740345, -76.4674427 42.4740261, -76.4673795 42.4740057, -76.4673310 42.4739821, -76.4672953 42.4739458, -76.4672677 42.4739144, -76.4672320 42.4738610, -76.4671354 42.4737055, -76.4668784 42.4732919, -76.4668313 42.4732162, -76.4668255 42.4732015, -76.4666776 42.4729687, -76.4666380 42.4729050, -76.4665410 42.4728390, -76.4664690 42.4728080, -76.4663900 42.4727910, -76.4663330 42.4727880, -76.4660695 42.4727942, -76.4655290 42.4728070, -76.4654560 42.4728120, -76.4646620 42.4728310)",
4305,4305,0,1657,1002,-1,-1,5,tertiary,0,0.081361,40.000000,34.000000,0.122042,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4799440 42.4842770, -76.4798600 42.4841720, -76.4797970 42.4840700, -76.4797500 42.4839620, -76.4797170 42.4838540, -76.4797045 42.4837714, -76.4797000 42.4837420, -76.4796990 42.4836300, -76.4797039 42.4835928, -76.4797140 42.4835170, -76.4797450 42.4834080, -76.4798307 42.4831717, -76.4798341 42.4831624, -76.4798399 42.4831463)",
4306,4306,0,1002,1657,-1,-1,5,tertiary,0,0.081361,40.000000,34.000000,0.122042,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4798399 42.4831463, -76.4798341 42.4831624, -76.4798307 42.4831717, -76.4797450 42.4834080, -76.4797140 42.4835170, -76.4797039 42.4835928, -76.4796990 42.4836300, -76.4797000 42.4837420, -76.4797045 42.4837714, -76.4797170 42.4838540, -76.4797500 42.4839620, -76.4797970 42.4840700, -76.4798600 42.4841720, -76.4799440 42.4842770)",
4307,4307,0,1247,1770,-1,-1,6,residential,0,0.032070,30.000000,25.500000,0.064139,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4709667 42.4899849, -76.4715940 42.4899646)",
4308,4308,0,1770,1247,-1,-1,6,residential,0,0.032070,30.000000,25.500000,0.064139,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4715940 42.4899646, -76.4709667 42.4899849)",
4309,4309,0,1770,1513,-1,-1,6,residential,0,0.226563,30.000000,25.500000,0.453126,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4715940 42.4899646, -76.4744475 42.4898880, -76.4753810 42.4898630, -76.4760272 42.4898507)",
4310,4310,0,1513,1770,-1,-1,6,residential,0,0.226563,30.000000,25.500000,0.453126,1000.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4760272 42.4898507, -76.4753810 42.4898630, -76.4744475 42.4898880, -76.4715940 42.4899646)",
4311,4311,0,1651,969,-1,-1,5,tertiary,0,0.008745,48.000000,40.799999,0.010931,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4899165 42.4912849, -76.4899493 42.4914093)",
4312,4312,0,969,1651,-1,-1,5,tertiary,0,0.008745,48.000000,40.799999,0.010931,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4899493 42.4914093, -76.4899165 42.4912849)",
4313,4313,0,969,1815,-1,-1,5,tertiary,0,0.016445,48.000000,40.799999,0.020556,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4899493 42.4914093, -76.4899564 42.4914429, -76.4899993 42.4916447)",
4314,4314,0,1815,969,-1,-1,5,tertiary,0,0.016445,48.000000,40.799999,0.020556,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4899993 42.4916447, -76.4899564 42.4914429, -76.4899493 42.4914093)",
4315,4315,0,1815,1614,-1,-1,5,tertiary,0,0.038999,48.000000,40.799999,0.048749,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4899993 42.4916447, -76.4900201 42.4917428, -76.4900331 42.4918043, -76.4900816 42.4922063)",
4316,4316,0,1614,1815,-1,-1,5,tertiary,0,0.038999,48.000000,40.799999,0.048749,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4900816 42.4922063, -76.4900331 42.4918043, -76.4900201 42.4917428, -76.4899993 42.4916447)",
4317,4317,0,264,1293,-1,-1,5,tertiary,0,0.063120,40.000000,34.000000,0.094680,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5017660 42.4403180, -76.5017699 42.4403996, -76.5018076 42.4411626, -76.5018110 42.4412320)",
4318,4318,0,1293,264,-1,-1,5,tertiary,0,0.063120,40.000000,34.000000,0.094680,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5018110 42.4412320, -76.5018076 42.4411626, -76.5017699 42.4403996, -76.5017660 42.4403180)",
4319,4319,0,1029,1309,-1,-1,2,trunk,0,0.014873,48.000000,40.799999,0.018591,2200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5101800 42.4384880, -76.5100924 42.4383418, -76.5100620 42.4382910)",
4320,4320,0,264,776,-1,-1,2,trunk,0,0.112710,48.000000,40.799999,0.140887,2200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5017660 42.4403180, -76.5018758 42.4403146, -76.5025241 42.4402943, -76.5027523 42.4402871, -76.5038655 42.4402522, -76.5039690 42.4402490)",
4321,4321,0,776,269,-1,-1,2,trunk,0,0.113039,48.000000,40.799999,0.141299,2200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5039690 42.4402490, -76.5040817 42.4402459, -76.5052080 42.4402150, -76.5060840 42.4401870, -76.5061787 42.4401835)",
4322,4322,0,1489,1143,-1,-1,2,trunk,0,0.014891,48.000000,40.799999,0.018614,2200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4951579 42.4404885, -76.4952486 42.4405077, -76.4953400 42.4405208, -76.4954438 42.4405249)",
4323,4323,0,1260,1262,-1,-1,15,unclassified,0,0.115084,30.000000,25.500000,0.230168,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5036696 42.4342780, -76.5035481 42.4342730, -76.5035010 42.4342710, -76.5032100 42.4342970, -76.5027130 42.4343580, -76.5020940 42.4344470, -76.5018830 42.4344900, -76.5015691 42.4345812, -76.5014770 42.4346080)",
4324,4324,0,1262,1260,-1,-1,15,unclassified,0,0.115084,30.000000,25.500000,0.230168,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5014770 42.4346080, -76.5015691 42.4345812, -76.5018830 42.4344900, -76.5020940 42.4344470, -76.5027130 42.4343580, -76.5032100 42.4342970, -76.5035010 42.4342710, -76.5035481 42.4342730, -76.5036696 42.4342780)",
4325,4325,0,1262,937,-1,-1,15,unclassified,0,0.055283,30.000000,25.500000,0.110566,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5014770 42.4346080, -76.5013943 42.4346346, -76.5004850 42.4349270)",
4326,4326,0,937,1262,-1,-1,15,unclassified,0,0.055283,30.000000,25.500000,0.110566,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5004850 42.4349270, -76.5013943 42.4346346, -76.5014770 42.4346080)",
4327,4327,0,937,1257,-1,-1,15,unclassified,0,0.093443,30.000000,25.500000,0.186886,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5004850 42.4349270, -76.5002800 42.4349970, -76.4997400 42.4351940, -76.4990140 42.4354510, -76.4988913 42.4354842, -76.4988302 42.4355007)",
4328,4328,0,1257,937,-1,-1,15,unclassified,0,0.093443,30.000000,25.500000,0.186886,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4988302 42.4355007, -76.4988913 42.4354842, -76.4990140 42.4354510, -76.4997400 42.4351940, -76.5002800 42.4349970, -76.5004850 42.4349270)",
4329,4329,0,1825,1260,-1,-1,5,tertiary,0,0.004556,40.000000,34.000000,0.006833,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5036660 42.4342120, -76.5036696 42.4342780)",
4330,4330,0,1260,1825,-1,-1,5,tertiary,0,0.004556,40.000000,34.000000,0.006833,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5036696 42.4342780, -76.5036660 42.4342120)",
4331,4331,0,655,827,-1,-1,5,tertiary,0,0.012020,40.000000,34.000000,0.018030,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4963460 42.4521010, -76.4964619 42.4520971, -76.4965810 42.4520930)",
4332,4332,0,827,655,-1,-1,5,tertiary,0,0.012020,40.000000,34.000000,0.018030,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4965810 42.4520930, -76.4964619 42.4520971, -76.4963460 42.4521010)",
4333,4333,0,827,1551,-1,-1,5,tertiary,0,0.049242,40.000000,34.000000,0.073863,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4965810 42.4520930, -76.4966617 42.4520901, -76.4966809 42.4520894, -76.4973230 42.4520660, -76.4974427 42.4520595, -76.4975430 42.4520540)",
4334,4334,0,1551,827,-1,-1,5,tertiary,0,0.049242,40.000000,34.000000,0.073863,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4975430 42.4520540, -76.4974427 42.4520595, -76.4973230 42.4520660, -76.4966809 42.4520894, -76.4966617 42.4520901, -76.4965810 42.4520930)",
4335,4335,0,1188,692,-1,-1,15,unclassified,0,0.074438,30.000000,25.500000,0.148875,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5007466 42.4484169, -76.5007697 42.4487051, -76.5007825 42.4489184, -76.5008102 42.4493810, -76.5008109 42.4493985, -76.5008140 42.4494943)",
4336,4336,0,692,1188,-1,-1,15,unclassified,0,0.074438,30.000000,25.500000,0.148875,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5008140 42.4494943, -76.5008109 42.4493985, -76.5008102 42.4493810, -76.5007825 42.4489184, -76.5007697 42.4487051, -76.5007466 42.4484169)",
4337,4337,0,255,1188,-1,-1,5,tertiary,0,0.005388,40.000000,34.000000,0.008083,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5007395 42.4483390, -76.5007466 42.4484169)",
4338,4338,0,1188,255,-1,-1,5,tertiary,0,0.005388,40.000000,34.000000,0.008083,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5007466 42.4484169, -76.5007395 42.4483390)",
4339,4339,0,697,1226,-1,-1,15,unclassified,0,0.032032,30.000000,25.500000,0.064065,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5058410 42.4338030, -76.5058454 42.4338898, -76.5058580 42.4341360, -76.5058312 42.4342654)",
4340,4340,0,1226,697,-1,-1,15,unclassified,0,0.032032,30.000000,25.500000,0.064065,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5058312 42.4342654, -76.5058580 42.4341360, -76.5058454 42.4338898, -76.5058410 42.4338030)",
4341,4341,0,991,480,-1,-1,15,unclassified,0,0.179329,30.000000,25.500000,0.358658,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5152349 42.4388858, -76.5159441 42.4364978, -76.5159684 42.4363454)",
4342,4342,0,480,991,-1,-1,15,unclassified,0,0.179329,30.000000,25.500000,0.358658,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.5159684 42.4363454, -76.5159441 42.4364978, -76.5152349 42.4388858)",
4343,4343,0,641,1117,-1,-1,5,tertiary,0,0.125886,40.000000,34.000000,0.188828,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4961050 42.4484660, -76.4961105 42.4485508, -76.4962197 42.4502217, -76.4962240 42.4502880)",
4344,4344,0,1117,641,-1,-1,5,tertiary,0,0.125886,40.000000,34.000000,0.188828,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4962240 42.4502880, -76.4962197 42.4502217, -76.4961105 42.4485508, -76.4961050 42.4484660)",
4345,4345,0,1117,577,-1,-1,5,tertiary,0,0.075761,40.000000,34.000000,0.113642,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4962240 42.4502880, -76.4962297 42.4503741, -76.4962910 42.4512970, -76.4962966 42.4513845)",
4346,4346,0,577,1117,-1,-1,5,tertiary,0,0.075761,40.000000,34.000000,0.113642,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4962966 42.4513845, -76.4962910 42.4512970, -76.4962297 42.4503741, -76.4962240 42.4502880)",
4347,4347,0,577,655,-1,-1,5,tertiary,0,0.049509,40.000000,34.000000,0.074264,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4962966 42.4513845, -76.4963006 42.4514580, -76.4963397 42.4520091, -76.4963409 42.4520266, -76.4963460 42.4521010)",
4348,4348,0,655,577,-1,-1,5,tertiary,0,0.049509,40.000000,34.000000,0.074264,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4963460 42.4521010, -76.4963409 42.4520266, -76.4963397 42.4520091, -76.4963006 42.4514580, -76.4962966 42.4513845)",
4349,4349,0,641,1473,-1,-1,15,unclassified,0,0.062704,30.000000,25.500000,0.125407,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4961050 42.4484660, -76.4960011 42.4484689, -76.4959660 42.4484699, -76.4950092 42.4484964, -76.4949882 42.4484970, -76.4948790 42.4485000)",
4350,4350,0,1473,641,-1,-1,15,unclassified,0,0.062704,30.000000,25.500000,0.125407,800.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4948790 42.4485000, -76.4949882 42.4484970, -76.4950092 42.4484964, -76.4959660 42.4484699, -76.4960011 42.4484689, -76.4961050 42.4484660)",
4351,4351,0,1436,1443,-1,-1,5,tertiary,0,0.007502,40.000000,34.000000,0.011252,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4958145 42.4433333, -76.4958205 42.4434419)",
4352,4352,0,1443,1436,-1,-1,5,tertiary,0,0.007502,40.000000,34.000000,0.011252,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4958205 42.4434419, -76.4958145 42.4433333)",
4353,4353,0,997,1019,-1,-1,5,tertiary,0,0.072691,40.000000,34.000000,0.109037,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4775519 42.4378339, -76.4775532 42.4378978, -76.4775928 42.4388868)",
4354,4354,0,1019,997,-1,-1,5,tertiary,0,0.072691,40.000000,34.000000,0.109037,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4775928 42.4388868, -76.4775532 42.4378978, -76.4775519 42.4378339)",
4355,4355,0,1019,786,-1,-1,5,tertiary,0,0.065954,40.000000,34.000000,0.098931,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4775928 42.4388868, -76.4775962 42.4389547, -76.4776270 42.4398422)",
4356,4356,0,786,1019,-1,-1,5,tertiary,0,0.065954,40.000000,34.000000,0.098931,1200.000000,auto,1.000000,0.150000,4.000000,-1.000000,0.272877,4.000000,0.954946,1.141574,"LINESTRING (-76.4776270 42.4398422, -76.4775962 42.4389547, -76.4775928 42.4388868)",
