first_column,agent_id,o_zone_id,d_zone_id,OD_key,path_id,activity_zone_sequence,activity_agent_type_sequence,display_code,impacted_flag,info_receiving_flag,diverted_flag,agent_type_no,agent_type,PCE_unit,demand_period,volume,toll,departure_time,dt_hhmm,departure_time_in_1min,departure_time_in_5_min,travel_time,distance_mile,speed_mph,waiting_time,max_link_waiting_time,max_wait_link,
,0,22,25,22->25,0,,,0,0,0,0,1,auto,1,AM,1,0,476.1707,T0756,476,475,10.4085,9.4425,0.4,0.1,,
,1,22,35,22->35,0,,,0,0,0,0,1,auto,1,AM,1,0,432.6998,T0712,432,430,10.2835,9.1348,0.7,0.1,1650->1029,
,2,22,36,22->36,0,,,0,0,0,0,1,auto,1,AM,1,0,459.4609,T0739,459,455,13.2558,10.7409,1.2,0.2,519->1566,
,3,22,45,22->45,1,,,0,0,0,0,1,auto,1,AM,1,0,471.5822,T0751,471,470,9.4970,6.8747,0.6,0.1,330->329,
,4,22,54,22->54,0,,,0,0,0,0,1,auto,1,AM,1,0,481.9332,T0801,481,480,5.5335,4.5242,0.0,0.0,,
,5,22,55,22->55,0,,,0,0,0,0,1,auto,1,AM,1,0,479.7233,T0759,479,475,7.2517,6.1904,0.0,0.0,,
,6,22,55,22->55,0,,,0,0,0,0,1,auto,1,AM,1,0,483.3777,T0803,483,480,7.2306,6.1904,0.0,0.0,,
,7,24,25,24->25,0,,,0,0,0,0,1,auto,1,AM,1,0,425.0167,T0705,425,425,5.6333,5.2955,0.6,0.3,44->43,
,8,24,25,24->25,0,,,0,0,0,0,1,auto,1,AM,1,0,431.0333,T0711,431,430,5.4333,5.2955,0.3,0.1,1643->1171,
,9,24,25,24->25,0,,,0,0,0,0,1,auto,1,AM,1,0,437.0000,T0716,437,435,5.6500,5.2955,0.6,0.1,98->639,
,10,24,25,24->25,0,,,0,0,0,0,1,auto,1,AM,1,0,443.0167,T0723,443,440,5.5500,5.2955,0.5,0.1,,
,11,24,25,24->25,0,,,0,0,0,0,1,auto,1,AM,1,0,449.0333,T0729,449,445,5.5833,5.2955,0.3,0.1,,
,12,24,25,24->25,0,,,0,0,0,0,1,auto,1,AM,1,0,455.0000,T0734,455,455,5.8167,5.2955,0.7,0.2,1643->1171,
,13,24,25,24->25,0,,,0,0,0,0,1,auto,1,AM,1,0,461.0167,T0741,461,460,5.6167,5.2955,0.5,0.2,44->43,
,14,24,25,24->25,0,,,0,0,0,0,1,auto,1,AM,1,0,467.0333,T0747,467,465,5.2000,5.2955,0.2,0.1,,
,15,24,25,24->25,0,,,0,0,0,0,1,auto,1,AM,1,0,473.0000,T0753,473,470,5.3333,5.2955,0.3,0.1,44->43,
,16,24,25,24->25,0,,,0,0,0,0,1,auto,1,AM,1,0,479.0167,T0759,479,475,5.0333,5.2955,0.0,0.0,,
,17,24,26,24->26,0,,,0,0,0,0,1,auto,1,AM,1,0,478.7200,T0758,478,475,5.1842,5.9031,0.1,0.0,,
,18,24,33,24->33,0,,,0,0,0,0,1,auto,1,AM,1,0,474.9294,T0754,474,470,7.3873,7.0264,0.1,0.1,,
,19,24,33,24->33,0,,,0,0,0,0,1,auto,1,AM,1,0,428.5768,T0708,428,425,7.8899,7.0264,0.5,0.1,,
,20,24,34,24->34,0,,,0,0,0,0,1,auto,1,AM,1,0,473.6817,T0753,473,470,1.5267,1.4312,0.1,0.0,,
,21,24,34,24->34,0,,,0,0,0,0,1,auto,1,AM,1,0,446.2628,T0726,446,445,1.5372,1.4312,0.1,0.0,,
,22,24,35,24->35,0,,,0,0,0,0,1,auto,1,AM,1,0,425.0167,T0705,425,425,5.2167,4.9878,0.6,0.3,44->43,
,23,24,35,24->35,0,,,0,0,0,0,1,auto,1,AM,1,0,430.0333,T0710,430,430,5.1167,4.9878,0.3,0.1,,
,24,24,35,24->35,0,,,0,0,0,0,1,auto,1,AM,1,0,435.0000,T0715,435,435,5.3333,4.9878,0.8,0.3,418->1691,
,25,24,35,24->35,0,,,0,0,0,0,1,auto,1,AM,1,0,440.0167,T0720,440,440,4.8000,4.9878,0.2,0.1,,
,26,24,35,24->35,0,,,0,0,0,0,1,auto,1,AM,1,0,445.0333,T0725,445,445,4.8667,4.9878,0.3,0.1,,
,27,24,35,24->35,0,,,0,0,0,0,1,auto,1,AM,1,0,450.0000,T0730,450,450,5.0000,4.9878,0.4,0.1,1650->1029,
