  density,   flow,      speed,      queue
   0.00000,   8.06121,  60.00484,  -0.00000
   0.00000,   2.04937,  60.00509,  -0.00000
   0.00000,  -2.01875,  60.00640,  -0.00000
   0.00000,  -4.03236,  60.00772,  -0.00000
   0.00000,   0.19281,  60.00801,  -0.00000
   0.00000,   9.71219,  60.00717,  -0.00000
   0.00000,  14.64353,  60.00632,  -0.00000
   0.00000,  14.53322,  60.00607,  -0.00000
   0.00000,  12.37693,  60.00658,  -0.00000
   0.00000,   8.07426,  60.00821,  -0.00000
   0.00000,   8.71494,  60.00948,  -0.00000
   0.00000,  16.06533,  60.00987,  -0.00000
   0.00000,  23.66077,  60.00933,  -0.00000
   0.00000,  28.72671,  60.00875,  -0.00000
   0.00000,  31.66084,  60.00804,  -0.00000
   0.00000,  29.61257,  60.00804,  -0.00000
   0.00000,  27.34120,  60.00776,  -0.00000
   0.00000,  20.63977,  60.00683,  -0.00000
   0.00000,  18.49778,  60.00577,  -0.00000
   0.00000,  13.90219,  60.00545,  -0.00000
   0.00000,   4.81300,  60.00680,  -0.00000
   0.00000,  -0.86131,  60.00846,  -0.00000
   0.00000,  -1.49096,  60.00965,  -0.00000
  -0.00000,   2.78904,  60.00990,  -0.00000
  -0.00000,  10.60314,  60.00875,  -0.00000
   0.00000,  15.55684,  60.00735,  -0.00000
   0.00000,  16.46086,  60.00647,  -0.00000
   0.00000,  12.10644,  60.00669,  -0.00000
   0.00000,   8.98387,  60.00735,  -0.00000
   0.00000,  14.13786,  60.00820,  -0.00000
   0.00000,  23.45427,  60.00735,  -0.00000
   0.00000,  32.85355,  60.00622,  -0.00000
   0.00000,  39.92682,  60.00571,  -0.00000
   0.00000,  39.17211,  60.00592,  -0.00000
  -0.00000,  35.90854,  60.00664,  -0.00000
  -0.00000,  31.95440,  60.00733,  -0.00000
   0.00000,  32.80611,  60.00748,  -0.00000
   0.00000,  34.52022,  60.00723,  -0.00000
   0.00000,  34.44567,  60.00765,  -0.00000
   0.00000,  32.93950,  60.00850,  -0.00000
   0.00000,  31.50868,  60.00962,  -0.00000
  -0.00000,  34.64432,  60.01004,  -0.00000
  -0.00000,  39.60552,  60.00927,  -0.00000
   0.00000,  43.47909,  60.00780,  -0.00000
   0.00000,  40.43978,  60.00666,  -0.00000
   0.00000,  34.28395,  60.00681,  -0.00000
   0.00000,  27.02948,  60.00814,  -0.00000
  -0.00000,  23.48678,  60.00984,  -0.00000
  -0.00000,  27.59363,  60.01043,  -0.00000
  -0.00000,  35.97077,  60.00972,  -0.00000
  -0.00000,  43.26456,  60.00790,  -0.00000
  -0.00000,  44.86445,  60.00674,  -0.00000
  -0.00000,  40.47997,  60.00646,  -0.00000
  -0.00000,  32.05980,  60.00640,  -0.00000
   0.00000,  27.24406,  60.00653,  -0.00000
   0.00000,  25.89056,  60.00602,  -0.00000
   0.00000,  23.40868,  60.00585,  -0.00000
   0.00000,  22.06348,  60.00605,  -0.00000
   0.00000,  18.76259,  60.00713,  -0.00000
   0.00000,  17.93409,  60.00822,  -0.00000
   0.00000,  18.86258,  60.00904,  -0.00000
   0.00000,  23.05548,  60.00892,  -0.00000
   0.00000,  26.56772,  60.00819,  -0.00000
   0.00000,  27.50817,  60.00784,  -0.00000
   0.00000,  25.61431,  60.00827,  -0.00000
   0.00000,  26.18760,  60.00929,   0.00000
  -0.00000,  28.40155,  60.00982,   0.00000
  -0.00000,  35.24625,  60.00919,   0.00000
  -0.00000,  43.29219,  60.00769,   0.00000
  -0.00000,  46.52048,  60.00578,   0.00000
  -0.00000,  42.81192,  60.00466,   0.00000
  -0.00000,  31.83462,  60.00474,  -0.00000
  -0.00000,  22.85687,  60.00553,  -0.00000
  -0.00000,  18.57783,  60.00617,  -0.00000
  -0.00000,  16.72863,  60.00673,  -0.00000
  -0.00000,  19.43714,  60.00638,   0.00000
  -0.00000,  20.41905,  60.00620,   0.00000
  -0.00000,  22.27480,  60.00614,   0.00000
  -0.00000,  20.64797,  60.00650,   0.00000
  -0.00000,  20.84726,  60.00647,   0.00000
  -0.00000,  24.09570,  60.00574,   0.00000
  -0.00000,  25.27856,  60.00486,   0.00000
   0.00000,  24.15716,  60.00468,   0.00000
   0.00000,  25.30447,  60.00566,   0.00000
  -0.00000,  23.80453,  60.00719,   0.00000
  -0.00000,  26.69543,  60.00843,   0.00000
  -0.00000,  36.85751,  60.00855,  -0.00000
  -0.00000,  44.50396,  60.00785,  -0.00000
  -0.00000,  47.62053,  60.00705,  -0.00000
  -0.00000,  44.81206,  60.00661,  -0.00000
  -0.00000,  37.81170,  60.00766,  -0.00000
  -0.00000,  31.94126,  60.00903,  -0.00000
   0.00000,  28.55820,  60.00998,  -0.00000
   0.00000,  31.95717,  60.00953,  -0.00000
   0.00000,  34.21252,  60.00874,  -0.00000
   0.00000,  31.22802,  60.00830,  -0.00000
  -0.00000,  25.48409,  60.00853,  -0.00000
  -0.00000,  19.23222,  60.00913,  -0.00000
  -0.00000,  12.14303,  60.00953,  -0.00000
  -0.00000,  12.66415,  60.00922,  -0.00000
   0.00000,  14.46676,  60.00862,  -0.00000
   0.00000,  14.71288,  60.00865,  -0.00000
  -0.00000,  14.07564,  60.00907,  -0.00000
  -0.00000,  14.47736,  60.00948,  -0.00000
  -0.00000,  20.27150,  60.00884,  -0.00000
  -0.00000,  27.30977,  60.00709,  -0.00000
  -0.00000,  32.34452,  60.00455,  -0.00000
   0.00000,  29.34091,  60.00239,  -0.00000
   0.00000,  21.28870,  60.00196,  -0.00000
   0.00000,  11.51336,  60.00303,  -0.00000
   0.00000,   5.10392,  60.00469,  -0.00000
   0.00000,   7.71898,  60.00554,  -0.00000
   0.00000,  14.50963,  60.00545,  -0.00000
   0.00000,  20.77118,  60.00484,  -0.00000
   0.00000,  20.94144,  60.00482,  -0.00000
   0.00000,  17.44372,  60.00540,  -0.00000
  -0.00000,  15.96051,  60.00567,  -0.00000
   0.00000,  16.03701,  60.00594,  -0.00000
   0.00000,  19.53848,  60.00552,  -0.00000
   0.00000,  24.52004,  60.00510,   0.00000
   0.00000,  26.27775,  60.00482,   0.00000
   0.00000,  25.75955,  60.00523,   0.00000
  -0.00000,  27.42892,  60.00549,   0.00000
  -0.00000,  28.65158,  60.00538,  -0.00000
  -0.00000,  31.30198,  60.00431,  -0.00000
  -0.00000,  28.09161,  60.00289,  -0.00000
  -0.00000,  24.05098,  60.00249,  -0.00000
  -0.00000,  16.70241,  60.00328,  -0.00000
  -0.00000,   8.15631,  60.00473,  -0.00000
  -0.00000,   6.03961,  60.00575,  -0.00000
  -0.00000,  10.54797,  60.00544,  -0.00000
   0.00000,  16.09635,  60.00436,  -0.00000
   0.00000,  17.61744,  60.00323,  -0.00000
   0.00000,  13.40612,  60.00290,  -0.00000
   0.00000,   5.27895,  60.00373,  -0.00000
   0.00000,  -0.71231,  60.00492,  -0.00000
   0.00000,  -0.49531,  60.00579,  -0.00000
   0.00000,   5.26838,  60.00688,  -0.00000
   0.00000,  12.27019,  60.00711,  -0.00000
   0.00000,  17.22099,  60.00753,  -0.00000
  -0.00000,  24.00752,  60.00809,  -0.00000
  -0.00000,  25.95431,  60.00862,  -0.00000
  -0.00000,  29.81302,  60.00829,  -0.00000
   0.00000,  32.37882,  60.00730,  -0.00000
   0.00000,  33.50469,  60.00595,  -0.00000
   0.00000,  29.81783,  60.00543,  -0.00000
   0.00000,  21.23931,  60.00668,  -0.00000
   0.00000,  15.32529,  60.00796,  -0.00000
   0.00000,  14.62728,  60.00877,  -0.00000
   0.00000,  15.74264,  60.00884,  -0.00000
   0.00000,  19.03698,  60.00795,  -0.00000
   0.00000,  17.61683,  60.00728,  -0.00000
   0.00000,   9.64548,  60.00733,  -0.00000
   0.00000,   1.37973,  60.00849,  -0.00000
   0.00000,  -2.53993,  60.00962,   0.00000
   0.00000,   0.52771,  60.01012,   0.00000
   0.00000,   8.00631,  60.00936,   0.00000
   0.00000,  14.98952,  60.00811,   0.00000
   0.00000,  21.40947,  60.00689,   0.00000
   0.00000,  19.06194,  60.00679,   0.00000
   0.00000,  15.47031,  60.00685,  -0.00000
   0.00000,  13.52168,  60.00636,  -0.00000
   0.00000,  14.32359,  60.00599,  -0.00000
   0.00000,  14.57967,  60.00584,  -0.00000
   0.00000,  12.99759,  60.00655,  -0.00000
   0.00000,  10.13608,  60.00819,  -0.00000
   0.00000,   8.31626,  60.00988,  -0.00000
   0.00000,  11.79761,  60.01017,  -0.00000
   0.00000,  17.79897,  60.00953,  -0.00000
   0.00000,  21.68514,  60.00823,  -0.00000
   0.00000,  18.52121,  60.00702,  -0.00000
   0.00000,  11.37827,  60.00729,  -0.00000
   0.00000,   4.35380,  60.00848,  -0.00000
   0.00000,   2.30544,  60.00998,  -0.00000
   0.00000,   7.47741,  60.01015,  -0.00000
   0.00000,  15.39588,  60.00945,  -0.00000
  -0.00000,  22.06697,  60.00853,  -0.00000
  -0.00000,  23.08643,  60.00799,  -0.00000
  -0.00000,  20.23775,  60.00791,  -0.00000
  -0.00000,  15.98687,  60.00757,  -0.00000
  -0.00000,  16.50915,  60.00695,  -0.00000
  -0.00000,  19.28519,  60.00567,  -0.00000
  -0.00000,  20.18919,  60.00464,  -0.00000
  -0.00000,  18.96995,  60.00406,  -0.00000
  -0.00000,  15.88977,  60.00432,  -0.00000
  -0.00000,  14.59320,  60.00455,   0.00000
  -0.00000,  15.90140,  60.00431,  -0.00000
  -0.00000,  18.87286,  60.00355,  -0.00000
  -0.00000,  19.43093,  60.00317,  -0.00000
  -0.00000,  16.79338,  60.00359,  -0.00000
  -0.00000,  12.58844,  60.00511,  -0.00000
  -0.00000,  14.38242,  60.00726,  -0.00000
  -0.00000,  18.82756,  60.00871,   0.00000
  -0.00000,  29.14619,  60.00882,   0.00000
  -0.00000,  44.11925,  60.00777,   0.00000
  -0.00000,  51.33436,  60.00658,   0.00000
  -0.00000,  51.83568,  60.00608,   0.00000
  -0.00000,  49.36573,  60.00607,   0.00000
  -0.00000,  45.42556,  60.00682,  -0.00000
  -0.00000,  44.19534,  60.00718,  -0.00000
  -0.00000,  41.85589,  60.00756,  -0.00000
  -0.00000,  42.74856,  60.00741,  -0.00000
  -0.00000,  41.00120,  60.00785,  -0.00000
  -0.00000,  35.84805,  60.00859,  -0.00000
  -0.00000,  32.66822,  60.00954,  -0.00000
  -0.00000,  32.30371,  60.00956,  -0.00000
  -0.00000,  28.08763,  60.00863,  -0.00000
  -0.00000,  26.37800,  60.00770,  -0.00000
  -0.00000,  21.92087,  60.00753,  -0.00000
  -0.00000,  16.06220,  60.00850,   0.00000
  -0.00000,  13.07543,  60.00959,   0.00000
  -0.00000,  15.71599,  60.00993,   0.00000
  -0.00000,  22.50229,  60.00913,   0.00000
  -0.00000,  28.43288,  60.00771,  -0.00000
  -0.00000,  29.49165,  60.00671,  -0.00000
  -0.00000,  25.75166,  60.00662,  -0.00000
  -0.00000,  19.88338,  60.00769,  -0.00000
  -0.00000,  17.54054,  60.00880,  -0.00000
  -0.00000,  19.87377,  60.00936,  -0.00000
  -0.00000,  26.26650,  60.00871,  -0.00000
  -0.00000,  30.77631,  60.00790,  -0.00000
  -0.00000,  32.21509,  60.00731,  -0.00000
  -0.00000,  28.50208,  60.00745,  -0.00000
  -0.00000,  24.31231,  60.00759,  -0.00000
  -0.00000,  20.09030,  60.00742,  -0.00000
   0.00000,  18.92246,  60.00695,  -0.00000
   0.00000,  16.81601,  60.00680,  -0.00000
  -0.00000,  13.95470,  60.00765,   0.00000
  -0.00000,  11.00281,  60.00899,   0.00000
  -0.00000,  11.30887,  60.01023,   0.00000
  -0.00000,  18.33909,  60.01028,   0.00000
  -0.00000,  25.82068,  60.00927,   0.00000
  -0.00000,  30.86572,  60.00764,   0.00000
  -0.00000,  31.11191,  60.00598,   0.00000
  -0.00000,  25.27884,  60.00577,   0.00000
  -0.00000,  18.85416,  60.00638,   0.00000
  -0.00000,  16.52034,  60.00723,   0.00000
  -0.00000,  19.46533,  60.00691,   0.00000
  -0.00000,  24.51116,  60.00600,  -0.00000
  -0.00000,  28.19721,  60.00531,  -0.00000
  -0.00000,  24.82801,  60.00572,  -0.00000
  -0.00000,  18.66688,  60.00689,  -0.00000
  -0.00000,  13.76505,  60.00791,  -0.00000
  -0.00000,  13.23715,  60.00863,  -0.00000
   0.00000,  15.86548,  60.00880,  -0.00000
   0.00000,  20.27142,  60.00937,  -0.00000
   0.00000,  22.24201,  60.01001,  -0.00000
  -0.00000,  23.62183,  60.01099,  -0.00000
  -0.00000,  30.54808,  60.01164,   0.00000
  -0.00000,  36.74881,  60.01142,  -0.00000
  -0.00000,  42.95447,  60.01024,  -0.00000
   0.00000,  44.48947,  60.00921,  -0.00000
  -0.00000,  40.80657,  60.00887,  -0.00000
  -0.00000,  34.24142,  60.00978,  -0.00000
  -0.00000,  28.64451,  60.01190,  -0.00000
  -0.00000,  30.42267,  60.01299,  -0.00000
  -0.00000,  37.72902,  60.01249,  -0.00000
  -0.00000,  43.47099,  60.01106,  -0.00000
  -0.00000,  44.73227,  60.00948,  -0.00000
  -0.00000,  39.37791,  60.00853,  -0.00000
  -0.00000,  26.19775,  60.00809,  -0.00000
  -0.00000,  19.06622,  60.00827,   0.00000
   0.00000,  17.56991,  60.00793,   0.00000
   0.00000,  17.35721,  60.00790,   0.00000
   0.00000,  19.90760,  60.00757,   0.00000
   0.00000,  20.50811,  60.00801,   0.00000
  -0.00000,  24.42687,  60.00852,   0.00000
  -0.00000,  26.98882,  60.00930,   0.00000
  -0.00000,  32.76458,  60.00910,   0.00000
  -0.00000,  39.84174,  60.00776,  -0.00000
   0.00000,  42.51188,  60.00690,  -0.00000
   0.00000,  41.86663,  60.00686,   0.00000
   0.00000,  42.33864,  60.00747,   0.00000
   0.00000,  42.66411,  60.00864,   0.00000
   0.00000,  47.92558,  60.00890,   0.00000
   0.00000,  55.29262,  60.00758,   0.00000
   0.00000,  58.88225,  60.00607,  -0.00000
   0.00000,  54.13589,  60.00549,  -0.00000
   0.00000,  40.53274,  60.00596,  -0.00000
   0.00000,  30.17466,  60.00784,  -0.00000
   0.00000,  24.82300,  60.00957,  -0.00000
   0.00000,  23.24208,  60.01055,  -0.00000
   0.00000,  27.99464,  60.01033,   0.00000
   0.00000,  32.22191,  60.01001,   0.00000
  -0.00000,  35.32200,  60.00952,   0.00000
  -0.00000,  34.88509,  60.00960,   0.00000
  -0.00000,  35.07724,  60.00935,   0.00000
  -0.00000,  35.07436,  60.00833,   0.00000
   0.00000,  36.11904,  60.00681,   0.00000
   0.00000,  35.04055,  60.00579,   0.00000
   0.00000,  31.22464,  60.00627,   0.00000
  -0.00000,  27.51948,  60.00739,   0.00000
  -0.00000,  27.64771,  60.00854,   0.00000
  -0.00000,  33.57959,  60.00864,  -0.00000
  -0.00000,  40.36961,  60.00763,  -0.00000
  -0.00000,  43.00503,  60.00648,  -0.00000
   0.00000,  39.58606,  60.00616,  -0.00000
   0.00000,  32.65679,  60.00711,   0.00000
   0.00000,  26.94864,  60.00852,   0.00000
   0.00000,  27.32636,  60.01002,   0.00000
   0.00000,  32.28246,  60.00991,   0.00000
   0.00000,  38.71016,  60.00935,   0.00000
   0.00000,  45.12237,  60.00917,   0.00000
  -0.00000,  44.19715,  60.00957,   0.00000
  -0.00000,  41.33219,  60.01057,   0.00000
  -0.00000,  40.65403,  60.01143,   0.00000
  -0.00000,  41.74815,  60.01161,   0.00000
  -0.00000,  44.26130,  60.01132,   0.00000
   0.00000,  46.22244,  60.01146,   0.00000
  -0.00000,  46.43175,  60.01187,   0.00000
  -0.00000,  46.17867,  60.01272,   0.00000
  -0.00000,  47.44358,  60.01277,   0.00000
  -0.00000,  50.48592,  60.01208,   0.00000
  -0.00000,  51.72002,  60.01041,   0.00000
   0.00000,  43.47136,  60.00873,   0.00000
   0.00000,  33.47907,  60.00862,   0.00000
   0.00000,  21.87336,  60.01007,   0.00000
   0.00000,  12.27454,  60.01230,  -0.00000
   0.00000,  12.33688,  60.01382,  -0.00000
   0.00000,  18.69661,  60.01408,  -0.00000
   0.00000,  27.55539,  60.01332,  -0.00000
   0.00000,  30.39472,  60.01286,  -0.00000
   0.00000,  29.11361,  60.01305,  -0.00000
   0.00000,  28.08521,  60.01314,  -0.00000
   0.00000,  27.26661,  60.01363,  -0.00000
   0.00000,  30.06010,  60.01321,  -0.00000
   0.00000,  34.36079,  60.01269,  -0.00000
   0.00000,  37.55341,  60.01205,  -0.00000
   0.00000,  37.55367,  60.01228,  -0.00000
   0.00000,  36.35909,  60.01291,  -0.00000
   0.00000,  36.01722,  60.01356,  -0.00000
   0.00000,  37.54113,  60.01316,  -0.00000
   0.00000,  33.03702,  60.01190,  -0.00000
   0.00000,  29.87811,  60.01102,  -0.00000
   0.00000,  23.11671,  60.01122,  -0.00000
   0.00000,  15.46631,  60.01229,  -0.00000
   0.00000,  13.69653,  60.01326,   0.00000
   0.00000,  18.35432,  60.01302,   0.00000
   0.00000,  26.45410,  60.01160,   0.00000
   0.00000,  31.77562,  60.00962,   0.00000
   0.00000,  31.01954,  60.00833,   0.00000
   0.00000,  26.86346,  60.00808,   0.00000
   0.00000,  21.51092,  60.00889,   0.00000
   0.00000,  20.51727,  60.00957,   0.00000
   0.00000,  26.02212,  60.01003,   0.00000
   0.00000,  33.10590,  60.00952,   0.00000
   0.00000,  38.83263,  60.00917,   0.00000
   0.00000,  45.58683,  60.00887,   0.00000
  -0.00000,  45.66533,  60.00946,  -0.00000
  -0.00000,  46.65291,  60.00961,  -0.00000
   0.00000,  47.95475,  60.00883,  -0.00000
   0.00000,  47.54704,  60.00789,  -0.00000
   0.00000,  43.73161,  60.00765,  -0.00000
   0.00000,  37.87470,  60.00904,   0.00000
   0.00000,  33.06770,  60.01096,   0.00000
   0.00000,  33.12342,  60.01272,  -0.00000
   0.00000,  39.56010,  60.01370,   0.00000
   0.00000,  46.45246,  60.01328,  -0.00000
   0.00000,  49.63939,  60.01259,  -0.00000
   0.00000,  47.56449,  60.01243,  -0.00000
   0.00000,  42.75452,  60.01330,   0.00000
   0.00000,  40.07625,  60.01442,   0.00000
   0.00000,  41.37978,  60.01536,   0.00000
   0.00000,  48.21252,  60.01445,   0.00000
   0.00000,  55.26306,  60.01284,   0.00000
   0.00000,  57.32120,  60.01166,   0.00000
   0.00000,  53.79383,  60.01111,   0.00000
  -0.00000,  47.38501,  60.01127,   0.00000
   0.00000,  35.99076,  60.01179,  -0.00000
   0.00000,  32.47056,  60.01135,  -0.00000
   0.00000,  30.31325,  60.01078,   0.00000
   0.00000,  25.59871,  60.01127,   0.00000
   0.00000,  22.48855,  60.01226,   0.00000
   0.00000,  21.16257,  60.01355,   0.00000
   0.00000,  26.98257,  60.01402,   0.00000
   0.00000,  33.81957,  60.01335,   0.00000
   0.00000,  39.83852,  60.01170,   0.00000
   0.00000,  42.45512,  60.01013,   0.00000
   0.00000,  38.19721,  60.00994,   0.00000
   0.00000,  32.36027,  60.01094,   0.00000
   0.00000,  32.08300,  60.01254,   0.00000
   0.00000,  35.96721,  60.01320,   0.00000
   0.00000,  43.83396,  60.01275,   0.00000
   0.00000,  52.26422,  60.01167,   0.00000
   0.00000,  53.71385,  60.01108,   0.00000
  -0.00000,  49.44588,  60.01119,   0.00000
  -0.00000,  42.13041,  60.01114,   0.00000
   0.00000,  38.29429,  60.01142,   0.00000
   0.00000,  37.24336,  60.01088,   0.00000
   0.00000,  33.53133,  60.01015,   0.00000
   0.00000,  31.29985,  60.00976,   0.00000
   0.00000,  26.95299,  60.01017,   0.00000
   0.00000,  24.21394,  60.01056,   0.00000
  -0.00000,  23.41456,  60.01080,   0.00000
   0.00000,  25.18824,  60.01027,   0.00000
   0.00000,  26.06949,  60.00924,   0.00000
   0.00000,  24.28752,  60.00882,   0.00000
   0.00000,  20.34333,  60.00942,   0.00000
   0.00000,  20.23713,  60.01079,   0.00000
  -0.00000,  22.33858,  60.01194,   0.00000
  -0.00000,  31.30834,  60.01172,   0.00000
  -0.00000,  45.81617,  60.01011,   0.00000
  -0.00000,  52.73973,  60.00814,   0.00000
  -0.00000,  51.81557,  60.00691,   0.00000
   0.00000,  45.42727,  60.00690,   0.00000
   0.00000,  37.78950,  60.00773,   0.00000
   0.00000,  33.70830,  60.00828,   0.00000
   0.00000,  31.69486,  60.00924,  -0.00000
   0.00000,  34.51074,  60.00912,  -0.00000
   0.00000,  36.17772,  60.00943,   0.00000
  -0.00000,  37.85433,  60.01011,   0.00000
  -0.00000,  37.61423,  60.01086,   0.00000
  -0.00000,  39.62680,  60.01091,   0.00000
  -0.00000,  42.53601,  60.01007,   0.00000
  -0.00000,  44.77357,  60.00864,   0.00000
  -0.00000,  43.95025,  60.00775,   0.00000
  -0.00000,  42.48934,  60.00817,   0.00000
  -0.00000,  40.74455,  60.00889,   0.00000
  -0.00000,  43.44933,  60.00921,   0.00000
  -0.00000,  50.47521,  60.00850,   0.00000
  -0.00000,  57.45021,  60.00674,   0.00000
  -0.00000,  57.70697,  60.00514,   0.00000
  -0.00000,  50.09131,  60.00427,   0.00000
  -0.00000,  40.83693,  60.00534,  -0.00000
  -0.00000,  33.99573,  60.00687,   0.00000
  -0.00000,  31.67189,  60.00783,  -0.00000
   0.00000,  36.56802,  60.00752,  -0.00000
   0.00000,  41.60487,  60.00679,   0.00000
   0.00000,  44.52447,  60.00606,   0.00000
   0.00000,  41.99766,  60.00652,   0.00000
  -0.00000,  38.53898,  60.00732,  -0.00000
   0.00000,  35.90479,  60.00750,  -0.00000
   0.00000,  35.84963,  60.00738,  -0.00000
   0.00000,  36.21814,  60.00710,  -0.00000
   0.00000,  35.57316,  60.00746,  -0.00000
   0.00000,  34.83833,  60.00864,  -0.00000
  -0.00000,  36.13975,  60.01002,  -0.00000
  -0.00000,  42.51556,  60.01002,  -0.00000
  -0.00000,  50.87454,  60.00887,  -0.00000
  -0.00000,  56.47250,  60.00673,  -0.00000
  -0.00000,  50.92685,  60.00466,  -0.00000
  -0.00000,  42.41055,  60.00408,  -0.00000
  -0.00000,  30.68075,  60.00467,  -0.00000
  -0.00000,  17.77875,  60.00611,  -0.00000
  -0.00000,  17.58601,  60.00594,  -0.00000
  -0.00000,  21.69217,  60.00489,  -0.00000
  -0.00000,  21.92471,  60.00389,  -0.00000
  -0.00000,  19.38590,  60.00372,  -0.00000
  -0.00000,  13.74234,  60.00444,  -0.00000
  -0.00000,   9.71544,  60.00515,  -0.00000
  -0.00000,   9.99596,  60.00545,  -0.00000
  -0.00000,  14.54486,  60.00495,  -0.00000
  -0.00000,  22.12519,  60.00455,  -0.00000
  -0.00000,  25.59915,  60.00421,   0.00000
  -0.00000,  27.50677,  60.00445,   0.00000
  -0.00000,  34.54345,  60.00456,   0.00000
