  density,   flow,      speed,      queue
   0.00000,  43.73387,  60.00450,  -0.00000
  -0.00000,  42.48385,  60.00448,  -0.00000
  -0.00000,  38.62563,  60.00479,  -0.00000
  -0.00000,  32.89651,  60.00468,  -0.00000
  -0.00000,  32.31302,  60.00415,  -0.00000
   0.00000,  31.92244,  60.00344,  -0.00000
   0.00000,  28.67678,  60.00365,  -0.00000
   0.00000,  24.25690,  60.00441,  -0.00000
   0.00000,  20.96719,  60.00542,  -0.00000
   0.00000,  20.42783,  60.00622,   0.00000
   0.00000,  24.36118,  60.00589,  -0.00000
   0.00000,  27.68046,  60.00507,  -0.00000
   0.00000,  27.23220,  60.00457,  -0.00000
   0.00000,  23.38676,  60.00533,  -0.00000
   0.00000,  19.38164,  60.00702,  -0.00000
   0.00000,  21.93694,  60.00887,  -0.00000
   0.00000,  29.37434,  60.00954,  -0.00000
   0.00000,  40.53410,  60.00876,  -0.00000
   0.00000,  51.09105,  60.00704,  -0.00000
   0.00000,  53.67849,  60.00578,  -0.00000
   0.00000,  49.47579,  60.00535,  -0.00000
   0.00000,  39.78707,  60.00541,  -0.00000
   0.00000,  34.96731,  60.00542,  -0.00000
   0.00000,  33.81183,  60.00523,  -0.00000
   0.00000,  28.92303,  60.00565,  -0.00000
   0.00000,  27.58495,  60.00582,  -0.00000
   0.00000,  24.76904,  60.00658,  -0.00000
  -0.00000,  21.78419,  60.00710,  -0.00000
  -0.00000,  23.03185,  60.00705,  -0.00000
  -0.00000,  26.48155,  60.00592,   0.00000
  -0.00000,  26.86493,  60.00441,   0.00000
  -0.00000,  26.35243,  60.00331,   0.00000
   0.00000,  22.94018,  60.00320,   0.00000
  -0.00000,  22.02756,  60.00386,   0.00000
  -0.00000,  22.79337,  60.00411,   0.00000
  -0.00000,  28.80087,  60.00351,   0.00000
  -0.00000,  37.10399,  60.00190,   0.00000
  -0.00000,  40.94129,  60.00046,   0.00000
  -0.00000,  38.06854,  59.99999,   0.00000
  -0.00000,  31.51693,  60.00039,  -0.00000
  -0.00000,  24.79310,  60.00169,  -0.00000
  -0.00000,  23.09684,  60.00253,  -0.00000
  -0.00000,  26.03455,  60.00284,  -0.00000
   0.00000,  30.33655,  60.00264,  -0.00000
  -0.00000,  32.33397,  60.00274,   0.00000
  -0.00000,  34.50305,  60.00300,   0.00000
  -0.00000,  32.62991,  60.00359,   0.00000
  -0.00000,  31.68826,  60.00378,   0.00000
  -0.00000,  30.92190,  60.00365,   0.00000
  -0.00000,  30.19665,  60.00337,   0.00000
  -0.00000,  27.99119,  60.00370,   0.00000
  -0.00000,  25.95309,  60.00498,   0.00000
  -0.00000,  25.03379,  60.00638,  -0.00000
  -0.00000,  28.19908,  60.00710,  -0.00000
  -0.00000,  34.88451,  60.00651,  -0.00000
  -0.00000,  40.90593,  60.00490,  -0.00000
  -0.00000,  41.98534,  60.00320,  -0.00000
  -0.00000,  35.22869,  60.00243,  -0.00000
  -0.00000,  26.55401,  60.00271,  -0.00000
  -0.00000,  18.97089,  60.00327,  -0.00000
  -0.00000,  12.61844,  60.00414,  -0.00000
  -0.00000,  14.23922,  60.00362,  -0.00000
  -0.00000,  16.52258,  60.00307,  -0.00000
  -0.00000,  15.61013,  60.00309,  -0.00000
  -0.00000,  12.09320,  60.00381,  -0.00000
  -0.00000,   8.53742,  60.00474,  -0.00000
  -0.00000,   7.71859,  60.00535,  -0.00000
  -0.00000,  10.47376,  60.00528,  -0.00000
  -0.00000,  14.25974,  60.00492,  -0.00000
  -0.00000,  19.59029,  60.00499,  -0.00000
  -0.00000,  20.87224,  60.00550,  -0.00000
  -0.00000,  23.08947,  60.00613,  -0.00000
  -0.00000,  30.52328,  60.00606,  -0.00000
  -0.00000,  35.97649,  60.00489,  -0.00000
  -0.00000,  38.89607,  60.00321,  -0.00000
  -0.00000,  34.04728,  60.00209,  -0.00000
  -0.00000,  25.59137,  60.00248,  -0.00000
  -0.00000,  16.11003,  60.00402,  -0.00000
  -0.00000,   8.59299,  60.00583,  -0.00000
  -0.00000,   9.99215,  60.00650,  -0.00000
  -0.00000,  15.37950,  60.00588,  -0.00000
  -0.00000,  17.48584,  60.00452,  -0.00000
  -0.00000,  16.02392,  60.00387,  -0.00000
  -0.00000,  10.49174,  60.00392,  -0.00000
  -0.00000,   4.09772,  60.00405,  -0.00000
  -0.00000,   0.82779,  60.00404,  -0.00000
   0.00000,   1.45478,  60.00347,  -0.00000
   0.00000,   3.46680,  60.00306,  -0.00000
   0.00000,   4.98462,  60.00313,  -0.00000
  -0.00000,   4.81842,  60.00381,  -0.00000
  -0.00000,   7.78014,  60.00390,  -0.00000
  -0.00000,  11.26617,  60.00385,  -0.00000
  -0.00000,  16.45704,  60.00279,  -0.00000
  -0.00000,  19.11670,  60.00133,  -0.00000
  -0.00000,  17.94253,  60.00076,  -0.00000
  -0.00000,  13.06076,  60.00124,  -0.00000
  -0.00000,   9.45768,  60.00244,  -0.00000
  -0.00000,   9.38388,  60.00320,  -0.00000
  -0.00000,  15.20046,  60.00292,  -0.00000
  -0.00000,  20.40210,  60.00209,  -0.00000
  -0.00000,  22.03133,  60.00116,  -0.00000
  -0.00000,  17.64766,  60.00114,  -0.00000
  -0.00000,   9.85733,  60.00215,  -0.00000
  -0.00000,   5.10096,  60.00343,  -0.00000
  -0.00000,   6.74561,  60.00421,  -0.00000
  -0.00000,  12.13925,  60.00475,  -0.00000
  -0.00000,  18.92422,  60.00419,  -0.00000
  -0.00000,  23.45482,  60.00367,  -0.00000
  -0.00000,  29.24250,  60.00303,  -0.00000
  -0.00000,  30.90636,  60.00252,  -0.00000
  -0.00000,  33.56524,  60.00137,  -0.00000
  -0.00000,  32.47013,  59.99997,  -0.00000
  -0.00000,  31.80070,  59.99846,  -0.00000
  -0.00000,  26.87721,  59.99813,  -0.00000
  -0.00000,  19.24163,  59.99950,  -0.00000
  -0.00000,  13.80540,  60.00133,  -0.00000
  -0.00000,  14.53448,  60.00255,  -0.00000
  -0.00000,  20.93934,  60.00255,  -0.00000
  -0.00000,  26.94727,  60.00209,  -0.00000
  -0.00000,  27.52986,  60.00184,  -0.00000
  -0.00000,  23.70251,  60.00210,  -0.00000
  -0.00000,  17.71869,  60.00365,  -0.00000
  -0.00000,  15.23174,  60.00517,  -0.00000
   0.00000,  20.18966,  60.00624,  -0.00000
   0.00000,  28.11196,  60.00593,  -0.00000
   0.00000,  34.84415,  60.00543,  -0.00000
  -0.00000,  39.42676,  60.00519,  -0.00000
  -0.00000,  38.08177,  60.00583,  -0.00000
  -0.00000,  35.64920,  60.00679,  -0.00000
  -0.00000,  31.13569,  60.00723,  -0.00000
  -0.00000,  31.25983,  60.00703,  -0.00000
  -0.00000,  30.57806,  60.00659,  -0.00000
  -0.00000,  23.99834,  60.00679,  -0.00000
  -0.00000,  19.99209,  60.00743,  -0.00000
  -0.00000,  17.58163,  60.00805,  -0.00000
  -0.00000,  15.49431,  60.00766,  -0.00000
  -0.00000,  18.79376,  60.00618,  -0.00000
  -0.00000,  18.75782,  60.00438,  -0.00000
   0.00000,   8.86524,  60.00356,  -0.00000
   0.00000,  -0.84487,  60.00422,  -0.00000
  -0.00000,  -8.74757,  60.00580,  -0.00000
  -0.00000,  -9.60604,  60.00748,  -0.00000
  -0.00000,  -3.60854,  60.00772,  -0.00000
  -0.00000,   5.76838,  60.00696,  -0.00000
  -0.00000,  16.98843,  60.00566,  -0.00000
  -0.00000,  19.87656,  60.00508,  -0.00000
  -0.00000,  18.86296,  60.00520,  -0.00000
  -0.00000,  20.36293,  60.00518,  -0.00000
  -0.00000,  21.76936,  60.00490,  -0.00000
  -0.00000,  24.70669,  60.00410,  -0.00000
   0.00000,  27.76704,  60.00365,  -0.00000
   0.00000,  26.61809,  60.00379,  -0.00000
  -0.00000,  23.97634,  60.00481,  -0.00000
  -0.00000,  24.12722,  60.00571,  -0.00000
  -0.00000,  24.88508,  60.00621,  -0.00000
  -0.00000,  26.34922,  60.00594,  -0.00000
  -0.00000,  24.48866,  60.00543,  -0.00000
  -0.00000,  20.70236,  60.00576,  -0.00000
