name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
Stone Quarry Road,1816,20192243,8,410,1,1662.58,2,40,1200,tertiary,5,"LINESTRING (-76.5089305 42.4243034, -76.5091440 42.4240889, -76.5092020 42.4239970, -76.5094320 42.4236070, -76.5095040 42.4234390, -76.5095380 42.4233400, -76.5096320 42.4229650, -76.5096500 42.4229100, -76.5097470 42.4226880, -76.5100310 42.4222210, -76.5101970 42.4218540, -76.5102520 42.4216730, -76.5102750 42.4215200, -76.5102760 42.4213620, -76.5102340 42.4210610, -76.5102050 42.4207960, -76.5101790 42.4203640, -76.5102220 42.4196790, -76.5102393 42.4195222, -76.5103230 42.4187620, -76.5103930 42.4181280, -76.5105410 42.4168870, -76.5105520 42.4166260, -76.5105479 42.4165818, -76.5105350 42.4164420, -76.5105310 42.4164100, -76.5105270 42.4163650, -76.5104670 42.4161140, -76.5102330 42.4154500, -76.5101740 42.4153070, -76.5100010 42.4149180, -76.5098720 42.4146580, -76.5096940 42.4143180, -76.5095120 42.4139840, -76.5093920 42.4137640, -76.5092200 42.4133520, -76.5091990 42.4132950, -76.5090690 42.4129490, -76.5089680 42.4127610, -76.5088600 42.4126050, -76.5086660 42.4123460, -76.5083930 42.4119400, -76.5083490 42.4118520, -76.5080020 42.4111530, -76.5079260 42.4110190, -76.5078160 42.4108580, -76.5076890 42.4107150, -76.5074510 42.4105020, -76.5073810 42.4104270, -76.5073100 42.4103330, -76.5072520 42.4102350, -76.5072350 42.4101950, -76.5072170 42.4101140, -76.5072200 42.4100510)",auto,1,0,,
Stone Quarry Road,1817,20192243,8,1112,1,432.7,2,40,1200,tertiary,5,"LINESTRING (-76.5089305 42.4243034, -76.5087700 42.4244260, -76.5085130 42.4246350, -76.5080970 42.4249750, -76.5078419 42.4251758, -76.5077505 42.4252808, -76.5076341 42.4254552, -76.5074190 42.4256802, -76.5071548 42.4259303, -76.5069227 42.4261148, -76.5068340 42.4261929, -76.5067456 42.4262900, -76.5066849 42.4263693, -76.5065313 42.4266111, -76.5063643 42.4268631, -76.5062024 42.4270627, -76.5059456 42.4273229, -76.5058469 42.4274306)",auto,1,0,,
Stone Quarry Road,1818,20192243,1112,8,1,432.7,2,40,1200,tertiary,5,"LINESTRING (-76.5058469 42.4274306, -76.5059456 42.4273229, -76.5062024 42.4270627, -76.5063643 42.4268631, -76.5065313 42.4266111, -76.5066849 42.4263693, -76.5067456 42.4262900, -76.5068340 42.4261929, -76.5069227 42.4261148, -76.5071548 42.4259303, -76.5074190 42.4256802, -76.5076341 42.4254552, -76.5077505 42.4252808, -76.5078419 42.4251758, -76.5080970 42.4249750, -76.5085130 42.4246350, -76.5087700 42.4244260, -76.5089305 42.4243034)",auto,1,0,,
Hasbrouck Circle,1819,20192304,466,225,1,471.71,1,24,1000,residential,6,"LINESTRING (-76.4741523 42.4568390, -76.4733790 42.4567890, -76.4732760 42.4567860, -76.4731350 42.4567920, -76.4729410 42.4568170, -76.4725760 42.4568800, -76.4724900 42.4568860, -76.4723180 42.4568750, -76.4722340 42.4568620, -76.4721520 42.4568410, -76.4720997 42.4568236, -76.4720740 42.4568150, -76.4720010 42.4567840, -76.4719320 42.4567440, -76.4718612 42.4567013, -76.4717991 42.4566523, -76.4716927 42.4565563, -76.4716055 42.4564043, -76.4715793 42.4563347, -76.4715603 42.4562663, -76.4715584 42.4562547, -76.4715502 42.4562040, -76.4715530 42.4561370, -76.4715580 42.4560690, -76.4715720 42.4560020, -76.4715950 42.4559380, -76.4716670 42.4558160, -76.4717030 42.4557756, -76.4717160 42.4557610, -76.4717730 42.4557110, -76.4718382 42.4556659, -76.4719060 42.4556190, -76.4720610 42.4555540, -76.4721450 42.4555300, -76.4722290 42.4555160, -76.4725920 42.4554710, -76.4726074 42.4554704, -76.4726660 42.4554650, -76.4729410 42.4554620, -76.4731290 42.4554460, -76.4733140 42.4554160, -76.4733719 42.4554013, -76.4734255 42.4553878, -76.4735569 42.4553636)",auto,1,0,,
Hasbrouck Circle,1820,20192304,225,466,1,471.71,1,24,1000,residential,6,"LINESTRING (-76.4735569 42.4553636, -76.4734255 42.4553878, -76.4733719 42.4554013, -76.4733140 42.4554160, -76.4731290 42.4554460, -76.4729410 42.4554620, -76.4726660 42.4554650, -76.4726074 42.4554704, -76.4725920 42.4554710, -76.4722290 42.4555160, -76.4721450 42.4555300, -76.4720610 42.4555540, -76.4719060 42.4556190, -76.4718382 42.4556659, -76.4717730 42.4557110, -76.4717160 42.4557610, -76.4717030 42.4557756, -76.4716670 42.4558160, -76.4715950 42.4559380, -76.4715720 42.4560020, -76.4715580 42.4560690, -76.4715530 42.4561370, -76.4715502 42.4562040, -76.4715584 42.4562547, -76.4715603 42.4562663, -76.4715793 42.4563347, -76.4716055 42.4564043, -76.4716927 42.4565563, -76.4717991 42.4566523, -76.4718612 42.4567013, -76.4719320 42.4567440, -76.4720010 42.4567840, -76.4720740 42.4568150, -76.4720997 42.4568236, -76.4721520 42.4568410, -76.4722340 42.4568620, -76.4723180 42.4568750, -76.4724900 42.4568860, -76.4725760 42.4568800, -76.4729410 42.4568170, -76.4731350 42.4567920, -76.4732760 42.4567860, -76.4733790 42.4567890, -76.4741523 42.4568390)",auto,1,0,,
Salem Drive,1821,20192356,1113,215,1,130.1,1,30,1000,residential,6,"LINESTRING (-76.4586761 42.4672975, -76.4586805 42.4673595, -76.4586808 42.4673832, -76.4587214 42.4682290, -76.4587264 42.4684685)",auto,1,0,,
Salem Drive,1822,20192356,215,1113,1,130.1,1,30,1000,residential,6,"LINESTRING (-76.4587264 42.4684685, -76.4587214 42.4682290, -76.4586808 42.4673832, -76.4586805 42.4673595, -76.4586761 42.4672975)",auto,1,0,,
Salem Drive,1823,20192356,215,1114,1,105.1,1,30,1000,residential,6,"LINESTRING (-76.4587264 42.4684685, -76.4587617 42.4694147)",auto,1,0,,
Salem Drive,1824,20192356,1114,215,1,105.1,1,30,1000,residential,6,"LINESTRING (-76.4587617 42.4694147, -76.4587264 42.4684685)",auto,1,0,,
Salem Drive,1825,20192356,1114,793,1,104.33,1,30,1000,residential,6,"LINESTRING (-76.4587617 42.4694147, -76.4587821 42.4700738, -76.4587755 42.4702241, -76.4587409 42.4703515)",auto,1,0,,
Salem Drive,1826,20192356,793,1114,1,104.33,1,30,1000,residential,6,"LINESTRING (-76.4587409 42.4703515, -76.4587755 42.4702241, -76.4587821 42.4700738, -76.4587617 42.4694147)",auto,1,0,,
Salem Drive,1827,20192356,793,350,1,239.12,1,30,1000,residential,6,"LINESTRING (-76.4587409 42.4703515, -76.4587184 42.4704274, -76.4586935 42.4705068, -76.4586313 42.4706886, -76.4586120 42.4707871, -76.4586057 42.4709054, -76.4585930 42.4710957, -76.4585777 42.4711568, -76.4585633 42.4712034, -76.4585192 42.4712384, -76.4584791 42.4712680, -76.4584228 42.4712889, -76.4583548 42.4713072, -76.4583060 42.4713108, -76.4571478 42.4713174, -76.4570230 42.4713261, -76.4568847 42.4713710)",auto,1,0,,
Salem Drive,1828,20192356,350,793,1,239.12,1,30,1000,residential,6,"LINESTRING (-76.4568847 42.4713710, -76.4570230 42.4713261, -76.4571478 42.4713174, -76.4583060 42.4713108, -76.4583548 42.4713072, -76.4584228 42.4712889, -76.4584791 42.4712680, -76.4585192 42.4712384, -76.4585633 42.4712034, -76.4585777 42.4711568, -76.4585930 42.4710957, -76.4586057 42.4709054, -76.4586120 42.4707871, -76.4586313 42.4706886, -76.4586935 42.4705068, -76.4587184 42.4704274, -76.4587409 42.4703515)",auto,1,0,,
Salem Drive,1829,20192361,350,390,1,105.08,1,30,1000,residential,6,"LINESTRING (-76.4568847 42.4713710, -76.4568382 42.4714198, -76.4568067 42.4714686, -76.4567962 42.4715397, -76.4568324 42.4723002)",auto,1,0,,
Salem Drive,1830,20192361,390,350,1,105.08,1,30,1000,residential,6,"LINESTRING (-76.4568324 42.4723002, -76.4567962 42.4715397, -76.4568067 42.4714686, -76.4568382 42.4714198, -76.4568847 42.4713710)",auto,1,0,,
Salem Drive,1831,20192361,390,380,1,293.67,1,30,1000,residential,6,"LINESTRING (-76.4568324 42.4723002, -76.4569183 42.4739577, -76.4569389 42.4745457, -76.4569340 42.4749435)",auto,1,0,,
Salem Drive,1832,20192361,380,390,1,293.67,1,30,1000,residential,6,"LINESTRING (-76.4569340 42.4749435, -76.4569389 42.4745457, -76.4569183 42.4739577, -76.4568324 42.4723002)",auto,1,0,,
Salem Drive,1833,20192361,380,1115,1,67.03,1,30,1000,residential,6,"LINESTRING (-76.4569340 42.4749435, -76.4569060 42.4751100, -76.4568839 42.4754390, -76.4568758 42.4755453)",auto,1,0,,
Salem Drive,1834,20192361,1115,380,1,67.03,1,30,1000,residential,6,"LINESTRING (-76.4568758 42.4755453, -76.4568839 42.4754390, -76.4569060 42.4751100, -76.4569340 42.4749435)",auto,1,0,,
King Street,1835,20192405,1116,1117,1,98.9,1,30,800,unclassified,15,"LINESTRING (-76.4974250 42.4502410, -76.4973226 42.4502450, -76.4972903 42.4502463, -76.4963286 42.4502839, -76.4962240 42.4502880)",auto,1,0,,
King Street,1836,20192405,1117,1116,1,98.9,1,30,800,unclassified,15,"LINESTRING (-76.4962240 42.4502880, -76.4963286 42.4502839, -76.4972903 42.4502463, -76.4973226 42.4502450, -76.4974250 42.4502410)",auto,1,0,,
King Street,1837,20192405,1117,1118,1,102.45,1,30,800,unclassified,15,"LINESTRING (-76.4962240 42.4502880, -76.4961161 42.4502894, -76.4960650 42.4502900, -76.4951131 42.4503180, -76.4950846 42.4503189, -76.4949790 42.4503220)",auto,1,0,,
King Street,1838,20192405,1118,1117,1,102.45,1,30,800,unclassified,15,"LINESTRING (-76.4949790 42.4503220, -76.4950846 42.4503189, -76.4951131 42.4503180, -76.4960650 42.4502900, -76.4961161 42.4502894, -76.4962240 42.4502880)",auto,1,0,,
Rachel Carson Way,1839,20192413,1119,1120,1,188.21,1,30,1000,residential,6,"LINESTRING (-76.5393769 42.4447035, -76.5398187 42.4445050, -76.5401612 42.4443785, -76.5404466 42.4441897, -76.5406461 42.4439906, -76.5407969 42.4437131, -76.5408819 42.4435250)",auto,1,0,,
Rachel Carson Way,1840,20192413,1120,1119,1,188.21,1,30,1000,residential,6,"LINESTRING (-76.5408819 42.4435250, -76.5407969 42.4437131, -76.5406461 42.4439906, -76.5404466 42.4441897, -76.5401612 42.4443785, -76.5398187 42.4445050, -76.5393769 42.4447035)",auto,1,0,,
Rachel Carson Way,1841,20192413,1120,1121,1,220.83,1,30,1000,residential,6,"LINESTRING (-76.5408819 42.4435250, -76.5409964 42.4432713, -76.5412341 42.4429922, -76.5415392 42.4427328, -76.5418917 42.4425655, -76.5422023 42.4424625, -76.5424175 42.4424190, -76.5424442 42.4423990, -76.5425634 42.4423097, -76.5426431 42.4422859, -76.5427715 42.4422476)",auto,1,0,,
Rachel Carson Way,1842,20192413,1121,1120,1,220.83,1,30,1000,residential,6,"LINESTRING (-76.5427715 42.4422476, -76.5426431 42.4422859, -76.5425634 42.4423097, -76.5424442 42.4423990, -76.5424175 42.4424190, -76.5422023 42.4424625, -76.5418917 42.4425655, -76.5415392 42.4427328, -76.5412341 42.4429922, -76.5409964 42.4432713, -76.5408819 42.4435250)",auto,1,0,,
Rachel Carson Way,1843,20192413,1121,1121,1,99.87,1,30,1000,residential,6,"LINESTRING (-76.5427715 42.4422476, -76.5429244 42.4422151, -76.5430639 42.4421122, -76.5431068 42.4420330, -76.5430961 42.4419697, -76.5429995 42.4419380, -76.5429137 42.4419380, -76.5428386 42.4419776, -76.5427956 42.4420805, -76.5427742 42.4421518, -76.5427715 42.4422476)",auto,1,0,,
Rachel Carson Way,1844,20192413,1121,1121,1,99.87,1,30,1000,residential,6,"LINESTRING (-76.5427715 42.4422476, -76.5427742 42.4421518, -76.5427956 42.4420805, -76.5428386 42.4419776, -76.5429137 42.4419380, -76.5429995 42.4419380, -76.5430961 42.4419697, -76.5431068 42.4420330, -76.5430639 42.4421122, -76.5429244 42.4422151, -76.5427715 42.4422476)",auto,1,0,,
Willets Place,1845,20192423,703,1122,1,92.48,1,30,1000,residential,6,"LINESTRING (-76.4928340 42.4414890, -76.4928390 42.4415685, -76.4928860 42.4423210)",auto,1,0,,
Willets Place,1846,20192423,1122,703,1,92.48,1,30,1000,residential,6,"LINESTRING (-76.4928860 42.4423210, -76.4928390 42.4415685, -76.4928340 42.4414890)",auto,1,0,,
Dearborn Place,1847,20192425,217,1123,1,137.46,1,30,1000,residential,6,"LINESTRING (-76.4812938 42.4563063, -76.4813788 42.4562912, -76.4814710 42.4562790, -76.4821650 42.4561940, -76.4823380 42.4561650, -76.4825900 42.4561070, -76.4826490 42.4560880, -76.4827090 42.4560740, -76.4828260 42.4560320, -76.4829093 42.4560094)",auto,0,0,,
Dearborn Place,1848,20192425,1123,1124,1,121.32,1,30,1000,residential,6,"LINESTRING (-76.4829093 42.4560094, -76.4829780 42.4559760, -76.4830310 42.4559480, -76.4832950 42.4557780, -76.4836630 42.4555120, -76.4837550 42.4554390, -76.4838330 42.4553660, -76.4838660 42.4553210, -76.4838850 42.4552660, -76.4839160 42.4552300)",auto,0,0,,
Tareyton Drive,1849,20192426,1125,1126,1,26.81,1,30,1000,residential,6,"LINESTRING (-76.4601250 42.4703950, -76.4598460 42.4705200)",auto,1,0,,
Tareyton Drive,1850,20192426,1126,1125,1,26.81,1,30,1000,residential,6,"LINESTRING (-76.4598460 42.4705200, -76.4601250 42.4703950)",auto,1,0,,
Tareyton Drive,1851,20192426,1126,1125,1,58.1,1,30,1000,residential,6,"LINESTRING (-76.4598460 42.4705200, -76.4599910 42.4703020, -76.4600230 42.4702700, -76.4600700 42.4702560, -76.4601210 42.4702600, -76.4601620 42.4702860, -76.4601750 42.4703580, -76.4601250 42.4703950)",auto,1,0,,
Tareyton Drive,1852,20192426,1125,1126,1,58.1,1,30,1000,residential,6,"LINESTRING (-76.4601250 42.4703950, -76.4601750 42.4703580, -76.4601620 42.4702860, -76.4601210 42.4702600, -76.4600700 42.4702560, -76.4600230 42.4702700, -76.4599910 42.4703020, -76.4598460 42.4705200)",auto,1,0,,
Tareyton Drive,1853,20192428,1126,499,1,385.55,1,30,1000,residential,6,"LINESTRING (-76.4598460 42.4705200, -76.4597760 42.4706290, -76.4597550 42.4706970, -76.4597521 42.4708262, -76.4597507 42.4708870, -76.4597440 42.4711830, -76.4597740 42.4718250, -76.4598798 42.4739769)",auto,1,0,,
Tareyton Drive,1854,20192428,499,1126,1,385.55,1,30,1000,residential,6,"LINESTRING (-76.4598798 42.4739769, -76.4597740 42.4718250, -76.4597440 42.4711830, -76.4597507 42.4708870, -76.4597521 42.4708262, -76.4597550 42.4706970, -76.4597760 42.4706290, -76.4598460 42.4705200)",auto,1,0,,
Tareyton Drive,1855,20192428,499,1127,1,83.87,1,30,1000,residential,6,"LINESTRING (-76.4598798 42.4739769, -76.4599028 42.4745995, -76.4599292 42.4747305)",auto,1,0,,
Tareyton Drive,1856,20192428,1127,499,1,83.87,1,30,1000,residential,6,"LINESTRING (-76.4599292 42.4747305, -76.4599028 42.4745995, -76.4598798 42.4739769)",auto,1,0,,
Edgewood Place,1857,20192431,536,1128,1,36.9,1,30,1000,residential,6,"LINESTRING (-76.4905050 42.4420860, -76.4905260 42.4424180)",auto,1,0,,
Edgewood Place,1858,20192431,1128,536,1,36.9,1,30,1000,residential,6,"LINESTRING (-76.4905260 42.4424180, -76.4905050 42.4420860)",auto,1,0,,
Edgewood Place,1859,20192431,1128,535,1,81.92,1,30,1000,residential,6,"LINESTRING (-76.4905260 42.4424180, -76.4905858 42.4424493, -76.4906760 42.4424657, -76.4907677 42.4424682, -76.4908702 42.4424595, -76.4909374 42.4424314, -76.4909528 42.4424154, -76.4909330 42.4421269, -76.4909167 42.4420992, -76.4908817 42.4420819, -76.4908233 42.4420811)",auto,1,0,,
Edgewood Place,1860,20192431,535,1128,1,81.92,1,30,1000,residential,6,"LINESTRING (-76.4908233 42.4420811, -76.4908817 42.4420819, -76.4909167 42.4420992, -76.4909330 42.4421269, -76.4909528 42.4424154, -76.4909374 42.4424314, -76.4908702 42.4424595, -76.4907677 42.4424682, -76.4906760 42.4424657, -76.4905858 42.4424493, -76.4905260 42.4424180)",auto,1,0,,
Edgewood Place,1861,20192432,1128,1129,1,31.7,1,30,1000,residential,6,"LINESTRING (-76.4905260 42.4424180, -76.4905435 42.4427032)",auto,1,0,,
Edgewood Place,1862,20192432,1129,1128,1,31.7,1,30,1000,residential,6,"LINESTRING (-76.4905435 42.4427032, -76.4905260 42.4424180)",auto,1,0,,
East Court Street,1863,20192433,1130,398,1,92.78,2,48,1200,tertiary,5,"LINESTRING (-76.4991670 42.4425900, -76.4990634 42.4425910, -76.4989290 42.4425930, -76.4988550 42.4425990, -76.4983339 42.4426143, -76.4980400 42.4426230)",auto,1,0,,
East Court Street,1864,20192433,398,1130,1,92.78,2,48,1200,tertiary,5,"LINESTRING (-76.4980400 42.4426230, -76.4983339 42.4426143, -76.4988550 42.4425990, -76.4989290 42.4425930, -76.4990634 42.4425910, -76.4991670 42.4425900)",auto,1,0,,
East Court Street,1865,20192433,398,1131,1,88.7,2,48,1200,tertiary,5,"LINESTRING (-76.4980400 42.4426230, -76.4979435 42.4426278, -76.4975522 42.4426371, -76.4970689 42.4426526, -76.4969623 42.4426536)",auto,1,0,,
East Court Street,1866,20192433,1131,398,1,88.7,2,48,1200,tertiary,5,"LINESTRING (-76.4969623 42.4426536, -76.4970689 42.4426526, -76.4975522 42.4426371, -76.4979435 42.4426278, -76.4980400 42.4426230)",auto,1,0,,
Irving Place Loop,1867,20192437,343,746,1,50.06,1,30,1000,residential,6,"LINESTRING (-76.4811530 42.4387270, -76.4811580 42.4387810, -76.4811520 42.4388440, -76.4811330 42.4389030, -76.4811020 42.4389660, -76.4809830 42.4391520)",auto,1,0,,
Irving Place Loop,1868,20192437,746,343,1,50.06,1,30,1000,residential,6,"LINESTRING (-76.4809830 42.4391520, -76.4811020 42.4389660, -76.4811330 42.4389030, -76.4811520 42.4388440, -76.4811580 42.4387810, -76.4811530 42.4387270)",auto,1,0,,
Sunset Drive,1869,20192448,1079,953,1,38.28,1,30,1000,residential,6,"LINESTRING (-76.4918861 42.4595729, -76.4919654 42.4595687, -76.4920213 42.4595684, -76.4920582 42.4595698, -76.4921172 42.4595754, -76.4923471 42.4596066)",auto,1,0,,
Sunset Drive,1870,20192448,953,1079,1,38.28,1,30,1000,residential,6,"LINESTRING (-76.4923471 42.4596066, -76.4921172 42.4595754, -76.4920582 42.4595698, -76.4920213 42.4595684, -76.4919654 42.4595687, -76.4918861 42.4595729)",auto,1,0,,
Sunset Drive,1871,20192448,953,936,1,48.63,1,30,1000,residential,6,"LINESTRING (-76.4923471 42.4596066, -76.4928550 42.4597020, -76.4929203 42.4597147)",auto,1,0,,
Sunset Drive,1872,20192448,936,953,1,48.63,1,30,1000,residential,6,"LINESTRING (-76.4929203 42.4597147, -76.4928550 42.4597020, -76.4923471 42.4596066)",auto,1,0,,
Sunset Drive,1873,20192448,936,935,1,21.36,1,30,1000,residential,6,"LINESTRING (-76.4929203 42.4597147, -76.4929608 42.4597226, -76.4930027 42.4597344, -76.4930760 42.4597599, -76.4931150 42.4597765, -76.4931541 42.4597960)",auto,1,0,,
Sunset Drive,1874,20192448,935,936,1,21.36,1,30,1000,residential,6,"LINESTRING (-76.4931541 42.4597960, -76.4931150 42.4597765, -76.4930760 42.4597599, -76.4930027 42.4597344, -76.4929608 42.4597226, -76.4929203 42.4597147)",auto,1,0,,
Sunset Drive,1875,20192448,935,1132,1,190.04,1,30,1000,residential,6,"LINESTRING (-76.4931541 42.4597960, -76.4931920 42.4598280, -76.4932209 42.4598583, -76.4932497 42.4598905, -76.4933245 42.4599891, -76.4934400 42.4601760, -76.4937534 42.4607572, -76.4938063 42.4608585, -76.4940058 42.4613781)",auto,1,0,,
Sunset Drive,1876,20192448,1132,935,1,190.04,1,30,1000,residential,6,"LINESTRING (-76.4940058 42.4613781, -76.4938063 42.4608585, -76.4937534 42.4607572, -76.4934400 42.4601760, -76.4933245 42.4599891, -76.4932497 42.4598905, -76.4932209 42.4598583, -76.4931920 42.4598280, -76.4931541 42.4597960)",auto,1,0,,
Tower Skyline Drive,1877,20192467,1133,289,1,136.86,1,30,800,unclassified,15,"LINESTRING (-76.4973950 42.4195630, -76.4976970 42.4194830, -76.4981870 42.4193460, -76.4982680 42.4193400, -76.4983500 42.4193440, -76.4984290 42.4193610, -76.4985010 42.4193870, -76.4985439 42.4194032, -76.4985916 42.4194254, -76.4986178 42.4194369, -76.4986368 42.4194453, -76.4987372 42.4194934, -76.4988773 42.4195835, -76.4989007 42.4195986)",auto,1,0,,
Tower Skyline Drive,1878,20192467,289,1133,1,136.86,1,30,800,unclassified,15,"LINESTRING (-76.4989007 42.4195986, -76.4988773 42.4195835, -76.4987372 42.4194934, -76.4986368 42.4194453, -76.4986178 42.4194369, -76.4985916 42.4194254, -76.4985439 42.4194032, -76.4985010 42.4193870, -76.4984290 42.4193610, -76.4983500 42.4193440, -76.4982680 42.4193400, -76.4981870 42.4193460, -76.4976970 42.4194830, -76.4973950 42.4195630)",auto,1,0,,
Short Street,1879,20192475,1036,1134,1,115.69,1,30,800,unclassified,15,"LINESTRING (-76.5011585 42.4506922, -76.5012138 42.4507604, -76.5012309 42.4507818, -76.5014870 42.4511020, -76.5018384 42.4515235, -76.5018880 42.4515830)",auto,1,0,,
Short Street,1880,20192475,1134,1036,1,115.69,1,30,800,unclassified,15,"LINESTRING (-76.5018880 42.4515830, -76.5018384 42.4515235, -76.5014870 42.4511020, -76.5012309 42.4507818, -76.5012138 42.4507604, -76.5011585 42.4506922)",auto,1,0,,
Siena Drive,1881,20192482,974,259,1,446.45,1,30,1000,residential,6,"LINESTRING (-76.4706528 42.4680297, -76.4707737 42.4681159, -76.4708463 42.4681771, -76.4708761 42.4682045, -76.4709396 42.4682631, -76.4710329 42.4683243, -76.4712055 42.4684117, -76.4712989 42.4684527, -76.4714116 42.4685021, -76.4714936 42.4685381, -76.4717939 42.4686698, -76.4718240 42.4686830, -76.4719026 42.4687163, -76.4723440 42.4689420, -76.4723518 42.4689463, -76.4724540 42.4690030, -76.4724691 42.4690121, -76.4727477 42.4691804, -76.4730020 42.4693340, -76.4730760 42.4693834, -76.4732670 42.4695110, -76.4733375 42.4695730, -76.4734330 42.4696570, -76.4734960 42.4697330, -76.4735268 42.4697781, -76.4735480 42.4698090, -76.4735890 42.4698940, -76.4736180 42.4699750, -76.4736364 42.4701062, -76.4736400 42.4701320, -76.4736486 42.4702422, -76.4736640 42.4704404, -76.4736882 42.4707508, -76.4737080 42.4710050)",auto,1,0,,
Siena Drive,1882,20192482,259,974,1,446.45,1,30,1000,residential,6,"LINESTRING (-76.4737080 42.4710050, -76.4736882 42.4707508, -76.4736640 42.4704404, -76.4736486 42.4702422, -76.4736400 42.4701320, -76.4736364 42.4701062, -76.4736180 42.4699750, -76.4735890 42.4698940, -76.4735480 42.4698090, -76.4735268 42.4697781, -76.4734960 42.4697330, -76.4734330 42.4696570, -76.4733375 42.4695730, -76.4732670 42.4695110, -76.4730760 42.4693834, -76.4730020 42.4693340, -76.4727477 42.4691804, -76.4724691 42.4690121, -76.4724540 42.4690030, -76.4723518 42.4689463, -76.4723440 42.4689420, -76.4719026 42.4687163, -76.4718240 42.4686830, -76.4717939 42.4686698, -76.4714936 42.4685381, -76.4714116 42.4685021, -76.4712989 42.4684527, -76.4712055 42.4684117, -76.4710329 42.4683243, -76.4709396 42.4682631, -76.4708761 42.4682045, -76.4708463 42.4681771, -76.4707737 42.4681159, -76.4706528 42.4680297)",auto,1,0,,
Siena Drive,1883,20192482,259,1135,1,98.34,1,30,1000,residential,6,"LINESTRING (-76.4737080 42.4710050, -76.4737181 42.4711396, -76.4737337 42.4713474, -76.4737543 42.4716222, -76.4737550 42.4716320, -76.4737580 42.4716680, -76.4737640 42.4717510, -76.4737590 42.4718100, -76.4737400 42.4718460, -76.4737060 42.4718780)",auto,1,0,,
Siena Drive,1884,20192482,1135,259,1,98.34,1,30,1000,residential,6,"LINESTRING (-76.4737060 42.4718780, -76.4737400 42.4718460, -76.4737590 42.4718100, -76.4737640 42.4717510, -76.4737580 42.4716680, -76.4737550 42.4716320, -76.4737543 42.4716222, -76.4737337 42.4713474, -76.4737181 42.4711396, -76.4737080 42.4710050)",auto,1,0,,
Whitetail Drive,1885,20192546,630,491,1,287.21,1,30,1000,residential,6,"LINESTRING (-76.4839116 42.4064742, -76.4838660 42.4062959, -76.4838016 42.4061791, -76.4836698 42.4060065, -76.4835461 42.4059030, -76.4831629 42.4056544, -76.4829480 42.4055180, -76.4825218 42.4052307, -76.4823657 42.4051710, -76.4819777 42.4051116, -76.4817202 42.4050522, -76.4813613 42.4049037)",auto,1,0,,
Whitetail Drive,1886,20192546,491,630,1,287.21,1,30,1000,residential,6,"LINESTRING (-76.4813613 42.4049037, -76.4817202 42.4050522, -76.4819777 42.4051116, -76.4823657 42.4051710, -76.4825218 42.4052307, -76.4829480 42.4055180, -76.4831629 42.4056544, -76.4835461 42.4059030, -76.4836698 42.4060065, -76.4838016 42.4061791, -76.4838660 42.4062959, -76.4839116 42.4064742)",auto,1,0,,
Whitetail Drive,1887,20192546,491,835,1,230.75,1,30,1000,residential,6,"LINESTRING (-76.4813613 42.4049037, -76.4812980 42.4048680, -76.4812240 42.4048240, -76.4808790 42.4046440, -76.4807070 42.4045470, -76.4805840 42.4044590, -76.4804750 42.4043570, -76.4803800 42.4042540, -76.4803000 42.4041380, -76.4802370 42.4040220, -76.4801890 42.4038960, -76.4801753 42.4038368, -76.4801590 42.4037660, -76.4801470 42.4036400, -76.4801510 42.4031900)",auto,1,0,,
Whitetail Drive,1888,20192546,835,491,1,230.75,1,30,1000,residential,6,"LINESTRING (-76.4801510 42.4031900, -76.4801470 42.4036400, -76.4801590 42.4037660, -76.4801753 42.4038368, -76.4801890 42.4038960, -76.4802370 42.4040220, -76.4803000 42.4041380, -76.4803800 42.4042540, -76.4804750 42.4043570, -76.4805840 42.4044590, -76.4807070 42.4045470, -76.4808790 42.4046440, -76.4812240 42.4048240, -76.4812980 42.4048680, -76.4813613 42.4049037)",auto,1,0,,
Whitetail Drive,1889,20192558,801,492,1,570.48,1,30,1000,residential,6,"LINESTRING (-76.4777740 42.4047110, -76.4784460 42.4047070, -76.4786180 42.4047270, -76.4787810 42.4047700, -76.4789280 42.4048400, -76.4789940 42.4048850, -76.4790530 42.4049330, -76.4791050 42.4049820, -76.4791490 42.4050400, -76.4792210 42.4051560, -76.4795410 42.4056340, -76.4796980 42.4058300, -76.4798830 42.4060170, -76.4801200 42.4062070, -76.4803480 42.4063750, -76.4805180 42.4065170, -76.4806410 42.4066420, -76.4807240 42.4067400, -76.4807700 42.4068110, -76.4809990 42.4071230, -76.4811070 42.4072440, -76.4812330 42.4073550, -76.4813730 42.4074560, -76.4815270 42.4075440, -76.4816920 42.4076230, -76.4818680 42.4076840, -76.4820510 42.4077360, -76.4822400 42.4077690, -76.4824860 42.4077930, -76.4826730 42.4078000)",auto,1,0,,
