x_coord,y_coord,node_id,meso_link_id,lane_no,zone_id,is_boundary,activity_type,poi_id
-76.4842153,42.3869078,13107,382,1,,0,,
-76.484193,42.3869687,13108,382,1,,0,,
-76.4841708,42.3870296,13109,382,1,,0,,
-76.4841485,42.3870905,13110,382,1,,0,,
-76.4841253,42.3871512,13111,382,1,,0,,
-76.4840997,42.3872114,13112,382,1,,0,,
-76.4840741,42.3872716,13113,382,1,,0,,
-76.4840485,42.3873317,13114,382,1,,0,,
-76.4840229,42.3873919,13115,382,1,,0,,
-76.4839973,42.3874521,13116,382,1,,0,,
-76.4839717,42.3875122,13117,382,1,,0,,
-76.4839461,42.3875724,13118,382,1,,0,,
-76.4839208,42.3876327,13119,382,1,,0,,
-76.4838969,42.3876932,13120,382,1,,0,,
-76.4838729,42.3877537,13121,382,1,,0,,
-76.4838489,42.3878143,13122,382,1,,0,,
-76.483825,42.3878748,13123,382,1,,0,,
-76.483801,42.3879353,13124,382,1,,0,,
-76.483777,42.3879959,13125,382,1,,0,,
-76.483753,42.3880564,13126,382,1,,0,,
-76.4837291,42.388117,13127,382,1,,0,,
-76.4837051,42.3881775,13128,382,1,,0,,
-76.4836811,42.388238,13129,382,1,,0,,
-76.4836572,42.3882986,13130,382,1,,0,,
-76.483632,42.3883588,13131,382,1,,0,,
-76.4836063,42.388419,13132,382,1,,0,,
-76.4835806,42.3884791,13133,382,1,,0,,
-76.4835549,42.3885393,13134,382,1,,0,,
-76.4835293,42.3885994,13135,382,1,,0,,
-76.4835036,42.3886596,13136,382,1,,0,,
-76.4834779,42.3887198,13137,382,1,,0,,
-76.4834522,42.3887799,13138,382,1,,0,,
-76.4834266,42.3888401,13139,382,1,,0,,
-76.4834009,42.3889002,13140,382,1,,0,,
-76.4833752,42.3889604,13141,382,1,,0,,
-76.4833495,42.3890205,13142,382,1,,0,,
-76.4833239,42.3890807,13143,382,1,,0,,
-76.4832982,42.3891408,13144,382,1,,0,,
-76.4832725,42.389201,13145,382,1,,0,,
-76.4832469,42.3892611,13146,382,1,,0,,
-76.4832212,42.3893213,13147,382,1,,0,,
-76.4831955,42.3893814,13148,382,1,,0,,
-76.4831698,42.3894416,13149,382,1,,0,,
-76.4831442,42.3895017,13150,382,1,,0,,
-76.4831185,42.3895619,13151,382,1,,0,,
-76.4830928,42.389622,13152,382,1,,0,,
-76.4830671,42.3896822,13153,382,1,,0,,
-76.4830415,42.3897424,13154,382,1,,0,,
-76.4830158,42.3898025,13155,382,1,,0,,
-76.4829901,42.3898627,13156,382,1,,0,,
-76.4829644,42.3899228,13157,382,1,,0,,
-76.4829353,42.3899821,13158,382,1,,0,,
-76.4829046,42.3900409,13159,382,1,,0,,
-76.4828733,42.3900996,13160,382,1,,0,,
-76.4828437,42.3901587,13161,382,1,,0,,
-76.4828181,42.3902189,13162,382,1,,0,,
-76.4827924,42.390279,13163,382,1,,0,,
-76.4827668,42.3903392,13164,382,1,,0,,
-76.4827412,42.3903993,13165,382,1,,0,,
-76.4827155,42.3904595,13166,382,1,,0,,
-76.4826899,42.3905197,13167,382,1,,0,,
-76.4826643,42.3905798,13168,382,1,,0,,
-76.4826386,42.39064,13169,382,1,,0,,
-76.482613,42.3907002,13170,382,1,,0,,
-76.4825874,42.3907603,13171,382,1,,0,,
-76.4825617,42.3908205,13172,382,1,,0,,
-76.4825361,42.3908806,13173,382,1,,0,,
-76.4825105,42.3909408,13174,382,1,,0,,
-76.4824848,42.391001,13175,382,1,,0,,
-76.4824592,42.3910611,13176,382,1,,0,,
-76.4824336,42.3911213,13177,382,1,,0,,
-76.4824079,42.3911815,13178,382,1,,0,,
-76.4823841,42.391242,13179,382,1,,0,,
-76.4823603,42.3913026,13180,382,1,,0,,
-76.4823365,42.3913632,13181,382,1,,0,,
-76.4823128,42.3914238,13182,382,1,,0,,
-76.482289,42.3914843,13183,382,1,,0,,
-76.4822652,42.3915449,13184,382,1,,0,,
-76.4822415,42.3916055,13185,382,1,,0,,
-76.4822177,42.3916661,13186,382,1,,0,,
-76.4821939,42.3917267,13187,382,1,,0,,
-76.4821701,42.3917873,13188,382,1,,0,,
-76.4821464,42.3918478,13189,382,1,,0,,
-76.4821226,42.3919084,13190,382,1,,0,,
-76.4820988,42.391969,13191,382,1,,0,,
-76.4820751,42.3920296,13192,382,1,,0,,
-76.4820513,42.3920902,13193,382,1,,0,,
-76.4820275,42.3921507,13194,382,1,,0,,
-76.4820037,42.3922113,13195,382,1,,0,,
-76.48198,42.3922719,13196,382,1,,0,,
-76.4819562,42.3923325,13197,382,1,,0,,
-76.4819324,42.3923931,13198,382,1,,0,,
-76.4819087,42.3924536,13199,382,1,,0,,
-76.4818849,42.3925142,13200,382,1,,0,,
-76.4818611,42.3925748,13201,382,1,,0,,
-76.4818373,42.3926354,13202,382,1,,0,,
-76.4818136,42.392696,13203,382,1,,0,,
-76.4817898,42.3927566,13204,382,1,,0,,
-76.481766,42.3928171,13205,382,1,,0,,
-76.4817422,42.3928777,13206,382,1,,0,,
-76.4817185,42.3929383,13207,382,1,,0,,
-76.4816947,42.3929989,13208,382,1,,0,,
-76.4816709,42.3930595,13209,382,1,,0,,
-76.4816472,42.39312,13210,382,1,,0,,
-76.4816234,42.3931806,13211,382,1,,0,,
-76.4815996,42.3932412,13212,382,1,,0,,
-76.4815758,42.3933018,13213,382,1,,0,,
-76.4815521,42.3933624,13214,382,1,,0,,
-76.4815283,42.3934229,13215,382,1,,0,,
-76.4815045,42.3934835,13216,382,1,,0,,
-76.4814807,42.3935441,13217,382,1,,0,,
-76.481457,42.3936047,13218,382,1,,0,,
-76.4814325,42.3936651,13219,382,1,,0,,
-76.4814081,42.3937256,13220,382,1,,0,,
-76.4813836,42.393786,13221,382,1,,0,,
-76.4813592,42.3938464,13222,382,1,,0,,
-76.4813347,42.3939069,13223,382,1,,0,,
-76.4813103,42.3939673,13224,382,1,,0,,
-76.4812858,42.3940277,13225,382,1,,0,,
-76.4812614,42.3940882,13226,382,1,,0,,
-76.481237,42.3941486,13227,382,1,,0,,
-76.4812125,42.394209,13228,382,1,,0,,
-76.4811881,42.3942695,13229,382,1,,0,,
-76.4811636,42.3943299,13230,382,1,,0,,
-76.4811392,42.3943903,13231,382,1,,0,,
-76.4811147,42.3944508,13232,382,1,,0,,
-76.4810903,42.3945112,13233,382,1,,0,,
-76.4810658,42.3945716,13234,382,1,,0,,
-76.4810414,42.3946321,13235,382,1,,0,,
-76.4810169,42.3946925,13236,382,1,,0,,
-76.4809925,42.3947529,13237,382,1,,0,,
-76.480968,42.3948134,13238,382,1,,0,,
-76.4809436,42.3948738,13239,382,1,,0,,
-76.4809191,42.3949342,13240,382,1,,0,,
-76.4808959,42.3949949,13241,382,1,,0,,
-76.4808756,42.3950562,13242,382,1,,0,,
-76.4808553,42.3951175,13243,382,1,,0,,
-76.480835,42.3951787,13244,382,1,,0,,
-76.4808147,42.39524,13245,382,1,,0,,
-76.4807944,42.3953013,13246,382,1,,0,,
-76.480774,42.3953625,13247,382,1,,0,,
-76.4807557,42.3954241,13248,382,1,,0,,
-76.4807401,42.3954861,13249,382,1,,0,,
-76.4807297,42.3955487,13250,382,1,,0,,
-76.4807193,42.3956114,13251,382,1,,0,,
-76.4807089,42.395674,13252,382,1,,0,,
-76.4806985,42.3957366,13253,382,1,,0,,
-76.4806881,42.3957992,13254,382,1,,0,,
-76.4806801,42.395862,13255,382,1,,0,,
-76.4806788,42.395925,13256,382,1,,0,,
-76.4806774,42.3959881,13257,382,1,,0,,
-76.480676,42.3960512,13258,382,1,,0,,
-76.4806746,42.3961143,13259,382,1,,0,,
-76.4806732,42.3961774,13260,382,1,,0,,
-76.480675,42.3962404,13261,382,1,,0,,
-76.4806808,42.3963033,13262,382,1,,0,,
-76.4806867,42.3963663,13263,382,1,,0,,
-76.4806925,42.3964292,13264,382,1,,0,,
-76.4807056,42.3964916,13265,382,1,,0,,
-76.4807189,42.3965539,13266,382,1,,0,,
-76.4807323,42.3966162,13267,382,1,,0,,
-76.4807457,42.3966785,13268,382,1,,0,,
-76.480759,42.3967408,13269,382,1,,0,,
-76.4807724,42.3968031,13270,382,1,,0,,
-76.4807858,42.3968654,13271,382,1,,0,,
-76.4807991,42.3969277,13272,382,1,,0,,
-76.4808125,42.39699,13273,382,1,,0,,
-76.4808259,42.3970524,13274,382,1,,0,,
-76.4808392,42.3971147,13275,382,1,,0,,
-76.4808526,42.397177,13276,382,1,,0,,
-76.480866,42.3972393,13277,382,1,,0,,
-76.4808793,42.3973016,13278,382,1,,0,,
-76.4808927,42.3973639,13279,382,1,,0,,
-76.4809061,42.3974262,13280,382,1,,0,,
-76.4809194,42.3974885,13281,382,1,,0,,
-76.4809328,42.3975508,13282,382,1,,0,,
-76.4809462,42.3976131,13283,382,1,,0,,
-76.4809595,42.3976754,13284,382,1,,0,,
-76.4809729,42.3977378,13285,382,1,,0,,
-76.4809863,42.3978001,13286,382,1,,0,,
-76.4809996,42.3978624,13287,382,1,,0,,
-76.481013,42.3979247,13288,382,1,,0,,
-76.4810264,42.397987,13289,382,1,,0,,
-76.4810397,42.3980493,13290,382,1,,0,,
-76.4810531,42.3981116,13291,382,1,,0,,
-76.4810665,42.3981739,13292,382,1,,0,,
-76.4810798,42.3982362,13293,382,1,,0,,
-76.4810932,42.3982985,13294,382,1,,0,,
-76.4811066,42.3983608,13295,382,1,,0,,
-76.4811199,42.3984232,13296,382,1,,0,,
-76.4811333,42.3984855,13297,382,1,,0,,
-76.4811467,42.3985478,13298,382,1,,0,,
-76.48116,42.3986101,13299,382,1,,0,,
-76.4811734,42.3986724,13300,382,1,,0,,
-76.4811868,42.3987347,13301,382,1,,0,,
-76.4812001,42.398797,13302,382,1,,0,,
-76.4812135,42.3988593,13303,382,1,,0,,
-76.4812269,42.3989216,13304,382,1,,0,,
-76.4812402,42.3989839,13305,382,1,,0,,
-76.4812536,42.3990462,13306,382,1,,0,,
-76.481267,42.3991086,13307,382,1,,0,,
-76.4812803,42.3991709,13308,382,1,,0,,
-76.4812937,42.3992332,13309,382,1,,0,,
-76.4813071,42.3992955,13310,382,1,,0,,
-76.4813204,42.3993578,13311,382,1,,0,,
-76.4813338,42.3994201,13312,382,1,,0,,
-76.4813472,42.3994824,13313,382,1,,0,,
-76.4813633,42.3995443,13314,382,1,,0,,
-76.48138,42.3996062,13315,382,1,,0,,
-76.4813966,42.3996681,13316,382,1,,0,,
-76.4814133,42.39973,13317,382,1,,0,,
-76.4814299,42.3997918,13318,382,1,,0,,
-76.4814465,42.3998537,13319,382,1,,0,,
-76.4814631,42.3999156,13320,382,1,,0,,
-76.4814796,42.3999775,13321,382,1,,0,,
-76.4814961,42.4000394,13322,382,1,,0,,
-76.4815166,42.4001006,13323,382,1,,0,,
-76.4815402,42.4001612,13324,382,1,,0,,
-76.4815639,42.4002218,13325,382,1,,0,,
-76.4815875,42.4002824,13326,382,1,,0,,
-76.4816112,42.400343,13327,382,1,,0,,
-76.4816364,42.4004033,13328,382,1,,0,,
-76.4816634,42.4004631,13329,382,1,,0,,
-76.4816904,42.4005229,13330,382,1,,0,,
-76.4817174,42.4005828,13331,382,1,,0,,
-76.4817444,42.4006426,13332,382,1,,0,,
-76.4817713,42.4007024,13333,382,1,,0,,
-76.4817983,42.4007623,13334,382,1,,0,,
-76.4818253,42.4008221,13335,382,1,,0,,
-76.4818523,42.4008819,13336,382,1,,0,,
-76.4818793,42.4009418,13337,382,1,,0,,
-76.4819063,42.4010016,13338,382,1,,0,,
-76.4819333,42.4010615,13339,382,1,,0,,
-76.4819603,42.4011213,13340,382,1,,0,,
-76.4819873,42.4011811,13341,382,1,,0,,
-76.4820142,42.401241,13342,382,1,,0,,
-76.4820412,42.4013008,13343,382,1,,0,,
-76.4820682,42.4013606,13344,382,1,,0,,
-76.4820952,42.4014205,13345,382,1,,0,,
-76.4821222,42.4014803,13346,382,1,,0,,
-76.4821492,42.4015402,13347,382,1,,0,,
-76.4821762,42.4016,13348,382,1,,0,,
-76.4822032,42.4016598,13349,382,1,,0,,
-76.4822301,42.4017197,13350,382,1,,0,,
-76.4822571,42.4017795,13351,382,1,,0,,
-76.4822841,42.4018393,13352,382,1,,0,,
-76.4823111,42.4018992,13353,382,1,,0,,
-76.4823381,42.401959,13354,382,1,,0,,
-76.4823651,42.4020188,13355,382,1,,0,,
-76.4823918,42.4020788,13356,382,1,,0,,
-76.4824184,42.4021387,13357,382,1,,0,,
-76.482445,42.4021986,13358,382,1,,0,,
-76.4824715,42.4022586,13359,382,1,,0,,
-76.4824981,42.4023185,13360,382,1,,0,,
-76.4825247,42.4023785,13361,382,1,,0,,
-76.4825512,42.4024384,13362,382,1,,0,,
-76.4825778,42.4024983,13363,382,1,,0,,
-76.4826044,42.4025583,13364,382,1,,0,,
-76.4826309,42.4026182,13365,382,1,,0,,
-76.4826575,42.4026782,13366,382,1,,0,,
-76.482684,42.4027381,13367,382,1,,0,,
-76.4827106,42.402798,13368,382,1,,0,,
-76.4827372,42.402858,13369,382,1,,0,,
-76.4827637,42.4029179,13370,382,1,,0,,
-76.4827903,42.4029779,13371,382,1,,0,,
-76.4828169,42.4030378,13372,382,1,,0,,
-76.4828434,42.4030978,13373,382,1,,0,,
-76.48287,42.4031577,13374,382,1,,0,,
-76.4828966,42.4032176,13375,382,1,,0,,
-76.4829241,42.4032773,13376,382,1,,0,,
-76.4830034,42.4032544,13377,383,1,,0,,
-76.482976,42.4031948,13378,383,1,,0,,
-76.4829495,42.403135,13379,383,1,,0,,
-76.4829229,42.4030751,13380,383,1,,0,,
-76.4828964,42.4030153,13381,383,1,,0,,
-76.4828699,42.4029554,13382,383,1,,0,,
-76.4828434,42.4028956,13383,383,1,,0,,
-76.4828169,42.4028358,13384,383,1,,0,,
-76.4827903,42.4027759,13385,383,1,,0,,
-76.4827638,42.4027161,13386,383,1,,0,,
-76.4827373,42.4026562,13387,383,1,,0,,
-76.4827108,42.4025964,13388,383,1,,0,,
-76.4826842,42.4025365,13389,383,1,,0,,
-76.4826577,42.4024767,13390,383,1,,0,,
-76.4826312,42.4024168,13391,383,1,,0,,
-76.4826047,42.402357,13392,383,1,,0,,
-76.4825782,42.4022972,13393,383,1,,0,,
-76.4825516,42.4022373,13394,383,1,,0,,
-76.4825251,42.4021775,13395,383,1,,0,,
-76.4824986,42.4021176,13396,383,1,,0,,
-76.4824721,42.4020578,13397,383,1,,0,,
-76.4824454,42.401998,13398,383,1,,0,,
-76.4824184,42.4019382,13399,383,1,,0,,
-76.4823915,42.4018785,13400,383,1,,0,,
-76.4823645,42.4018188,13401,383,1,,0,,
-76.4823376,42.401759,13402,383,1,,0,,
-76.4823106,42.4016993,13403,383,1,,0,,
-76.4822837,42.4016395,13404,383,1,,0,,
-76.4822568,42.4015798,13405,383,1,,0,,
-76.4822298,42.4015201,13406,383,1,,0,,
-76.4822029,42.4014603,13407,383,1,,0,,
-76.4821759,42.4014006,13408,383,1,,0,,
-76.482149,42.4013408,13409,383,1,,0,,
-76.482122,42.4012811,13410,383,1,,0,,
-76.4820951,42.4012214,13411,383,1,,0,,
-76.4820681,42.4011616,13412,383,1,,0,,
-76.4820412,42.4011019,13413,383,1,,0,,
-76.4820143,42.4010421,13414,383,1,,0,,
-76.4819873,42.4009824,13415,383,1,,0,,
-76.4819604,42.4009227,13416,383,1,,0,,
-76.4819334,42.4008629,13417,383,1,,0,,
-76.4819065,42.4008032,13418,383,1,,0,,
-76.4818795,42.4007435,13419,383,1,,0,,
-76.4818526,42.4006837,13420,383,1,,0,,
-76.4818256,42.400624,13421,383,1,,0,,
-76.4817987,42.4005642,13422,383,1,,0,,
-76.4817718,42.4005045,13423,383,1,,0,,
-76.4817448,42.4004448,13424,383,1,,0,,
-76.4817179,42.400385,13425,383,1,,0,,
-76.4816926,42.4003249,13426,383,1,,0,,
-76.481669,42.4002644,13427,383,1,,0,,
-76.4816454,42.4002039,13428,383,1,,0,,
-76.4816218,42.4001434,13429,383,1,,0,,
-76.4815982,42.4000828,13430,383,1,,0,,
-76.4815781,42.4000217,13431,383,1,,0,,
-76.4815616,42.3999599,13432,383,1,,0,,
-76.4815451,42.3998981,13433,383,1,,0,,
-76.4815286,42.3998363,13434,383,1,,0,,
-76.481512,42.3997745,13435,383,1,,0,,
-76.4814954,42.3997128,13436,383,1,,0,,
-76.4814788,42.399651,13437,383,1,,0,,
-76.4814621,42.3995892,13438,383,1,,0,,
-76.4814455,42.3995275,13439,383,1,,0,,
-76.4814297,42.3994656,13440,383,1,,0,,
-76.4814163,42.3994034,13441,383,1,,0,,
-76.481403,42.3993412,13442,383,1,,0,,
-76.4813896,42.399279,13443,383,1,,0,,
-76.4813763,42.3992167,13444,383,1,,0,,
-76.481363,42.3991545,13445,383,1,,0,,
-76.4813496,42.3990923,13446,383,1,,0,,
-76.4813363,42.3990301,13447,383,1,,0,,
-76.4813229,42.3989679,13448,383,1,,0,,
-76.4813096,42.3989057,13449,383,1,,0,,
-76.4812962,42.3988435,13450,383,1,,0,,
-76.4812829,42.3987813,13451,383,1,,0,,
-76.4812695,42.3987191,13452,383,1,,0,,
-76.4812562,42.3986569,13453,383,1,,0,,
-76.4812428,42.3985947,13454,383,1,,0,,
-76.4812295,42.3985325,13455,383,1,,0,,
-76.4812162,42.3984703,13456,383,1,,0,,
-76.4812028,42.398408,13457,383,1,,0,,
-76.4811895,42.3983458,13458,383,1,,0,,
-76.4811761,42.3982836,13459,383,1,,0,,
-76.4811628,42.3982214,13460,383,1,,0,,
-76.4811494,42.3981592,13461,383,1,,0,,
-76.4811361,42.398097,13462,383,1,,0,,
-76.4811227,42.3980348,13463,383,1,,0,,
-76.4811094,42.3979726,13464,383,1,,0,,
-76.4810961,42.3979104,13465,383,1,,0,,
-76.4810827,42.3978482,13466,383,1,,0,,
-76.4810694,42.397786,13467,383,1,,0,,
-76.481056,42.3977238,13468,383,1,,0,,
-76.4810427,42.3976616,13469,383,1,,0,,
-76.4810293,42.3975993,13470,383,1,,0,,
-76.481016,42.3975371,13471,383,1,,0,,
-76.4810026,42.3974749,13472,383,1,,0,,
-76.4809893,42.3974127,13473,383,1,,0,,
-76.480976,42.3973505,13474,383,1,,0,,
-76.4809626,42.3972883,13475,383,1,,0,,
-76.4809493,42.3972261,13476,383,1,,0,,
-76.4809359,42.3971639,13477,383,1,,0,,
-76.4809226,42.3971017,13478,383,1,,0,,
-76.4809092,42.3970395,13479,383,1,,0,,
-76.4808959,42.3969773,13480,383,1,,0,,
-76.4808825,42.3969151,13481,383,1,,0,,
-76.4808692,42.3968528,13482,383,1,,0,,
-76.4808559,42.3967906,13483,383,1,,0,,
-76.4808425,42.3967284,13484,383,1,,0,,
-76.4808292,42.3966662,13485,383,1,,0,,
-76.4808158,42.396604,13486,383,1,,0,,
-76.4808025,42.3965418,13487,383,1,,0,,
-76.4807891,42.3964796,13488,383,1,,0,,
-76.4807766,42.3964173,13489,383,1,,0,,
-76.4807708,42.3963545,13490,383,1,,0,,
-76.480765,42.3962916,13491,383,1,,0,,
-76.4807592,42.3962288,13492,383,1,,0,,
-76.4807585,42.3961659,13493,383,1,,0,,
-76.4807599,42.3961029,13494,383,1,,0,,
-76.4807613,42.3960399,13495,383,1,,0,,
-76.4807627,42.3959769,13496,383,1,,0,,
-76.4807641,42.3959139,13497,383,1,,0,,
-76.4807654,42.395851,13498,383,1,,0,,
-76.4807756,42.3957884,13499,383,1,,0,,
-76.480786,42.3957259,13500,383,1,,0,,
-76.4807964,42.3956634,13501,383,1,,0,,
-76.4808068,42.3956009,13502,383,1,,0,,
-76.4808171,42.3955384,13503,383,1,,0,,
-76.4808289,42.395476,13504,383,1,,0,,
-76.4808449,42.3954141,13505,383,1,,0,,
-76.4808648,42.3953529,13506,383,1,,0,,
-76.4808852,42.3952918,13507,383,1,,0,,
-76.4809054,42.3952306,13508,383,1,,0,,
-76.4809257,42.3951694,13509,383,1,,0,,
-76.480946,42.3951082,13510,383,1,,0,,
-76.4809662,42.3950471,13511,383,1,,0,,
-76.480987,42.394986,13512,383,1,,0,,
-76.4810114,42.3949257,13513,383,1,,0,,
-76.4810358,42.3948653,13514,383,1,,0,,
-76.4810602,42.394805,13515,383,1,,0,,
-76.4810846,42.3947447,13516,383,1,,0,,
-76.481109,42.3946843,13517,383,1,,0,,
-76.4811334,42.394624,13518,383,1,,0,,
-76.4811578,42.3945636,13519,383,1,,0,,
-76.4811823,42.3945033,13520,383,1,,0,,
-76.4812067,42.394443,13521,383,1,,0,,
-76.4812311,42.3943826,13522,383,1,,0,,
-76.4812555,42.3943223,13523,383,1,,0,,
-76.4812799,42.394262,13524,383,1,,0,,
-76.4813043,42.3942016,13525,383,1,,0,,
-76.4813287,42.3941413,13526,383,1,,0,,
-76.4813531,42.394081,13527,383,1,,0,,
-76.4813775,42.3940206,13528,383,1,,0,,
-76.4814019,42.3939603,13529,383,1,,0,,
-76.4814263,42.3939,13530,383,1,,0,,
-76.4814507,42.3938396,13531,383,1,,0,,
-76.4814751,42.3937793,13532,383,1,,0,,
-76.4814995,42.3937189,13533,383,1,,0,,
-76.4815239,42.3936586,13534,383,1,,0,,
-76.4815481,42.3935982,13535,383,1,,0,,
-76.4815718,42.3935377,13536,383,1,,0,,
-76.4815956,42.3934773,13537,383,1,,0,,
-76.4816193,42.3934168,13538,383,1,,0,,
-76.481643,42.3933563,13539,383,1,,0,,
-76.4816668,42.3932958,13540,383,1,,0,,
-76.4816905,42.3932353,13541,383,1,,0,,
-76.4817142,42.3931748,13542,383,1,,0,,
-76.481738,42.3931144,13543,383,1,,0,,
-76.4817617,42.3930539,13544,383,1,,0,,
-76.4817854,42.3929934,13545,383,1,,0,,
-76.4818092,42.3929329,13546,383,1,,0,,
-76.4818329,42.3928724,13547,383,1,,0,,
-76.4818566,42.3928119,13548,383,1,,0,,
-76.4818804,42.3927515,13549,383,1,,0,,
-76.4819041,42.392691,13550,383,1,,0,,
-76.4819278,42.3926305,13551,383,1,,0,,
-76.4819516,42.39257,13552,383,1,,0,,
-76.4819753,42.3925095,13553,383,1,,0,,
-76.481999,42.392449,13554,383,1,,0,,
-76.4820228,42.3923886,13555,383,1,,0,,
-76.4820465,42.3923281,13556,383,1,,0,,
-76.4820702,42.3922676,13557,383,1,,0,,
-76.482094,42.3922071,13558,383,1,,0,,
-76.4821177,42.3921466,13559,383,1,,0,,
-76.4821414,42.3920862,13560,383,1,,0,,
-76.4821652,42.3920257,13561,383,1,,0,,
-76.4821889,42.3919652,13562,383,1,,0,,
-76.4822126,42.3919047,13563,383,1,,0,,
-76.4822364,42.3918442,13564,383,1,,0,,
-76.4822601,42.3917837,13565,383,1,,0,,
-76.4822838,42.3917233,13566,383,1,,0,,
-76.4823076,42.3916628,13567,383,1,,0,,
-76.4823313,42.3916023,13568,383,1,,0,,
-76.482355,42.3915418,13569,383,1,,0,,
-76.4823788,42.3914813,13570,383,1,,0,,
-76.4824025,42.3914208,13571,383,1,,0,,
-76.4824262,42.3913604,13572,383,1,,0,,
-76.48245,42.3912999,13573,383,1,,0,,
-76.4824737,42.3912394,13574,383,1,,0,,
-76.4824981,42.3911791,13575,383,1,,0,,
-76.4825237,42.391119,13576,383,1,,0,,
-76.4825493,42.3910589,13577,383,1,,0,,
-76.4825749,42.3909989,13578,383,1,,0,,
-76.4826005,42.3909388,13579,383,1,,0,,
-76.4826261,42.3908787,13580,383,1,,0,,
-76.4826517,42.3908187,13581,383,1,,0,,
-76.4826773,42.3907586,13582,383,1,,0,,
-76.4827029,42.3906986,13583,383,1,,0,,
-76.4827285,42.3906385,13584,383,1,,0,,
-76.4827541,42.3905784,13585,383,1,,0,,
-76.4827796,42.3905184,13586,383,1,,0,,
-76.4828052,42.3904583,13587,383,1,,0,,
-76.4828308,42.3903982,13588,383,1,,0,,
-76.4828564,42.3903382,13589,383,1,,0,,
-76.482882,42.3902781,13590,383,1,,0,,
-76.4829076,42.390218,13591,383,1,,0,,
-76.4829334,42.390158,13592,383,1,,0,,
-76.4829648,42.3900995,13593,383,1,,0,,
-76.4829958,42.3900409,13594,383,1,85,0,,
-76.4830264,42.3899821,13595,383,1,,0,,
-76.4830538,42.3899225,13596,383,1,,0,,
-76.4830794,42.3898624,13597,383,1,,0,,
-76.483105,42.3898024,13598,383,1,,0,,
-76.4831307,42.3897423,13599,383,1,,0,,
-76.4831563,42.3896823,13600,383,1,,0,,
-76.4831819,42.3896222,13601,383,1,,0,,
-76.4832076,42.3895622,13602,383,1,,0,,
-76.4832332,42.3895021,13603,383,1,,0,,
-76.4832588,42.389442,13604,383,1,,0,,
-76.4832845,42.389382,13605,383,1,,0,,
-76.4833101,42.3893219,13606,383,1,,0,,
-76.4833357,42.3892619,13607,383,1,,0,,
-76.4833614,42.3892018,13608,383,1,,0,,
-76.483387,42.3891418,13609,383,1,,0,,
-76.4834126,42.3890817,13610,383,1,,0,,
-76.4834383,42.3890217,13611,383,1,,0,,
-76.4834639,42.3889616,13612,383,1,,0,,
-76.4834895,42.3889015,13613,383,1,,0,,
-76.4835152,42.3888415,13614,383,1,,0,,
-76.4835408,42.3887814,13615,383,1,,0,,
-76.4835664,42.3887214,13616,383,1,,0,,
-76.4835921,42.3886613,13617,383,1,,0,,
-76.4836177,42.3886013,13618,383,1,,0,,
-76.4836433,42.3885412,13619,383,1,,0,,
-76.483669,42.3884812,13620,383,1,,0,,
-76.4836946,42.3884211,13621,383,1,,0,,
-76.4837202,42.388361,13622,383,1,,0,,
-76.4837449,42.3883008,13623,383,1,,0,,
-76.4837688,42.3882403,13624,383,1,,0,,
-76.4837928,42.3881799,13625,383,1,,0,,
-76.4838167,42.3881195,13626,383,1,,0,,
-76.4838406,42.388059,13627,383,1,,0,,
-76.4838646,42.3879986,13628,383,1,,0,,
-76.4838885,42.3879381,13629,383,1,,0,,
-76.4839124,42.3878777,13630,383,1,,0,,
-76.4839364,42.3878173,13631,383,1,,0,,
-76.4839603,42.3877568,13632,383,1,,0,,
-76.4839842,42.3876964,13633,383,1,,0,,
-76.4840082,42.387636,13634,383,1,,0,,
-76.4840338,42.3875759,13635,383,1,,0,,
-76.4840593,42.3875158,13636,383,1,,0,,
-76.4840849,42.3874557,13637,383,1,,0,,
-76.4841105,42.3873957,13638,383,1,,0,,
-76.484136,42.3873356,13639,383,1,,0,,
-76.4841616,42.3872755,13640,383,1,,0,,
-76.4841872,42.3872155,13641,383,1,,0,,
-76.4842127,42.3871554,13642,383,1,,0,,
-76.4842351,42.3870946,13643,383,1,,0,,
-76.4842573,42.3870338,13644,383,1,,0,,
-76.4842796,42.386973,13645,383,1,,0,,
-76.4843018,42.3869122,13646,383,1,,0,,
-76.484324,42.3868515,13647,383,1,,0,,
-76.4843463,42.3867907,13648,383,1,,0,,
-76.4843685,42.3867299,13649,383,1,,0,,
-76.4843908,42.3866691,13650,383,1,,0,,
-76.484413,42.3866083,13651,383,1,,0,,
-76.4844352,42.3865475,13652,383,1,,0,,
-76.4844575,42.3864867,13653,383,1,,0,,
-76.4844797,42.3864259,13654,383,1,,0,,
-76.484502,42.3863651,13655,383,1,,0,,
-76.4845186,42.3863034,13656,383,1,,0,,
-76.4845334,42.3862414,13657,383,1,,0,,
-76.4845481,42.3861793,13658,383,1,,0,,
-76.4845629,42.3861173,13659,383,1,,0,,
-76.4845777,42.3860553,13660,383,1,,0,,
-76.4845924,42.3859932,13661,383,1,,0,,
-76.4846072,42.3859312,13662,383,1,,0,,
-76.484622,42.3858692,13663,383,1,,0,,
-76.4846367,42.3858071,13664,383,1,,0,,
-76.4846488,42.3857448,13665,383,1,,0,,
-76.4846608,42.3856824,13666,383,1,,0,,
-76.4846728,42.3856201,13667,383,1,,0,,
-76.4846848,42.3855577,13668,383,1,,0,,
